Time,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC,Belong Australia - AUS First Carbon Neutral Telco Finger Mountain 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
44.4,0.0462,0.398,0.3414,0.4068,0.317,0.3619,0.2251,0.4004,0.3128,0.1511,0.2807,0.2159
44.5,0.0733,0.3902,0.3479,0.4063,0.3074,0.3568,0.2239,0.3967,0.3103,0.1666,0.2868,0.2267
44.6,0.1007,0.3845,0.3561,0.4082,0.3013,0.3547,0.2214,0.3936,0.3075,0.1826,0.2939,0.2383
44.7,0.1281,0.3811,0.3653,0.4125,0.2985,0.3555,0.2176,0.391,0.3043,0.1987,0.3018,0.2502
44.8,0.155,0.3799,0.3755,0.4191,0.2995,0.3593,0.2125,0.389,0.3007,0.2144,0.3103,0.2623
44.9,0.1807,0.3806,0.3866,0.4274,0.3043,0.3659,0.2063,0.3881,0.2972,0.2296,0.3195,0.2746
45,0.2035,0.3828,0.3984,0.4367,0.3128,0.3748,0.1996,0.3888,0.2942,0.2446,0.3291,0.2869
45.1,0.2213,0.3858,0.4103,0.446,0.3248,0.3854,0.1924,0.3909,0.2916,0.2593,0.3384,0.2989
45.2,0.232,0.3892,0.4219,0.4542,0.3402,0.3972,0.185,0.3944,0.2897,0.2733,0.3468,0.31
45.3,0.2343,0.3929,0.4329,0.4601,0.3592,0.4097,0.1772,0.3992,0.2882,0.2856,0.3538,0.3197
45.4,0.2272,0.3969,0.4431,0.4627,0.3816,0.4222,0.1692,0.4055,0.2873,0.2958,0.3594,0.3276
45.5,0.21,0.4005,0.4521,0.4618,0.4063,0.434,0.1612,0.413,0.2871,0.3034,0.3638,0.3336
45.6,0.1833,0.4035,0.4595,0.4572,0.4314,0.4443,0.1537,0.4218,0.2877,0.3088,0.3672,0.338
45.7,0.1481,0.4057,0.4649,0.4494,0.4556,0.4525,0.1468,0.4313,0.2891,0.3122,0.3694,0.3408
45.8,0.1063,0.4074,0.4679,0.4386,0.4782,0.4584,0.1412,0.4415,0.2913,0.3141,0.3701,0.3421
45.9,0.0591,0.4094,0.4685,0.4257,0.4993,0.4625,0.1372,0.452,0.2946,0.315,0.3695,0.3423
46,0.0072,0.4122,0.4669,0.4116,0.5193,0.4655,0.1353,0.4633,0.2993,0.3158,0.3682,0.342
46.1,-0.0489,0.4157,0.4638,0.3976,0.5378,0.4677,0.1358,0.4754,0.3056,0.3167,0.3665,0.3416
46.2,-0.1082,0.4199,0.4599,0.3847,0.5546,0.4696,0.1389,0.4885,0.3137,0.3178,0.3647,0.3413
46.3,-0.1693,0.4241,0.4562,0.373,0.5691,0.471,0.1446,0.5024,0.3235,0.3188,0.3627,0.3408
46.4,-0.2306,0.4278,0.4529,0.3628,0.5812,0.472,0.1531,0.517,0.335,0.3197,0.3603,0.34
46.5,-0.2907,0.4306,0.4505,0.3541,0.5911,0.4726,0.164,0.5321,0.348,0.3207,0.3577,0.3392
46.6,-0.3485,0.4322,0.449,0.3468,0.5983,0.4726,0.1773,0.5474,0.3624,0.3225,0.3553,0.3389
46.7,-0.4024,0.4325,0.4488,0.3406,0.6027,0.4717,0.1927,0.5625,0.3776,0.3258,0.3538,0.3398
46.8,-0.4503,0.4309,0.4503,0.3355,0.6039,0.4697,0.21,0.5767,0.3934,0.3309,0.3537,0.3423
46.9,-0.4889,0.4271,0.4539,0.3313,0.6019,0.4666,0.2297,0.5895,0.4096,0.3379,0.3554,0.3467
47,-0.5149,0.4205,0.4598,0.329,0.5968,0.4629,0.2515,0.6003,0.4259,0.3463,0.3589,0.3526
47.1,-0.526,0.4107,0.4672,0.3296,0.5891,0.4594,0.2751,0.609,0.4421,0.3555,0.3633,0.3594
47.2,-0.5216,0.3975,0.475,0.3346,0.5792,0.4569,0.2995,0.6151,0.4573,0.365,0.368,0.3665
47.3,-0.5033,0.3816,0.4818,0.3445,0.568,0.4562,0.3236,0.6182,0.4709,0.3745,0.3725,0.3735
47.4,-0.4734,0.3643,0.4863,0.359,0.5569,0.458,0.347,0.6177,0.4823,0.3836,0.3766,0.3801
47.5,-0.435,0.3469,0.4875,0.3776,0.5469,0.4622,0.3694,0.6134,0.4914,0.3922,0.3803,0.3862
47.6,-0.3908,0.3304,0.4844,0.3994,0.5384,0.4689,0.3908,0.6054,0.4981,0.3997,0.3832,0.3915
47.7,-0.3435,0.3157,0.4764,0.4234,0.5316,0.4775,0.4113,0.5939,0.5026,0.4058,0.3847,0.3953
47.8,-0.2956,0.3034,0.4623,0.4482,0.5262,0.4872,0.4304,0.5791,0.5048,0.4096,0.3835,0.3965
47.9,-0.2493,0.2944,0.4422,0.4725,0.5223,0.4974,0.4477,0.5615,0.5046,0.4101,0.379,0.3946
48,-0.2063,0.2893,0.4169,0.4948,0.5203,0.5075,0.4627,0.542,0.5024,0.4069,0.3715,0.3892
48.1,-0.168,0.2883,0.3883,0.5145,0.5201,0.5173,0.4754,0.5218,0.4986,0.4001,0.3619,0.381
48.2,-0.1357,0.291,0.3577,0.5311,0.5216,0.5263,0.4859,0.5014,0.4937,0.3904,0.351,0.3707
48.3,-0.1103,0.2963,0.3263,0.5442,0.5243,0.5342,0.4944,0.4812,0.4878,0.3786,0.3393,0.3589
48.4,-0.0914,0.3032,0.2953,0.5537,0.5279,0.5408,0.5004,0.4612,0.4808,0.3653,0.3269,0.3461
48.5,-0.0775,0.3114,0.2657,0.56,0.5322,0.5461,0.5036,0.4414,0.4725,0.3504,0.3142,0.3323
48.6,-0.0669,0.3207,0.2384,0.5638,0.5368,0.5503,0.5034,0.4221,0.4627,0.3336,0.3013,0.3174
48.7,-0.0578,0.3314,0.2142,0.5663,0.5409,0.5536,0.5007,0.4032,0.4519,0.315,0.2885,0.3018
48.8,-0.0493,0.3436,0.1936,0.568,0.5437,0.5559,0.4965,0.3852,0.4408,0.2954,0.2764,0.2859
48.9,-0.0414,0.357,0.1772,0.5695,0.545,0.5573,0.4924,0.3686,0.4305,0.2762,0.2656,0.2709
49,-0.0337,0.3714,0.1658,0.5705,0.5448,0.5577,0.4892,0.354,0.4216,0.2583,0.2565,0.2574
49.1,-0.0258,0.3863,0.1596,0.5707,0.5431,0.5569,0.487,0.3418,0.4144,0.2428,0.2494,0.2461
49.2,-0.0171,0.4013,0.1588,0.5702,0.5398,0.555,0.4853,0.3319,0.4086,0.23,0.2443,0.2371
49.3,-0.0076,0.4159,0.1628,0.5689,0.5344,0.5517,0.4841,0.3244,0.4043,0.2202,0.2414,0.2308
49.4,0.0025,0.4295,0.1711,0.5667,0.5267,0.5467,0.4833,0.3194,0.4013,0.2136,0.2407,0.2271
49.5,0.0132,0.4418,0.183,0.5634,0.5163,0.5399,0.4828,0.3168,0.3998,0.2104,0.2422,0.2263
49.6,0.0249,0.4524,0.1978,0.5587,0.5032,0.5309,0.482,0.3165,0.3992,0.2104,0.2456,0.228
49.7,0.0381,0.4612,0.2149,0.5522,0.4871,0.5197,0.48,0.3178,0.3989,0.2135,0.2506,0.232
49.8,0.0531,0.4679,0.2338,0.5439,0.4684,0.5061,0.4761,0.3201,0.3981,0.2197,0.2572,0.2385
49.9,0.0703,0.4724,0.254,0.5336,0.447,0.4903,0.4707,0.3229,0.3968,0.2291,0.2654,0.2472
50,0.0904,0.4746,0.2751,0.5217,0.4233,0.4725,0.4645,0.3257,0.3951,0.2419,0.2752,0.2586
50.1,0.1138,0.4742,0.2966,0.5081,0.3979,0.453,0.458,0.3287,0.3933,0.2582,0.2866,0.2724
50.2,0.1406,0.4708,0.3178,0.4932,0.3714,0.4323,0.4515,0.3314,0.3914,0.2773,0.2995,0.2884
50.3,0.1705,0.4641,0.3376,0.4772,0.3445,0.4109,0.445,0.3333,0.3891,0.2984,0.3134,0.3059
50.4,0.202,0.4544,0.355,0.4608,0.3178,0.3893,0.4386,0.3336,0.3861,0.3205,0.3275,0.324
50.5,0.2336,0.4422,0.3694,0.4443,0.2922,0.3682,0.4326,0.3318,0.3822,0.3435,0.3417,0.3426
50.6,0.2631,0.4282,0.3806,0.4277,0.2681,0.3479,0.4275,0.3275,0.3775,0.3673,0.3561,0.3617
50.7,0.289,0.4129,0.3888,0.411,0.2459,0.3284,0.4238,0.3207,0.3723,0.392,0.371,0.3815
50.8,0.3101,0.3968,0.3944,0.3941,0.2253,0.3097,0.4217,0.3111,0.3664,0.4172,0.3865,0.4018
50.9,0.3257,0.3802,0.3978,0.3772,0.2059,0.2915,0.4211,0.2986,0.3598,0.4421,0.402,0.422
51,0.335,0.3636,0.3989,0.3608,0.1875,0.2741,0.4213,0.2833,0.3523,0.4659,0.4165,0.4412
51.1,0.3366,0.3479,0.3979,0.3456,0.1701,0.2578,0.4219,0.2658,0.3439,0.4876,0.4294,0.4585
51.2,0.3292,0.3338,0.3949,0.3319,0.154,0.243,0.4225,0.2469,0.3347,0.5066,0.4406,0.4736
51.3,0.3118,0.3224,0.3906,0.3203,0.1398,0.23,0.4238,0.2274,0.3256,0.5228,0.4508,0.4868
51.4,0.2847,0.3143,0.3861,0.3111,0.1281,0.2196,0.4269,0.2083,0.3176,0.5364,0.4603,0.4983
51.5,0.2494,0.3091,0.3825,0.3046,0.1194,0.212,0.4327,0.1901,0.3114,0.5475,0.4697,0.5086
51.6,0.2082,0.3065,0.3806,0.3005,0.1141,0.2073,0.4412,0.1738,0.3075,0.5563,0.4788,0.5175
51.7,0.1631,0.3059,0.3807,0.2985,0.1124,0.2054,0.452,0.1602,0.3061,0.5623,0.4874,0.5248
51.8,0.1159,0.3072,0.3828,0.2985,0.1142,0.2064,0.4646,0.1503,0.3075,0.5656,0.4953,0.5305
51.9,0.0671,0.3108,0.3867,0.3003,0.1199,0.2101,0.4786,0.1448,0.3117,0.5666,0.5025,0.5346
52,0.0169,0.3172,0.3924,0.304,0.1295,0.2167,0.4937,0.1442,0.319,0.566,0.5092,0.5376
52.1,-0.0339,0.3264,0.3999,0.3095,0.1428,0.2262,0.5098,0.149,0.3294,0.5644,0.5158,0.5401
52.2,-0.0849,0.338,0.4091,0.3159,0.1598,0.2379,0.5262,0.1594,0.3428,0.562,0.5224,0.5422
52.3,-0.1354,0.3505,0.4192,0.3221,0.18,0.251,0.5421,0.175,0.3585,0.5592,0.5288,0.544
52.4,-0.1847,0.3625,0.4286,0.3273,0.2024,0.2648,0.5558,0.1945,0.3752,0.5558,0.5342,0.545
52.5,-0.232,0.373,0.4364,0.3312,0.2263,0.2788,0.5663,0.2165,0.3914,0.5516,0.5379,0.5447
52.6,-0.2766,0.3818,0.4417,0.3347,0.2508,0.2928,0.5731,0.2394,0.4062,0.5461,0.5394,0.5428
52.7,-0.3175,0.389,0.4449,0.3381,0.276,0.307,0.5763,0.2626,0.4195,0.539,0.5386,0.5388
52.8,-0.3537,0.3952,0.4461,0.3417,0.302,0.3219,0.5766,0.2857,0.4311,0.53,0.5355,0.5327
52.9,-0.3839,0.4006,0.4456,0.3459,0.3294,0.3376,0.5741,0.3084,0.4413,0.519,0.5302,0.5246
53,-0.4071,0.4052,0.4435,0.3508,0.3577,0.3543,0.5693,0.3301,0.4497,0.5061,0.5226,0.5143
53.1,-0.4229,0.4089,0.4401,0.3565,0.3866,0.3715,0.5625,0.3501,0.4563,0.4914,0.5129,0.5021
53.2,-0.4307,0.4116,0.4356,0.3626,0.4148,0.3887,0.5542,0.3674,0.4608,0.4754,0.5016,0.4885
53.3,-0.43,0.413,0.4304,0.3689,0.4418,0.4054,0.5449,0.3817,0.4633,0.4585,0.4892,0.4739
53.4,-0.4206,0.4131,0.4243,0.3752,0.4665,0.4209,0.5348,0.393,0.4639,0.4409,0.4762,0.4586
53.5,-0.4044,0.4116,0.4175,0.3816,0.4883,0.4349,0.5236,0.4009,0.4623,0.4227,0.4628,0.4427
53.6,-0.3824,0.4085,0.41,0.3885,0.5064,0.4474,0.5115,0.4054,0.4584,0.4039,0.4491,0.4265
53.7,-0.3552,0.404,0.4023,0.3963,0.5205,0.4584,0.4987,0.4067,0.4527,0.3849,0.4356,0.4102
53.8,-0.3234,0.3986,0.3951,0.4046,0.5311,0.4678,0.486,0.4054,0.4457,0.3663,0.4226,0.3944
53.9,-0.2877,0.3927,0.3888,0.4127,0.5383,0.4755,0.4739,0.4022,0.438,0.3484,0.4105,0.3794
54,-0.2491,0.3864,0.3833,0.4197,0.542,0.4809,0.4629,0.3976,0.4302,0.3312,0.3989,0.365
54.1,-0.2089,0.38,0.3786,0.4252,0.5419,0.4836,0.4533,0.3922,0.4228,0.3148,0.3878,0.3513
54.2,-0.1683,0.3736,0.3747,0.429,0.5378,0.4834,0.4457,0.3869,0.4163,0.2992,0.3773,0.3382
54.3,-0.1293,0.3675,0.3713,0.431,0.53,0.4805,0.4405,0.3827,0.4116,0.2845,0.3677,0.3261
54.4,-0.0944,0.3616,0.3683,0.4309,0.5195,0.4752,0.4383,0.3804,0.4093,0.2713,0.3592,0.3153
54.5,-0.0655,0.3557,0.3656,0.4284,0.5073,0.4679,0.4393,0.3805,0.4099,0.26,0.3521,0.3061
54.6,-0.0434,0.3496,0.3635,0.4234,0.4945,0.4589,0.4438,0.3833,0.4136,0.2514,0.3462,0.2988
54.7,-0.0272,0.343,0.362,0.4161,0.4817,0.4489,0.4514,0.3886,0.42,0.2458,0.3415,0.2937
54.8,-0.0159,0.3359,0.3608,0.407,0.4694,0.4382,0.4614,0.3962,0.4288,0.2436,0.3377,0.2907
54.9,-0.0088,0.3284,0.3596,0.3967,0.4575,0.4271,0.4727,0.4056,0.4391,0.245,0.3351,0.29
55,-0.0055,0.3207,0.358,0.3857,0.446,0.4158,0.4844,0.4164,0.4504,0.25,0.3336,0.2918
55.1,-0.0057,0.3138,0.3559,0.3747,0.4351,0.4049,0.496,0.428,0.462,0.2589,0.3334,0.2961
55.2,-0.0087,0.3085,0.3537,0.3644,0.4258,0.3951,0.5069,0.44,0.4734,0.2717,0.3349,0.3033
55.3,-0.0136,0.3057,0.3517,0.3557,0.4187,0.3872,0.5169,0.4517,0.4843,0.2886,0.3384,0.3135
55.4,-0.02,0.3055,0.3501,0.349,0.4138,0.3814,0.5258,0.4627,0.4942,0.3093,0.3444,0.3268
55.5,-0.0281,0.3076,0.3488,0.3447,0.4108,0.3777,0.5333,0.4722,0.5028,0.3338,0.353,0.3434
55.6,-0.0378,0.3115,0.3474,0.3425,0.4094,0.3759,0.5396,0.48,0.5098,0.3619,0.3644,0.3631
55.7,-0.049,0.3171,0.3457,0.3424,0.4094,0.3759,0.5445,0.486,0.5152,0.3935,0.3788,0.3861
55.8,-0.061,0.3255,0.3438,0.3446,0.4113,0.3779,0.5484,0.4906,0.5195,0.4282,0.3967,0.4124
55.9,-0.0734,0.3376,0.3431,0.3497,0.4152,0.3824,0.5512,0.4946,0.5229,0.4656,0.4184,0.442
56,-0.0859,0.3545,0.3449,0.3581,0.4213,0.3897,0.5536,0.4988,0.5262,0.505,0.4441,0.4746
56.1,-0.0981,0.3758,0.3506,0.3699,0.4294,0.3996,0.556,0.5038,0.5299,0.5457,0.4737,0.5097
56.2,-0.1087,0.4005,0.3606,0.3841,0.4385,0.4113,0.5588,0.5102,0.5345,0.587,0.507,0.547
56.3,-0.1162,0.4268,0.3745,0.3997,0.4472,0.4235,0.5623,0.5178,0.5401,0.6285,0.5433,0.5859
56.4,-0.1198,0.4529,0.3916,0.4149,0.4539,0.4344,0.5661,0.5258,0.546,0.6692,0.5815,0.6254
56.5,-0.1192,0.4768,0.4112,0.4278,0.4573,0.4425,0.5695,0.5334,0.5515,0.7081,0.6201,0.6641
56.6,-0.1148,0.4971,0.4323,0.437,0.4565,0.4468,0.5719,0.5397,0.5558,0.7438,0.6575,0.7006
56.7,-0.1066,0.5127,0.4538,0.442,0.4511,0.4465,0.5733,0.5446,0.559,0.7752,0.6925,0.7338
56.8,-0.0943,0.5229,0.4745,0.4428,0.4407,0.4418,0.5739,0.5485,0.5612,0.8015,0.724,0.7628
56.9,-0.0769,0.528,0.4926,0.4396,0.4253,0.4325,0.5739,0.5516,0.5627,0.8226,0.751,0.7868
57,-0.0541,0.5281,0.5075,0.4326,0.4054,0.419,0.5731,0.5541,0.5636,0.8384,0.773,0.8057
57.1,-0.0261,0.5236,0.5189,0.4217,0.3819,0.4018,0.5712,0.5562,0.5637,0.8491,0.79,0.8195
57.2,0.0052,0.5147,0.5268,0.4069,0.3555,0.3812,0.5681,0.5576,0.5629,0.8545,0.8018,0.8282
57.3,0.0379,0.5023,0.5309,0.3889,0.3273,0.3581,0.5636,0.558,0.5608,0.8549,0.8087,0.8318
57.4,0.07,0.4876,0.5308,0.3689,0.2983,0.3336,0.558,0.5569,0.5574,0.8507,0.8108,0.8308
57.5,0.0997,0.4721,0.5271,0.3485,0.2702,0.3093,0.5514,0.5543,0.5528,0.8429,0.8091,0.826
57.6,0.1255,0.4568,0.5209,0.3289,0.2449,0.2869,0.5439,0.5503,0.5471,0.8326,0.8045,0.8186
57.7,0.1463,0.4424,0.5136,0.3107,0.2242,0.2675,0.5358,0.5451,0.5404,0.8211,0.7984,0.8098
57.8,0.1622,0.4294,0.5062,0.2946,0.2093,0.2519,0.5272,0.539,0.5331,0.8096,0.7915,0.8005
57.9,0.174,0.4187,0.5,0.2811,0.2009,0.241,0.5185,0.5323,0.5254,0.7988,0.7843,0.7916
58,0.1834,0.4109,0.4957,0.2713,0.1991,0.2352,0.5099,0.5254,0.5176,0.7893,0.7773,0.7833
58.1,0.1919,0.4062,0.4939,0.2658,0.2031,0.2345,0.5012,0.5185,0.5098,0.781,0.7711,0.776
58.2,0.2001,0.4045,0.4946,0.2644,0.212,0.2382,0.4925,0.5111,0.5018,0.7738,0.7657,0.7698
58.3,0.2083,0.405,0.4971,0.2663,0.2244,0.2454,0.4838,0.5025,0.4931,0.7676,0.7611,0.7643
58.4,0.217,0.4075,0.5005,0.2713,0.2392,0.2553,0.4751,0.4928,0.4839,0.7616,0.7563,0.759
58.5,0.2264,0.4121,0.5041,0.2795,0.2562,0.2679,0.4666,0.4823,0.4744,0.7552,0.7509,0.7531
58.6,0.2369,0.4191,0.5079,0.2917,0.2754,0.2836,0.4581,0.4719,0.465,0.7482,0.7444,0.7463
58.7,0.2474,0.4287,0.512,0.3079,0.2965,0.3022,0.4499,0.462,0.4559,0.7408,0.7369,0.7388
58.8,0.2571,0.4408,0.5164,0.3279,0.3188,0.3233,0.442,0.4529,0.4475,0.7333,0.7282,0.7308
58.9,0.2649,0.4548,0.5213,0.3508,0.3417,0.3463,0.4349,0.4449,0.4399,0.7261,0.7185,0.7223
59,0.2707,0.4702,0.5268,0.3763,0.3651,0.3707,0.429,0.4381,0.4335,0.7191,0.7078,0.7135
59.1,0.275,0.4866,0.5327,0.4046,0.3889,0.3967,0.4244,0.4325,0.4285,0.7128,0.6968,0.7048
59.2,0.2786,0.5037,0.539,0.4363,0.4126,0.4244,0.4213,0.428,0.4246,0.7072,0.6857,0.6965
59.3,0.2822,0.5207,0.5456,0.4714,0.4356,0.4535,0.4194,0.4248,0.4221,0.7023,0.675,0.6886
59.4,0.2864,0.5373,0.5527,0.5095,0.4577,0.4836,0.4189,0.4233,0.4211,0.6976,0.6647,0.6811
59.5,0.2918,0.553,0.56,0.55,0.479,0.5145,0.4202,0.424,0.4221,0.6928,0.655,0.6739
59.6,0.2979,0.5676,0.5675,0.5915,0.5,0.5457,0.4229,0.427,0.4249,0.6879,0.6459,0.6669
59.7,0.3038,0.5808,0.5747,0.6322,0.5202,0.5762,0.4265,0.4318,0.4291,0.6825,0.6376,0.66
59.8,0.3082,0.593,0.582,0.6709,0.539,0.605,0.4302,0.4381,0.4341,0.676,0.6296,0.6528
59.9,0.3098,0.6043,0.5895,0.7064,0.5554,0.6309,0.4332,0.4454,0.4393,0.6676,0.6216,0.6446
