Time,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC,Kayo - Your Team 30 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
28.1,0.3804,0.6078,0.2878,0.6389,0.4304,0.5346,0.3792,0.3646,0.3719,0.8232,0.4824,0.6528
28.2,0.4009,0.6518,0.2737,0.6562,0.4669,0.5616,0.3694,0.3751,0.3722,0.8732,0.4944,0.6838
28.3,0.4199,0.6948,0.2598,0.6761,0.5031,0.5896,0.3599,0.3845,0.3722,0.9257,0.5099,0.7178
28.4,0.4367,0.7357,0.2471,0.6977,0.539,0.6183,0.3515,0.3933,0.3724,0.9794,0.5289,0.7542
28.5,0.4497,0.7738,0.2367,0.7205,0.5756,0.6481,0.345,0.4019,0.3735,1.033,0.5516,0.7923
28.6,0.4577,0.8091,0.2295,0.7445,0.6137,0.6791,0.3411,0.4107,0.3759,1.0855,0.5775,0.8315
28.7,0.461,0.8414,0.2264,0.7698,0.6529,0.7114,0.3394,0.4194,0.3794,1.1356,0.6066,0.8711
28.8,0.4602,0.8702,0.229,0.7957,0.6917,0.7437,0.3389,0.4274,0.3832,1.1818,0.6388,0.9103
28.9,0.4562,0.8951,0.239,0.8211,0.7285,0.7748,0.3384,0.4346,0.3865,1.2228,0.674,0.9484
29,0.4491,0.9156,0.2579,0.8449,0.7622,0.8036,0.3375,0.4413,0.3894,1.2576,0.7118,0.9847
29.1,0.4385,0.9317,0.2871,0.8663,0.7923,0.8293,0.3371,0.4484,0.3928,1.2853,0.7514,1.0184
29.2,0.4243,0.9435,0.3276,0.8841,0.8182,0.8511,0.3385,0.4574,0.3979,1.305,0.7918,1.0484
29.3,0.4064,0.9511,0.379,0.8971,0.8389,0.868,0.3433,0.4696,0.4065,1.3164,0.8316,1.074
29.4,0.385,0.9539,0.4377,0.9031,0.8532,0.8781,0.3529,0.4862,0.4196,1.3196,0.8689,1.0943
29.5,0.3599,0.9511,0.4978,0.8993,0.8599,0.8796,0.3671,0.507,0.4371,1.3151,0.9023,1.1087
29.6,0.3305,0.9423,0.5527,0.885,0.8582,0.8716,0.3852,0.5308,0.458,1.3039,0.9302,1.1171
29.7,0.2968,0.928,0.5975,0.8613,0.8484,0.8549,0.4065,0.5561,0.4813,1.2862,0.9513,1.1187
29.8,0.2595,0.9098,0.6305,0.8305,0.8321,0.8313,0.4304,0.5821,0.5062,1.2613,0.9644,1.1128
29.9,0.2194,0.8891,0.6525,0.7953,0.8116,0.8034,0.4565,0.6083,0.5324,1.2288,0.969,1.0989
