Time,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
32.8,-0.0775,0.2572,0.1782,0.3439,0.2819,0.3129,0.1306,0.1571,0.1438,0.3041,0.234,0.269
32.9,-0.0594,0.2341,0.1644,0.3132,0.2729,0.2931,0.1321,0.1381,0.1351,0.3005,0.2179,0.2592
33,-0.0441,0.2136,0.1514,0.2852,0.2656,0.2754,0.1347,0.1227,0.1287,0.2939,0.2037,0.2488
33.1,-0.032,0.196,0.1399,0.26,0.2592,0.2596,0.138,0.1115,0.1247,0.2858,0.1926,0.2392
33.2,-0.023,0.1812,0.1306,0.2379,0.2538,0.2459,0.1416,0.1046,0.1231,0.2781,0.1861,0.2321
33.3,-0.0173,0.1695,0.1242,0.2192,0.2498,0.2345,0.1454,0.1026,0.124,0.2726,0.1851,0.2288
33.4,-0.0159,0.1608,0.1205,0.2039,0.2476,0.2258,0.1491,0.1053,0.1272,0.2695,0.1893,0.2294
33.5,-0.0198,0.1551,0.1193,0.1916,0.2473,0.2195,0.1526,0.1124,0.1325,0.2688,0.1982,0.2335
33.6,-0.0306,0.1525,0.1201,0.1817,0.2484,0.215,0.1556,0.1234,0.1395,0.27,0.2114,0.2407
33.7,-0.0487,0.1534,0.1229,0.1738,0.2503,0.212,0.1586,0.1378,0.1482,0.2734,0.229,0.2512
33.8,-0.0728,0.1581,0.1273,0.1678,0.2526,0.2102,0.1619,0.1548,0.1584,0.2795,0.2513,0.2654
33.9,-0.1014,0.1662,0.1333,0.1632,0.2551,0.2091,0.1659,0.1735,0.1697,0.2888,0.2789,0.2838
34,-0.1331,0.1767,0.1406,0.1589,0.2573,0.2081,0.1704,0.193,0.1817,0.3015,0.3122,0.3068
34.1,-0.1665,0.188,0.149,0.1535,0.2588,0.2061,0.1752,0.2124,0.1938,0.3173,0.3514,0.3343
34.2,-0.2012,0.1991,0.1582,0.1465,0.2588,0.2027,0.1805,0.2312,0.2058,0.3363,0.3961,0.3662
34.3,-0.2375,0.2097,0.168,0.1383,0.2577,0.198,0.1864,0.2491,0.2177,0.3591,0.4455,0.4023
34.4,-0.2748,0.2197,0.1784,0.1296,0.2558,0.1927,0.1932,0.2661,0.2297,0.3867,0.4988,0.4427
34.5,-0.3125,0.2289,0.1894,0.1203,0.2534,0.1869,0.201,0.282,0.2415,0.4197,0.5549,0.4873
34.6,-0.3496,0.2372,0.2011,0.1109,0.2507,0.1808,0.2098,0.2964,0.2531,0.4585,0.6124,0.5355
34.7,-0.3861,0.2445,0.2134,0.1017,0.2477,0.1747,0.2202,0.3092,0.2647,0.5036,0.6702,0.5869
34.8,-0.4219,0.251,0.2265,0.0931,0.2444,0.1687,0.2333,0.3205,0.2769,0.5556,0.7269,0.6413
34.9,-0.457,0.2565,0.2403,0.0852,0.2401,0.1627,0.2503,0.3302,0.2903,0.6145,0.7814,0.6979
35,-0.4915,0.2607,0.2542,0.0788,0.2344,0.1566,0.2714,0.3381,0.3047,0.6788,0.8325,0.7557
35.1,-0.5246,0.2638,0.2674,0.0747,0.2278,0.1512,0.2962,0.3441,0.3201,0.7462,0.8793,0.8127
35.2,-0.554,0.2662,0.2791,0.0745,0.2221,0.1483,0.3246,0.3485,0.3366,0.8142,0.9209,0.8675
35.3,-0.5766,0.2687,0.2888,0.0793,0.2192,0.1492,0.3567,0.3521,0.3544,0.8797,0.9571,0.9184
35.4,-0.5905,0.2721,0.2963,0.0894,0.2202,0.1548,0.3919,0.3554,0.3736,0.9402,0.9877,0.9639
35.5,-0.5949,0.2767,0.3013,0.1044,0.2251,0.1648,0.4294,0.3584,0.3939,0.9926,1.0119,1.0023
35.6,-0.5899,0.2823,0.3031,0.1232,0.2332,0.1782,0.4674,0.3609,0.4142,1.0347,1.0295,1.0321
35.7,-0.5758,0.2888,0.3013,0.1449,0.2433,0.1941,0.5042,0.3626,0.4334,1.0654,1.0401,1.0527
35.8,-0.5529,0.296,0.2959,0.1687,0.2549,0.2118,0.5384,0.3634,0.4509,1.0844,1.0441,1.0642
35.9,-0.5224,0.3041,0.2875,0.1936,0.2678,0.2307,0.5692,0.364,0.4666,1.0924,1.0417,1.067
36,-0.4862,0.3135,0.2772,0.2186,0.2817,0.2501,0.5962,0.3653,0.4807,1.0901,1.0339,1.062
36.1,-0.4466,0.3243,0.2666,0.2433,0.2964,0.2699,0.6189,0.3682,0.4936,1.0783,1.0211,1.0497
36.2,-0.4054,0.3364,0.2568,0.2672,0.3115,0.2893,0.6371,0.3737,0.5054,1.0571,1.0036,1.0304
36.3,-0.3635,0.3492,0.248,0.2897,0.326,0.3079,0.6503,0.3815,0.5159,1.0263,0.9812,1.0037
36.4,-0.3213,0.3624,0.2404,0.3103,0.3396,0.325,0.6586,0.3912,0.5249,0.9866,0.9538,0.9702
36.5,-0.2787,0.3755,0.234,0.3292,0.352,0.3406,0.662,0.4026,0.5323,0.9391,0.9217,0.9304
36.6,-0.2356,0.3882,0.2287,0.3464,0.3638,0.3551,0.6605,0.4154,0.538,0.885,0.8852,0.8851
36.7,-0.1928,0.4005,0.2246,0.3623,0.3752,0.3687,0.6542,0.4298,0.542,0.8252,0.8445,0.8349
36.8,-0.1506,0.4122,0.2217,0.3767,0.3865,0.3816,0.6435,0.4456,0.5446,0.7607,0.7998,0.7802
36.9,-0.1094,0.4231,0.2203,0.3893,0.3977,0.3935,0.6292,0.4624,0.5458,0.6929,0.7516,0.7222
37,-0.0694,0.433,0.2202,0.3995,0.4085,0.404,0.6124,0.4791,0.5458,0.6248,0.7001,0.6625
37.1,-0.0302,0.4419,0.2209,0.407,0.4189,0.4129,0.594,0.4951,0.5445,0.5608,0.6461,0.6035
37.2,0.0081,0.4494,0.2221,0.4123,0.4288,0.4206,0.5741,0.5096,0.5418,0.5051,0.5915,0.5483
37.3,0.0451,0.4553,0.2233,0.4155,0.4381,0.4268,0.5522,0.522,0.5371,0.46,0.539,0.4995
37.4,0.0791,0.4594,0.2246,0.4157,0.4459,0.4308,0.5277,0.5318,0.5298,0.4253,0.4908,0.4581
37.5,0.1085,0.4613,0.2265,0.4118,0.4516,0.4317,0.5006,0.5387,0.5196,0.3997,0.4479,0.4238
37.6,0.1316,0.4611,0.2297,0.4037,0.4549,0.4293,0.4715,0.5426,0.5071,0.3825,0.4111,0.3968
37.7,0.1477,0.4588,0.2342,0.3917,0.4555,0.4236,0.4413,0.5439,0.4926,0.3732,0.3809,0.377
37.8,0.1578,0.4543,0.24,0.3761,0.4524,0.4142,0.4104,0.5426,0.4765,0.3713,0.3572,0.3642
37.9,0.1633,0.4476,0.2459,0.3571,0.4441,0.4006,0.3788,0.5382,0.4585,0.3749,0.3393,0.3571
38,0.1649,0.4384,0.2511,0.3353,0.4299,0.3826,0.3467,0.53,0.4383,0.3821,0.3258,0.354
38.1,0.1631,0.4263,0.2548,0.3114,0.4101,0.3608,0.3144,0.5178,0.4161,0.3913,0.3154,0.3534
38.2,0.1583,0.4111,0.2568,0.2866,0.3851,0.3359,0.2827,0.5019,0.3923,0.4016,0.3074,0.3545
38.3,0.1506,0.3929,0.257,0.2616,0.3556,0.3086,0.2519,0.4825,0.3672,0.4126,0.3009,0.3567
38.4,0.1402,0.372,0.2552,0.2368,0.3228,0.2798,0.2215,0.4602,0.3408,0.4234,0.2956,0.3595
38.5,0.1278,0.3492,0.2512,0.2121,0.2884,0.2502,0.1912,0.4357,0.3134,0.4332,0.2913,0.3623
38.6,0.1143,0.3255,0.2447,0.188,0.2543,0.2211,0.1617,0.4095,0.2856,0.4418,0.2881,0.3649
38.7,0.1002,0.3018,0.2355,0.1655,0.2214,0.1935,0.1342,0.3822,0.2582,0.4489,0.2859,0.3674
38.8,0.0848,0.279,0.2236,0.1454,0.1904,0.1679,0.109,0.3546,0.2318,0.4543,0.2843,0.3693
38.9,0.0674,0.2575,0.2093,0.1278,0.1613,0.1446,0.0858,0.327,0.2064,0.4578,0.2833,0.3706
39,0.0477,0.2376,0.1928,0.1127,0.1341,0.1234,0.0638,0.2999,0.1818,0.4592,0.2832,0.3712
39.1,0.0271,0.2204,0.1747,0.1004,0.1101,0.1053,0.0431,0.2741,0.1586,0.459,0.2848,0.3719
39.2,0.007,0.2071,0.1557,0.0919,0.0906,0.0913,0.025,0.251,0.138,0.4581,0.2889,0.3735
39.3,-0.0117,0.1997,0.1373,0.0882,0.0766,0.0824,0.0111,0.2324,0.1217,0.4576,0.296,0.3768
39.4,-0.0287,0.1993,0.121,0.0897,0.0682,0.079,0.0021,0.219,0.1106,0.4578,0.3064,0.3821
39.5,-0.0436,0.2061,0.1073,0.0964,0.065,0.0807,-0.0025,0.2112,0.1043,0.4584,0.3201,0.3893
39.6,-0.0559,0.2196,0.0961,0.1073,0.0667,0.087,-0.0033,0.2081,0.1024,0.4586,0.3363,0.3975
39.7,-0.0652,0.2395,0.0874,0.122,0.0734,0.0977,-0.0005,0.2096,0.1046,0.4582,0.3545,0.4063
39.8,-0.0718,0.2656,0.0821,0.1409,0.086,0.1135,0.0066,0.2161,0.1114,0.4575,0.3745,0.416
39.9,-0.0767,0.2976,0.0811,0.1653,0.1055,0.1354,0.0186,0.2282,0.1234,0.4569,0.3968,0.4268
40,-0.0813,0.3352,0.0854,0.1954,0.132,0.1637,0.0357,0.2457,0.1407,0.4561,0.4217,0.4389
40.1,-0.087,0.3774,0.0952,0.2307,0.1652,0.198,0.0575,0.2678,0.1627,0.4547,0.4488,0.4518
40.2,-0.0948,0.4228,0.1103,0.2692,0.2044,0.2368,0.0831,0.2934,0.1883,0.4529,0.4773,0.4651
40.3,-0.1051,0.4701,0.1304,0.3086,0.2481,0.2784,0.112,0.3213,0.2167,0.4511,0.5063,0.4787
40.4,-0.1174,0.5182,0.1558,0.3469,0.2946,0.3207,0.1437,0.3508,0.2472,0.4498,0.5353,0.4926
40.5,-0.1311,0.5654,0.1865,0.3826,0.3421,0.3623,0.1773,0.3811,0.2792,0.4492,0.5641,0.5067
40.6,-0.1453,0.6099,0.2225,0.4145,0.3895,0.402,0.2118,0.4118,0.3118,0.4491,0.5928,0.521
40.7,-0.1594,0.65,0.2636,0.4415,0.4367,0.4391,0.2459,0.4425,0.3442,0.4492,0.6205,0.5349
40.8,-0.1733,0.6846,0.3091,0.4622,0.4831,0.4726,0.2785,0.4725,0.3755,0.4487,0.6459,0.5473
40.9,-0.1865,0.7128,0.3574,0.4763,0.5277,0.502,0.309,0.5014,0.4052,0.4469,0.6673,0.5571
41,-0.1983,0.7339,0.406,0.4839,0.569,0.5265,0.3367,0.5282,0.4324,0.4432,0.6836,0.5634
41.1,-0.2074,0.7469,0.4513,0.4858,0.6055,0.5456,0.3606,0.5511,0.4559,0.4373,0.6944,0.5659
41.2,-0.2121,0.7513,0.4896,0.4828,0.6355,0.5592,0.3795,0.5684,0.474,0.429,0.6994,0.5642
41.3,-0.2114,0.7473,0.5187,0.4759,0.6587,0.5673,0.3927,0.5783,0.4855,0.4181,0.6985,0.5583
41.4,-0.205,0.7353,0.5378,0.4663,0.6755,0.5709,0.3992,0.5795,0.4894,0.405,0.6915,0.5482
41.5,-0.1926,0.7166,0.5469,0.4556,0.6868,0.5712,0.3984,0.5716,0.485,0.3898,0.6786,0.5342
41.6,-0.1731,0.6926,0.5457,0.4448,0.6932,0.569,0.3895,0.554,0.4717,0.3729,0.6597,0.5163
41.7,-0.1459,0.6646,0.5336,0.4343,0.6945,0.5644,0.3724,0.5265,0.4495,0.3544,0.6352,0.4948
41.8,-0.1109,0.6337,0.51,0.4245,0.6914,0.5579,0.3477,0.4895,0.4186,0.3343,0.6053,0.4698
41.9,-0.0689,0.6017,0.475,0.4161,0.6849,0.5505,0.3169,0.4445,0.3807,0.3126,0.5705,0.4415
42,-0.0213,0.5701,0.4296,0.4105,0.6761,0.5433,0.2821,0.394,0.338,0.2889,0.5315,0.4102
42.1,0.0287,0.54,0.3769,0.4079,0.6651,0.5365,0.2455,0.3412,0.2933,0.2634,0.4894,0.3764
42.2,0.0781,0.5122,0.3199,0.4076,0.6517,0.5297,0.2087,0.2889,0.2488,0.2366,0.4461,0.3414
42.3,0.1255,0.4867,0.2615,0.4088,0.6356,0.5222,0.1735,0.2393,0.2064,0.2098,0.4039,0.3068
42.4,0.1708,0.4635,0.2041,0.4104,0.617,0.5137,0.142,0.1943,0.1681,0.1844,0.3651,0.2747
42.5,0.2139,0.4426,0.15,0.4117,0.5968,0.5043,0.1158,0.1555,0.1357,0.1621,0.3317,0.2469
42.6,0.2547,0.424,0.1011,0.4118,0.5761,0.494,0.0956,0.1237,0.1097,0.1437,0.3054,0.2246
42.7,0.2926,0.4076,0.0586,0.4093,0.5553,0.4823,0.0809,0.0983,0.0896,0.1295,0.2874,0.2085
42.8,0.3268,0.3923,0.0223,0.4032,0.5343,0.4687,0.0707,0.0778,0.0743,0.1195,0.2784,0.199
42.9,0.3558,0.3766,-0.0083,0.3926,0.5132,0.4529,0.0637,0.0607,0.0622,0.1132,0.2785,0.1959
43,0.377,0.3598,-0.0333,0.3776,0.492,0.4348,0.0594,0.0463,0.0528,0.1105,0.2878,0.1992
43.1,0.3891,0.3417,-0.052,0.3584,0.4712,0.4148,0.0576,0.0348,0.0462,0.1115,0.3067,0.2091
43.2,0.3917,0.3227,-0.0633,0.336,0.4511,0.3935,0.0586,0.0266,0.0426,0.1164,0.3356,0.226
43.3,0.3859,0.3035,-0.0672,0.3111,0.432,0.3715,0.0624,0.0214,0.0419,0.1258,0.3741,0.25
43.4,0.3732,0.2844,-0.0648,0.2841,0.4141,0.3491,0.0683,0.0181,0.0432,0.1398,0.4206,0.2802
43.5,0.3555,0.2654,-0.0571,0.2548,0.3975,0.3261,0.0756,0.016,0.0458,0.1579,0.4711,0.3145
43.6,0.3337,0.2463,-0.0455,0.223,0.3825,0.3028,0.084,0.0151,0.0496,0.1794,0.5216,0.3505
43.7,0.3084,0.2275,-0.0307,0.1899,0.3698,0.2798,0.0933,0.0158,0.0546,0.2036,0.5686,0.3861
43.8,0.2809,0.2094,-0.0139,0.1571,0.3599,0.2585,0.1029,0.018,0.0604,0.2292,0.6102,0.4197
43.9,0.2522,0.1924,0.0033,0.1258,0.3533,0.2395,0.1117,0.0203,0.066,0.2548,0.6447,0.4497
44,0.2231,0.177,0.0192,0.0965,0.3501,0.2233,0.1184,0.0214,0.0699,0.2791,0.6705,0.4748
44.1,0.1945,0.164,0.0328,0.0698,0.3497,0.2097,0.1223,0.0204,0.0713,0.301,0.6865,0.4937
44.2,0.1681,0.1539,0.0441,0.0464,0.3502,0.1983,0.1236,0.0176,0.0706,0.3197,0.6924,0.5061
44.3,0.1443,0.1471,0.0528,0.0276,0.3503,0.189,0.1234,0.0139,0.0686,0.336,0.6897,0.5128
44.4,0.1226,0.1439,0.0592,0.015,0.3501,0.1825,0.1228,0.0105,0.0666,0.3513,0.6805,0.5159
44.5,0.1031,0.1448,0.0636,0.009,0.3499,0.1795,0.1228,0.008,0.0654,0.3674,0.6669,0.5172
44.6,0.0863,0.1499,0.0667,0.0094,0.3495,0.1795,0.1236,0.0066,0.0651,0.3852,0.6507,0.5179
44.7,0.0727,0.159,0.0696,0.0151,0.3481,0.1816,0.1247,0.0063,0.0655,0.4052,0.6329,0.5191
44.8,0.0624,0.1715,0.0728,0.0256,0.3447,0.1852,0.1253,0.0073,0.0663,0.4281,0.6146,0.5214
44.9,0.0559,0.1864,0.0767,0.0402,0.3387,0.1894,0.125,0.0103,0.0676,0.4543,0.5965,0.5254
