Time,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
31.9,-0.0168,0.2503,0.1607,0.2635,0.265,0.2643,0.1415,0.312,0.2268,0.5269,0.3982,0.4626
32,-0.0416,0.2841,0.1639,0.2968,0.2923,0.2946,0.1681,0.3403,0.2542,0.5213,0.3918,0.4566
32.1,-0.0652,0.3205,0.1665,0.3312,0.3186,0.3249,0.2004,0.3685,0.2844,0.5146,0.3855,0.45
32.2,-0.0867,0.3581,0.168,0.3655,0.3433,0.3544,0.2372,0.3949,0.316,0.5066,0.3796,0.4431
32.3,-0.1058,0.3956,0.167,0.3982,0.3659,0.3821,0.2762,0.4176,0.3469,0.4972,0.374,0.4356
32.4,-0.1228,0.4321,0.1626,0.429,0.3867,0.4078,0.3156,0.4359,0.3758,0.4867,0.3687,0.4277
32.5,-0.1372,0.4676,0.1542,0.4574,0.406,0.4317,0.3548,0.4501,0.4024,0.4753,0.3636,0.4194
32.6,-0.1475,0.5019,0.1423,0.4833,0.424,0.4536,0.3935,0.4612,0.4274,0.4632,0.3588,0.411
32.7,-0.1515,0.5345,0.1285,0.5069,0.441,0.474,0.4319,0.4711,0.4515,0.4504,0.3545,0.4024
32.8,-0.1481,0.5646,0.1144,0.5287,0.457,0.4928,0.4696,0.4808,0.4752,0.4371,0.3509,0.394
32.9,-0.1375,0.5911,0.1017,0.5487,0.4716,0.5102,0.5057,0.4912,0.4984,0.4236,0.3487,0.3862
33,-0.1221,0.6129,0.0913,0.5664,0.4848,0.5256,0.5395,0.5021,0.5208,0.4108,0.3487,0.3798
33.1,-0.1046,0.6294,0.0842,0.5812,0.4961,0.5387,0.5706,0.5134,0.542,0.3993,0.3516,0.3754
33.2,-0.0864,0.6404,0.0812,0.5926,0.5057,0.5491,0.5987,0.5248,0.5618,0.3892,0.3574,0.3733
33.3,-0.0682,0.6465,0.0829,0.6009,0.5141,0.5575,0.6231,0.5362,0.5797,0.3804,0.3663,0.3733
33.4,-0.0502,0.6483,0.0902,0.6069,0.5219,0.5644,0.6431,0.5474,0.5953,0.3731,0.3785,0.3758
33.5,-0.0331,0.6466,0.1042,0.6108,0.5296,0.5702,0.6578,0.5582,0.608,0.3682,0.3945,0.3813
33.6,-0.017,0.642,0.1261,0.6121,0.5368,0.5745,0.6665,0.5678,0.6171,0.3659,0.4141,0.39
33.7,-0.0017,0.6352,0.1558,0.6103,0.5435,0.5769,0.6686,0.5756,0.6221,0.3665,0.4368,0.4017
33.8,0.0135,0.6274,0.1922,0.6059,0.5495,0.5777,0.6646,0.5816,0.6231,0.3696,0.4611,0.4154
33.9,0.0285,0.6193,0.2333,0.5996,0.5554,0.5775,0.6553,0.5861,0.6207,0.3751,0.486,0.4306
34,0.0434,0.6118,0.2767,0.5923,0.5615,0.5769,0.6419,0.5895,0.6157,0.3828,0.5108,0.4468
34.1,0.058,0.6053,0.3197,0.5844,0.5678,0.5761,0.6252,0.5918,0.6085,0.3926,0.5348,0.4637
34.2,0.0722,0.6002,0.3598,0.5761,0.5736,0.5749,0.6061,0.5924,0.5992,0.4043,0.5576,0.481
34.3,0.086,0.5965,0.3955,0.5675,0.5784,0.573,0.5853,0.591,0.5881,0.4174,0.5783,0.4979
34.4,0.0988,0.5934,0.4261,0.5584,0.5813,0.5699,0.563,0.587,0.575,0.4312,0.5961,0.5137
34.5,0.1102,0.5902,0.4516,0.5481,0.5813,0.5647,0.5391,0.5802,0.5596,0.4449,0.6102,0.5275
34.6,0.1193,0.5855,0.472,0.5356,0.5777,0.5567,0.5133,0.5702,0.5417,0.458,0.6198,0.5389
34.7,0.1257,0.5788,0.4871,0.5204,0.5703,0.5454,0.4861,0.5567,0.5214,0.4706,0.6251,0.5479
34.8,0.1288,0.5697,0.497,0.5029,0.5593,0.5311,0.4583,0.5399,0.4991,0.4827,0.6264,0.5545
34.9,0.1278,0.5584,0.5023,0.484,0.5456,0.5148,0.4309,0.5199,0.4754,0.494,0.6241,0.5591
35,0.1222,0.5451,0.503,0.4643,0.5297,0.497,0.4043,0.4971,0.4507,0.5043,0.6181,0.5612
35.1,0.1112,0.5296,0.4993,0.444,0.5121,0.4781,0.3788,0.4719,0.4254,0.513,0.6083,0.5606
35.2,0.0943,0.5119,0.4916,0.4232,0.493,0.4581,0.3552,0.4451,0.4001,0.5199,0.5952,0.5575
35.3,0.0723,0.4924,0.4809,0.4026,0.4727,0.4377,0.3342,0.4176,0.3759,0.5252,0.5794,0.5523
35.4,0.0471,0.4715,0.4681,0.3832,0.4519,0.4175,0.3164,0.3905,0.3534,0.5289,0.5619,0.5454
35.5,0.0215,0.4501,0.4536,0.3657,0.4311,0.3984,0.3015,0.3642,0.3328,0.5309,0.5433,0.5371
35.6,-0.0018,0.4288,0.4378,0.3504,0.411,0.3807,0.2891,0.3392,0.3142,0.5311,0.5238,0.5275
35.7,-0.0202,0.4084,0.4213,0.3377,0.3919,0.3648,0.2791,0.316,0.2976,0.5294,0.5033,0.5164
35.8,-0.0322,0.3893,0.4051,0.328,0.3741,0.351,0.2716,0.2955,0.2836,0.5262,0.4822,0.5042
35.9,-0.0367,0.3719,0.3901,0.3212,0.3571,0.3391,0.2669,0.278,0.2724,0.5217,0.4611,0.4914
36,-0.0335,0.3558,0.377,0.317,0.3406,0.3288,0.2649,0.2636,0.2642,0.5164,0.4405,0.4785
36.1,-0.0229,0.3413,0.3663,0.3152,0.3248,0.32,0.2651,0.2524,0.2587,0.5107,0.4206,0.4657
36.2,-0.0066,0.3288,0.358,0.316,0.3106,0.3133,0.2669,0.244,0.2555,0.5047,0.4013,0.453
36.3,0.0133,0.3187,0.3518,0.3192,0.2992,0.3092,0.2695,0.2384,0.254,0.4982,0.3826,0.4404
36.4,0.0346,0.3112,0.3473,0.3246,0.2916,0.3081,0.2724,0.2352,0.2538,0.4911,0.3643,0.4277
36.5,0.0556,0.3063,0.3446,0.3318,0.2877,0.3097,0.2754,0.2341,0.2547,0.4835,0.3462,0.4149
36.6,0.0759,0.3039,0.3438,0.3401,0.2872,0.3137,0.2785,0.2345,0.2565,0.4754,0.3284,0.4019
36.7,0.0956,0.3039,0.3449,0.3495,0.2896,0.3195,0.2819,0.2366,0.2592,0.4668,0.3106,0.3887
36.8,0.1145,0.3063,0.3479,0.3595,0.2941,0.3268,0.2853,0.2399,0.2626,0.458,0.293,0.3755
36.9,0.1319,0.3108,0.3525,0.3694,0.3,0.3347,0.2887,0.2445,0.2666,0.449,0.2758,0.3624
37,0.1468,0.3168,0.3583,0.3787,0.3065,0.3426,0.292,0.2499,0.271,0.4399,0.2591,0.3495
37.1,0.1585,0.3237,0.3645,0.3876,0.3135,0.3505,0.2956,0.2563,0.276,0.431,0.2433,0.3371
37.2,0.1668,0.3315,0.3708,0.3968,0.321,0.3589,0.3003,0.2638,0.2821,0.4225,0.2289,0.3257
37.3,0.1719,0.3402,0.3768,0.4074,0.3293,0.3683,0.3066,0.2722,0.2894,0.4148,0.2163,0.3155
37.4,0.1733,0.3498,0.3822,0.4199,0.3382,0.379,0.3142,0.281,0.2976,0.4074,0.2059,0.3066
37.5,0.1704,0.3601,0.3864,0.4339,0.3472,0.3906,0.3227,0.2895,0.3061,0.4,0.1975,0.2987
37.6,0.162,0.3704,0.3893,0.4491,0.3556,0.4024,0.3318,0.2977,0.3147,0.392,0.1913,0.2916
37.7,0.1478,0.3798,0.3909,0.4649,0.3626,0.4138,0.3413,0.3056,0.3235,0.3833,0.1874,0.2853
37.8,0.1287,0.3875,0.3912,0.4808,0.3677,0.4243,0.3511,0.3134,0.3323,0.3741,0.186,0.2801
37.9,0.1066,0.3933,0.3901,0.4962,0.3709,0.4336,0.3606,0.3204,0.3405,0.3646,0.1873,0.2759
38,0.0834,0.3976,0.3873,0.511,0.3727,0.4419,0.369,0.3261,0.3476,0.3549,0.1909,0.2729
38.1,0.0604,0.4012,0.3826,0.5256,0.3743,0.4499,0.3761,0.3298,0.3529,0.3453,0.1962,0.2708
38.2,0.0375,0.4049,0.3765,0.5404,0.3769,0.4586,0.3814,0.3318,0.3566,0.336,0.202,0.269
38.3,0.0148,0.4094,0.3696,0.5555,0.3813,0.4684,0.385,0.3323,0.3586,0.3271,0.2075,0.2673
38.4,-0.0059,0.415,0.3625,0.5707,0.3872,0.479,0.3865,0.3316,0.3591,0.3188,0.2125,0.2657
38.5,-0.0225,0.422,0.3561,0.586,0.3944,0.4902,0.3861,0.3301,0.3581,0.3115,0.2174,0.2644
38.6,-0.0329,0.4307,0.3513,0.6018,0.4026,0.5022,0.3836,0.3278,0.3557,0.3058,0.2223,0.264
38.7,-0.0359,0.4413,0.3488,0.6184,0.412,0.5152,0.3796,0.3252,0.3524,0.3023,0.2271,0.2647
38.8,-0.0312,0.4539,0.3486,0.6359,0.4222,0.5291,0.3744,0.3221,0.3482,0.3012,0.2313,0.2662
38.9,-0.0201,0.4682,0.35,0.6537,0.4331,0.5434,0.3683,0.3187,0.3435,0.3025,0.2338,0.2682
39,-0.005,0.4842,0.3527,0.6719,0.4445,0.5582,0.3626,0.3152,0.3389,0.3066,0.2351,0.2708
39.1,0.0114,0.5018,0.3565,0.6902,0.4561,0.5731,0.3583,0.3123,0.3353,0.3141,0.2364,0.2752
39.2,0.0271,0.5201,0.3615,0.7082,0.4677,0.5879,0.3565,0.3104,0.3335,0.3262,0.2398,0.283
39.3,0.042,0.5382,0.3676,0.7251,0.4788,0.6019,0.3576,0.3101,0.3339,0.3434,0.2468,0.2951
39.4,0.0567,0.5553,0.3747,0.7406,0.4892,0.6149,0.3618,0.3112,0.3365,0.3651,0.2575,0.3113
39.5,0.0726,0.571,0.3826,0.7553,0.4988,0.6271,0.3684,0.3133,0.3408,0.3902,0.2715,0.3308
39.6,0.0898,0.585,0.3911,0.7694,0.5072,0.6383,0.3771,0.3156,0.3464,0.4175,0.2885,0.353
39.7,0.1082,0.5967,0.3995,0.7829,0.5134,0.6481,0.3874,0.3173,0.3524,0.4461,0.3089,0.3775
39.8,0.1282,0.6049,0.4071,0.795,0.5154,0.6552,0.3987,0.3176,0.3581,0.4753,0.3334,0.4044
39.9,0.1513,0.6088,0.4128,0.8048,0.5118,0.6583,0.4102,0.3156,0.3629,0.5042,0.3624,0.4333
40,0.1788,0.6076,0.416,0.8115,0.5016,0.6566,0.4211,0.3113,0.3662,0.5321,0.3957,0.4639
40.1,0.2091,0.6018,0.416,0.8154,0.4862,0.6508,0.4309,0.3055,0.3682,0.5584,0.4324,0.4954
40.2,0.239,0.5918,0.4127,0.8169,0.4671,0.642,0.4395,0.2989,0.3692,0.5824,0.471,0.5267
40.3,0.2651,0.5787,0.4063,0.8159,0.4462,0.6311,0.447,0.2923,0.3697,0.6029,0.5089,0.5559
40.4,0.2866,0.5634,0.3971,0.8124,0.4244,0.6184,0.4538,0.2863,0.37,0.619,0.5431,0.581
40.5,0.3037,0.5474,0.3857,0.8065,0.4023,0.6044,0.4603,0.2809,0.3706,0.6302,0.5713,0.6008
40.6,0.3165,0.5317,0.3729,0.7985,0.3807,0.5896,0.4667,0.2765,0.3716,0.6365,0.5928,0.6146
40.7,0.3224,0.5165,0.3598,0.788,0.3598,0.5739,0.473,0.2735,0.3732,0.6382,0.6075,0.6229
40.8,0.3189,0.5018,0.3474,0.7748,0.3401,0.5575,0.4792,0.2728,0.376,0.6363,0.6161,0.6262
40.9,0.3051,0.4875,0.337,0.7585,0.322,0.5402,0.4855,0.2757,0.3806,0.6316,0.6203,0.6259
41,0.2841,0.4745,0.3293,0.7397,0.3061,0.5229,0.4925,0.2826,0.3875,0.6255,0.6215,0.6235
41.1,0.2595,0.4641,0.3249,0.7192,0.2935,0.5064,0.5005,0.2936,0.3971,0.6192,0.6208,0.62
41.2,0.2335,0.4573,0.3238,0.6982,0.285,0.4916,0.5097,0.3081,0.4089,0.6129,0.6187,0.6158
41.3,0.2061,0.4549,0.3256,0.6774,0.2812,0.4793,0.5194,0.3252,0.4223,0.6064,0.6153,0.6108
41.4,0.1768,0.4568,0.33,0.6578,0.2822,0.47,0.5299,0.3448,0.4373,0.5995,0.6108,0.6051
41.5,0.1458,0.463,0.337,0.6401,0.288,0.4641,0.5417,0.3671,0.4544,0.5923,0.6057,0.599
41.6,0.1141,0.4733,0.3463,0.6251,0.2981,0.4616,0.5551,0.3921,0.4736,0.5853,0.6006,0.5929
41.7,0.0835,0.487,0.3571,0.6131,0.3118,0.4625,0.5698,0.4192,0.4945,0.5782,0.5957,0.587
41.8,0.0553,0.5032,0.3681,0.6039,0.3282,0.4661,0.5847,0.4469,0.5158,0.5706,0.5908,0.5807
41.9,0.0299,0.5209,0.3784,0.5974,0.3466,0.472,0.599,0.4742,0.5366,0.5619,0.5853,0.5736
42,0.0066,0.5393,0.3873,0.5936,0.3666,0.4801,0.6127,0.5002,0.5564,0.5525,0.5789,0.5657
42.1,-0.0155,0.5578,0.3949,0.593,0.388,0.4905,0.6262,0.5242,0.5752,0.5435,0.5724,0.5579
42.2,-0.0369,0.5758,0.4014,0.5957,0.4104,0.5031,0.6398,0.546,0.5929,0.5359,0.5666,0.5512
42.3,-0.0574,0.5926,0.4076,0.6018,0.4337,0.5177,0.6533,0.5651,0.6092,0.5304,0.5622,0.5463
42.4,-0.0763,0.6075,0.4141,0.6111,0.4576,0.5344,0.6657,0.581,0.6234,0.5271,0.5596,0.5434
42.5,-0.0928,0.62,0.4216,0.6235,0.4819,0.5527,0.6759,0.5932,0.6345,0.5263,0.5583,0.5423
42.6,-0.1065,0.6299,0.4299,0.6384,0.5064,0.5724,0.6828,0.6012,0.642,0.528,0.5575,0.5427
42.7,-0.118,0.6377,0.4385,0.6549,0.5304,0.5927,0.6857,0.6047,0.6452,0.5319,0.5561,0.544
42.8,-0.1282,0.6437,0.4459,0.6724,0.553,0.6127,0.6845,0.6035,0.644,0.5378,0.5532,0.5455
42.9,-0.1385,0.6482,0.4512,0.69,0.5732,0.6316,0.6796,0.5975,0.6386,0.5457,0.5488,0.5472
43,-0.1499,0.6509,0.4537,0.707,0.5908,0.6489,0.6718,0.5875,0.6297,0.5554,0.5435,0.5495
43.1,-0.1632,0.6513,0.4532,0.7228,0.6056,0.6642,0.6616,0.5741,0.6178,0.5669,0.5381,0.5525
43.2,-0.1784,0.649,0.45,0.7369,0.6172,0.6771,0.6486,0.5579,0.6032,0.5799,0.533,0.5564
43.3,-0.1956,0.644,0.4444,0.7486,0.6263,0.6874,0.633,0.5395,0.5862,0.5937,0.5282,0.5609
43.4,-0.2148,0.6368,0.4371,0.7581,0.6334,0.6958,0.6152,0.5197,0.5674,0.6077,0.5241,0.5659
43.5,-0.2355,0.6278,0.4286,0.766,0.6395,0.7028,0.5961,0.4994,0.5477,0.6215,0.5209,0.5712
43.6,-0.2572,0.6172,0.4199,0.7723,0.6449,0.7086,0.5771,0.4797,0.5284,0.635,0.519,0.577
43.7,-0.279,0.6051,0.4115,0.7768,0.6492,0.713,0.559,0.4617,0.5104,0.6481,0.519,0.5836
43.8,-0.3006,0.5916,0.4036,0.7789,0.652,0.7154,0.5422,0.4457,0.4939,0.6611,0.5208,0.5909
43.9,-0.322,0.5769,0.3962,0.7779,0.6538,0.7159,0.5264,0.4318,0.4791,0.6739,0.5248,0.5993
44,-0.3438,0.5612,0.3895,0.7738,0.6552,0.7145,0.5114,0.4201,0.4657,0.6866,0.5311,0.6088
44.1,-0.3667,0.5448,0.3837,0.7666,0.6569,0.7117,0.4973,0.4109,0.4541,0.699,0.5392,0.6191
44.2,-0.3903,0.5286,0.379,0.7567,0.6589,0.7078,0.4842,0.4045,0.4444,0.7108,0.5483,0.6295
44.3,-0.4135,0.5137,0.3753,0.7444,0.6615,0.703,0.4724,0.4008,0.4366,0.721,0.5575,0.6392
44.4,-0.4346,0.5011,0.372,0.7302,0.6644,0.6973,0.4617,0.3995,0.4306,0.729,0.5656,0.6473
44.5,-0.4534,0.4912,0.3691,0.7141,0.667,0.6906,0.4521,0.4,0.426,0.7348,0.5725,0.6537
44.6,-0.4705,0.4835,0.3668,0.6963,0.6684,0.6824,0.4434,0.402,0.4227,0.7386,0.5781,0.6583
44.7,-0.4854,0.4778,0.3657,0.677,0.6681,0.6725,0.4356,0.4056,0.4206,0.7407,0.5824,0.6616
44.8,-0.4973,0.4739,0.3665,0.6567,0.6661,0.6614,0.4287,0.4111,0.4199,0.7413,0.5853,0.6633
44.9,-0.5044,0.4725,0.3696,0.6364,0.663,0.6497,0.423,0.4184,0.4207,0.7403,0.5863,0.6633
45,-0.5053,0.4734,0.3754,0.6168,0.6595,0.6381,0.4187,0.427,0.4228,0.7379,0.5855,0.6617
45.1,-0.4995,0.4761,0.3841,0.5978,0.6553,0.6265,0.416,0.4362,0.4261,0.7342,0.5834,0.6588
45.2,-0.4871,0.4794,0.3959,0.5792,0.6501,0.6146,0.4152,0.4453,0.4303,0.7298,0.5802,0.655
45.3,-0.4695,0.4826,0.4115,0.5614,0.6434,0.6024,0.4166,0.4541,0.4354,0.7252,0.5764,0.6508
45.4,-0.4479,0.4856,0.4322,0.545,0.6353,0.5901,0.4203,0.463,0.4416,0.7205,0.5725,0.6465
45.5,-0.4232,0.489,0.4591,0.531,0.6263,0.5787,0.4268,0.4722,0.4495,0.716,0.5691,0.6426
45.6,-0.396,0.4931,0.4924,0.5204,0.6168,0.5686,0.4361,0.4824,0.4593,0.7117,0.5663,0.639
45.7,-0.3669,0.4981,0.5307,0.5138,0.607,0.5604,0.4475,0.4937,0.4706,0.7072,0.5643,0.6358
45.8,-0.3368,0.5038,0.5716,0.5118,0.5976,0.5547,0.4599,0.5054,0.4827,0.7019,0.5628,0.6324
45.9,-0.3079,0.5102,0.6119,0.5148,0.5891,0.552,0.4729,0.5167,0.4948,0.6953,0.5618,0.6286
46,-0.2826,0.5171,0.6486,0.5228,0.5822,0.5525,0.4858,0.5265,0.5062,0.6871,0.5612,0.6241
46.1,-0.2627,0.5238,0.6791,0.5351,0.5773,0.5562,0.4986,0.5337,0.5161,0.6765,0.5605,0.6185
46.2,-0.249,0.5299,0.7021,0.5513,0.575,0.5632,0.5107,0.5375,0.5241,0.6632,0.5598,0.6115
46.3,-0.2413,0.5351,0.7171,0.5713,0.576,0.5736,0.5217,0.538,0.5299,0.6468,0.5592,0.603
46.4,-0.2389,0.5397,0.7242,0.5952,0.5807,0.5879,0.5312,0.5355,0.5334,0.6274,0.5591,0.5933
46.5,-0.2417,0.5444,0.7235,0.6226,0.5893,0.606,0.5389,0.5305,0.5347,0.6059,0.5597,0.5828
46.6,-0.2495,0.5494,0.7153,0.6525,0.6014,0.627,0.545,0.5236,0.5343,0.5841,0.5615,0.5728
46.7,-0.2613,0.5551,0.6999,0.6834,0.6158,0.6496,0.5502,0.515,0.5326,0.5637,0.5645,0.5641
46.8,-0.2755,0.5612,0.678,0.7137,0.6312,0.6724,0.5545,0.505,0.5298,0.5455,0.5687,0.5571
46.9,-0.2902,0.5678,0.6501,0.7422,0.6457,0.694,0.5569,0.4936,0.5252,0.5297,0.5732,0.5514
47,-0.3047,0.5744,0.617,0.7676,0.6583,0.713,0.5566,0.4806,0.5186,0.5162,0.5772,0.5467
47.1,-0.3193,0.581,0.5794,0.7887,0.6683,0.7285,0.5531,0.466,0.5095,0.505,0.58,0.5425
47.2,-0.3355,0.5872,0.5382,0.8051,0.6755,0.7403,0.5461,0.4499,0.498,0.4959,0.5813,0.5386
47.3,-0.3537,0.5928,0.4947,0.8166,0.6797,0.7481,0.5361,0.433,0.4845,0.489,0.581,0.535
47.4,-0.3736,0.598,0.4505,0.8234,0.6807,0.7521,0.5236,0.4161,0.4699,0.4843,0.5798,0.532
47.5,-0.3941,0.6027,0.4073,0.8259,0.6782,0.752,0.5097,0.4,0.4549,0.4819,0.5785,0.5302
47.6,-0.4143,0.6066,0.3663,0.8239,0.6718,0.7479,0.4947,0.3849,0.4398,0.4826,0.5779,0.5302
47.7,-0.4334,0.6089,0.3287,0.817,0.6614,0.7392,0.479,0.3706,0.4248,0.4869,0.5788,0.5328
47.8,-0.4518,0.609,0.2951,0.8046,0.6466,0.7256,0.4626,0.3568,0.4097,0.4953,0.582,0.5386
47.9,-0.4696,0.6068,0.2665,0.7873,0.628,0.7077,0.4461,0.3438,0.3949,0.5083,0.5879,0.5481
48,-0.4863,0.6027,0.2432,0.7659,0.6066,0.6862,0.4303,0.3319,0.3811,0.5262,0.5968,0.5615
48.1,-0.5008,0.5975,0.2254,0.742,0.5832,0.6626,0.4163,0.3218,0.369,0.5489,0.6084,0.5786
48.2,-0.5125,0.5914,0.2132,0.7169,0.5589,0.6379,0.4048,0.3135,0.3591,0.5753,0.6222,0.5987
48.3,-0.521,0.5845,0.2068,0.6913,0.534,0.6127,0.3961,0.3075,0.3518,0.604,0.6378,0.6209
48.4,-0.5263,0.5768,0.2067,0.6655,0.509,0.5873,0.3906,0.3038,0.3472,0.6336,0.655,0.6443
48.5,-0.5284,0.5685,0.2133,0.6399,0.4847,0.5623,0.3884,0.3026,0.3455,0.6632,0.673,0.6681
48.6,-0.5279,0.5605,0.2267,0.6156,0.4623,0.539,0.3895,0.304,0.3467,0.6915,0.6902,0.6908
48.7,-0.5249,0.5531,0.2465,0.594,0.4432,0.5186,0.3934,0.3079,0.3507,0.7174,0.7054,0.7114
48.8,-0.5184,0.5466,0.2719,0.5758,0.4279,0.5019,0.3997,0.314,0.3569,0.7398,0.7178,0.7288
48.9,-0.5063,0.5404,0.3015,0.5613,0.4162,0.4888,0.4075,0.3218,0.3646,0.7576,0.7273,0.7425
49,-0.4868,0.5341,0.3333,0.5498,0.4081,0.4789,0.4155,0.3301,0.3728,0.7709,0.7338,0.7524
49.1,-0.4587,0.5272,0.3657,0.5404,0.4034,0.4719,0.4232,0.338,0.3806,0.7797,0.7377,0.7587
49.2,-0.4218,0.5193,0.3973,0.5325,0.4022,0.4674,0.4303,0.3449,0.3876,0.7845,0.7388,0.7617
49.3,-0.3768,0.5106,0.4275,0.5258,0.4046,0.4652,0.437,0.3507,0.3939,0.7859,0.7375,0.7617
49.4,-0.3252,0.5016,0.4558,0.5202,0.4101,0.4651,0.4433,0.3557,0.3995,0.7843,0.7344,0.7593
49.5,-0.2685,0.4929,0.4823,0.5155,0.4177,0.4666,0.4494,0.3601,0.4047,0.7807,0.73,0.7554
49.6,-0.2092,0.4852,0.5068,0.5118,0.4264,0.4691,0.4548,0.3641,0.4094,0.7758,0.7253,0.7505
49.7,-0.1499,0.479,0.5294,0.509,0.4347,0.4719,0.4594,0.3676,0.4135,0.7701,0.7205,0.7453
49.8,-0.0932,0.4743,0.5503,0.5072,0.4416,0.4744,0.4632,0.3709,0.417,0.7644,0.7162,0.7403
49.9,-0.0407,0.4709,0.5697,0.5062,0.4462,0.4762,0.4665,0.3745,0.4205,0.7595,0.7125,0.736
50,0.0071,0.4684,0.5875,0.506,0.4479,0.4769,0.4697,0.3787,0.4242,0.7562,0.7096,0.7329
50.1,0.0508,0.4667,0.6035,0.5066,0.4466,0.4766,0.4726,0.3835,0.4281,0.7543,0.7072,0.7307
50.2,0.0918,0.4656,0.6173,0.5084,0.4425,0.4755,0.4747,0.3888,0.4318,0.7531,0.7044,0.7288
50.3,0.1312,0.4645,0.6285,0.5112,0.4361,0.4737,0.4754,0.3941,0.4348,0.7518,0.7006,0.7262
50.4,0.1684,0.4626,0.637,0.5144,0.4279,0.4712,0.475,0.3995,0.4373,0.7501,0.6955,0.7228
50.5,0.2021,0.4598,0.6432,0.5177,0.4187,0.4682,0.4743,0.4049,0.4396,0.7487,0.6894,0.719
50.6,0.2308,0.4559,0.6473,0.521,0.4099,0.4654,0.4741,0.4103,0.4422,0.7479,0.6827,0.7153
50.7,0.2548,0.4516,0.6492,0.5246,0.4023,0.4635,0.4746,0.4151,0.4449,0.7475,0.6754,0.7114
50.8,0.2754,0.447,0.6484,0.5291,0.3966,0.4628,0.4754,0.4187,0.4471,0.747,0.6674,0.7072
50.9,0.2934,0.4422,0.6445,0.5345,0.3932,0.4639,0.4763,0.4203,0.4483,0.7458,0.6583,0.702
51,0.3095,0.437,0.6368,0.5408,0.3918,0.4663,0.4771,0.4194,0.4482,0.7435,0.6477,0.6956
51.1,0.3235,0.4312,0.6254,0.5477,0.3924,0.47,0.4778,0.4162,0.447,0.7398,0.6353,0.6876
51.2,0.3352,0.4253,0.6109,0.5555,0.395,0.4753,0.479,0.4111,0.4451,0.7344,0.6212,0.6778
51.3,0.345,0.4199,0.5938,0.5649,0.4002,0.4826,0.4812,0.4048,0.443,0.7272,0.6055,0.6664
51.4,0.3535,0.4155,0.5747,0.5766,0.4087,0.4927,0.4849,0.3973,0.4411,0.7185,0.5887,0.6536
51.5,0.3613,0.4118,0.5544,0.5906,0.4204,0.5055,0.49,0.3886,0.4393,0.7089,0.5711,0.64
51.6,0.3674,0.4087,0.5334,0.6063,0.4352,0.5208,0.4959,0.3784,0.4371,0.6987,0.5533,0.626
51.7,0.3704,0.406,0.5121,0.623,0.453,0.538,0.5017,0.3663,0.434,0.688,0.5358,0.6119
51.8,0.369,0.4035,0.4907,0.6401,0.4734,0.5567,0.5072,0.3525,0.4299,0.6772,0.5192,0.5982
51.9,0.363,0.4014,0.4696,0.6572,0.4961,0.5766,0.5123,0.3373,0.4248,0.6667,0.504,0.5853
52,0.3531,0.3997,0.449,0.6742,0.5202,0.5972,0.5172,0.3212,0.4192,0.6563,0.4905,0.5734
52.1,0.3399,0.3983,0.4294,0.6907,0.5446,0.6177,0.522,0.3046,0.4133,0.6458,0.479,0.5624
52.2,0.3233,0.3973,0.4114,0.7063,0.5685,0.6374,0.5268,0.2879,0.4074,0.6344,0.4694,0.5519
52.3,0.3024,0.3967,0.3957,0.7205,0.592,0.6562,0.5317,0.2719,0.4018,0.6218,0.4614,0.5416
52.4,0.2762,0.3966,0.3831,0.7324,0.6152,0.6738,0.5367,0.2573,0.397,0.6082,0.4551,0.5317
52.5,0.2446,0.3972,0.3741,0.7413,0.6378,0.6896,0.5422,0.2449,0.3935,0.5938,0.4503,0.522
52.6,0.2081,0.3987,0.3694,0.7471,0.6586,0.7028,0.5484,0.2358,0.3921,0.5788,0.4468,0.5128
52.7,0.167,0.4015,0.3691,0.7499,0.6764,0.7132,0.5551,0.2306,0.3929,0.5633,0.4449,0.5041
52.8,0.1218,0.4059,0.3735,0.7501,0.6903,0.7202,0.5618,0.2296,0.3957,0.5472,0.4451,0.4961
52.9,0.0741,0.4119,0.3824,0.7481,0.6995,0.7238,0.5678,0.2325,0.4001,0.5308,0.4474,0.4891
53,0.0258,0.4188,0.3951,0.7439,0.7035,0.7237,0.5728,0.2391,0.406,0.5136,0.4515,0.4826
53.1,-0.0209,0.4262,0.4106,0.738,0.7022,0.7201,0.5768,0.2493,0.4131,0.4956,0.4565,0.4761
53.2,-0.0641,0.4338,0.4281,0.7313,0.6961,0.7137,0.5802,0.263,0.4216,0.4766,0.4612,0.4689
53.3,-0.1029,0.4411,0.4466,0.7239,0.6865,0.7052,0.5825,0.2793,0.4309,0.4572,0.4652,0.4612
