Time,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC,ING - Do Your Thing Linda 30 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
19.2,0.2472,0.511,0.4308,0.5052,0.4452,0.4752,0.4852,0.2689,0.3771,0.6006,0.5477,0.5741
19.3,0.2585,0.5043,0.4222,0.4981,0.4423,0.4702,0.4838,0.2659,0.3748,0.5957,0.5521,0.5739
19.4,0.2638,0.4977,0.411,0.4926,0.4388,0.4657,0.4767,0.2615,0.3691,0.5887,0.5561,0.5724
19.5,0.2616,0.4912,0.3981,0.4886,0.4349,0.4617,0.4637,0.2557,0.3597,0.58,0.5597,0.5699
19.6,0.2516,0.4847,0.3842,0.4859,0.4304,0.4581,0.445,0.2486,0.3468,0.5702,0.563,0.5666
19.7,0.2357,0.4791,0.3707,0.4846,0.4256,0.4551,0.4212,0.2411,0.3311,0.5598,0.5662,0.563
19.8,0.217,0.4751,0.3585,0.4848,0.421,0.4529,0.394,0.2344,0.3142,0.5495,0.5696,0.5596
19.9,0.1983,0.4735,0.3489,0.4868,0.4173,0.452,0.3654,0.2293,0.2974,0.5399,0.5731,0.5565
20,0.1811,0.4744,0.3427,0.4905,0.415,0.4528,0.3371,0.2262,0.2817,0.5312,0.5766,0.5539
20.1,0.1664,0.4773,0.3404,0.4958,0.4144,0.4551,0.3104,0.2256,0.268,0.5238,0.5799,0.5519
20.2,0.1547,0.482,0.342,0.5025,0.4157,0.4591,0.286,0.2276,0.2568,0.5182,0.583,0.5506
20.3,0.1458,0.4879,0.3476,0.5105,0.4184,0.4645,0.265,0.2323,0.2486,0.5147,0.5858,0.5503
20.4,0.1386,0.4941,0.3569,0.5197,0.4223,0.471,0.2485,0.2393,0.2439,0.5135,0.5882,0.5508
20.5,0.1321,0.4999,0.3697,0.5298,0.4271,0.4785,0.2375,0.2482,0.2428,0.5143,0.5899,0.5521
20.6,0.1255,0.5049,0.3858,0.5405,0.4327,0.4866,0.2324,0.2587,0.2456,0.5172,0.5909,0.554
20.7,0.1187,0.5088,0.4045,0.5513,0.439,0.4951,0.2329,0.2709,0.2519,0.5218,0.5911,0.5564
20.8,0.1124,0.512,0.4254,0.5622,0.4459,0.504,0.2387,0.2849,0.2618,0.5281,0.5906,0.5594
20.9,0.1073,0.5151,0.4481,0.5733,0.4535,0.5134,0.2495,0.3006,0.2751,0.5357,0.5898,0.5627
21,0.1038,0.5184,0.4723,0.5851,0.4613,0.5232,0.2652,0.3179,0.2916,0.5437,0.5889,0.5663
21.1,0.102,0.5217,0.4968,0.5981,0.4691,0.5336,0.2852,0.3365,0.3109,0.5516,0.588,0.5698
21.2,0.1016,0.5247,0.5204,0.6122,0.4766,0.5444,0.3085,0.356,0.3323,0.5591,0.5874,0.5732
21.3,0.1028,0.527,0.5418,0.6277,0.4838,0.5558,0.3339,0.3761,0.355,0.5665,0.5872,0.5768
21.4,0.1054,0.5288,0.5604,0.6446,0.4912,0.5679,0.3601,0.3969,0.3785,0.5743,0.5876,0.581
21.5,0.1088,0.5304,0.576,0.6626,0.4993,0.581,0.3862,0.4186,0.4024,0.5827,0.5888,0.5857
21.6,0.1122,0.5319,0.5892,0.6814,0.5088,0.5951,0.4114,0.4416,0.4265,0.5911,0.5907,0.5909
21.7,0.1154,0.5336,0.6012,0.7004,0.5198,0.6101,0.435,0.4661,0.4505,0.5994,0.5938,0.5966
21.8,0.119,0.5356,0.6127,0.719,0.5321,0.6256,0.4565,0.4917,0.4741,0.6081,0.5986,0.6033
21.9,0.1245,0.5382,0.6242,0.737,0.5453,0.6411,0.4757,0.5185,0.4971,0.6177,0.6059,0.6118
22,0.1331,0.5416,0.636,0.7542,0.5591,0.6566,0.4926,0.546,0.5193,0.6285,0.6158,0.6221
22.1,0.1447,0.5458,0.6482,0.77,0.5736,0.6718,0.5074,0.5738,0.5406,0.6403,0.6279,0.6341
22.2,0.1589,0.5508,0.6606,0.7836,0.5887,0.6862,0.5195,0.601,0.5602,0.6518,0.6415,0.6466
22.3,0.176,0.5569,0.6728,0.7947,0.6042,0.6994,0.5281,0.6264,0.5773,0.662,0.6552,0.6586
22.4,0.1981,0.5647,0.6841,0.8031,0.6196,0.7113,0.5327,0.6487,0.5907,0.6707,0.6681,0.6694
22.5,0.2278,0.5748,0.6941,0.8088,0.6349,0.7218,0.5333,0.6674,0.6004,0.6779,0.6796,0.6788
22.6,0.2662,0.5875,0.7027,0.8116,0.6501,0.7308,0.5305,0.6823,0.6064,0.6839,0.6894,0.6866
22.7,0.3116,0.6024,0.7104,0.8112,0.6651,0.7381,0.5247,0.6935,0.6091,0.6892,0.6972,0.6932
22.8,0.3608,0.6182,0.7173,0.8075,0.6794,0.7434,0.5163,0.7009,0.6086,0.6936,0.7031,0.6983
22.9,0.4112,0.6334,0.7235,0.8006,0.6919,0.7462,0.5055,0.7044,0.6049,0.697,0.7068,0.7019
23,0.4617,0.6465,0.7283,0.7904,0.7008,0.7456,0.4927,0.7033,0.598,0.699,0.708,0.7035
23.1,0.5117,0.6564,0.731,0.777,0.7044,0.7407,0.4792,0.6972,0.5882,0.6994,0.7064,0.7029
23.2,0.5596,0.662,0.7307,0.7601,0.7016,0.7309,0.466,0.686,0.576,0.6982,0.7019,0.7
23.3,0.6024,0.6624,0.7273,0.74,0.6916,0.7158,0.4541,0.6697,0.5619,0.696,0.695,0.6955
23.4,0.6378,0.6569,0.7208,0.7172,0.674,0.6956,0.4438,0.6488,0.5463,0.6938,0.6864,0.6901
23.5,0.6661,0.646,0.7112,0.6926,0.6493,0.6709,0.4355,0.6244,0.53,0.6925,0.677,0.6847
23.6,0.6885,0.6308,0.6988,0.6674,0.6188,0.6431,0.4299,0.5978,0.5138,0.6926,0.6672,0.6799
23.7,0.7058,0.6127,0.6838,0.6425,0.5845,0.6135,0.4276,0.5701,0.4989,0.6943,0.6574,0.6759
23.8,0.7171,0.5935,0.6668,0.6191,0.5488,0.584,0.429,0.5424,0.4857,0.6971,0.6477,0.6724
23.9,0.7209,0.5752,0.6487,0.5984,0.514,0.5562,0.4333,0.5157,0.4745,0.7006,0.6385,0.6696
24,0.7163,0.5591,0.6298,0.5812,0.4819,0.5316,0.4398,0.4906,0.4652,0.7047,0.6304,0.6675
24.1,0.7038,0.546,0.6107,0.5682,0.4536,0.5109,0.4479,0.4677,0.4578,0.709,0.6235,0.6662
24.2,0.6846,0.5361,0.5919,0.5596,0.4293,0.4944,0.4571,0.4474,0.4523,0.7131,0.6177,0.6654
24.3,0.659,0.529,0.5739,0.5554,0.4091,0.4823,0.4672,0.4303,0.4487,0.7165,0.613,0.6647
24.4,0.627,0.524,0.557,0.555,0.393,0.474,0.4783,0.4162,0.4473,0.7191,0.6091,0.6641
24.5,0.5888,0.5202,0.5407,0.5567,0.3805,0.4686,0.4903,0.4048,0.4476,0.7214,0.6059,0.6636
24.6,0.5452,0.5169,0.5247,0.5589,0.3708,0.4649,0.5035,0.3957,0.4496,0.7239,0.6031,0.6635
24.7,0.4974,0.514,0.5092,0.5604,0.3635,0.462,0.5183,0.3889,0.4536,0.7267,0.6008,0.6638
24.8,0.4468,0.5115,0.4948,0.5613,0.3583,0.4598,0.5345,0.3845,0.4595,0.73,0.599,0.6645
24.9,0.3946,0.5096,0.4828,0.5619,0.3552,0.4586,0.5519,0.3826,0.4672,0.7336,0.5979,0.6657
25,0.3422,0.5079,0.4737,0.5628,0.3539,0.4584,0.5692,0.383,0.4761,0.7375,0.5973,0.6674
25.1,0.2915,0.506,0.4673,0.5639,0.3534,0.4587,0.5855,0.3849,0.4852,0.742,0.5971,0.6696
25.2,0.2436,0.5034,0.4634,0.5649,0.3527,0.4588,0.6002,0.3877,0.4939,0.7467,0.5969,0.6718
25.3,0.1993,0.4999,0.4615,0.5653,0.3511,0.4582,0.6127,0.3909,0.5018,0.7508,0.5959,0.6733
25.4,0.1591,0.4956,0.462,0.5651,0.3484,0.4568,0.6224,0.3946,0.5085,0.7534,0.5933,0.6733
25.5,0.1231,0.491,0.4653,0.5647,0.3448,0.4547,0.629,0.3986,0.5138,0.7539,0.589,0.6715
25.6,0.0911,0.4865,0.4715,0.5645,0.3404,0.4525,0.6325,0.403,0.5177,0.7524,0.5835,0.668
25.7,0.0627,0.4824,0.4802,0.5651,0.3356,0.4504,0.6331,0.4077,0.5204,0.7493,0.5776,0.6634
25.8,0.0375,0.4788,0.4907,0.5668,0.3306,0.4487,0.6315,0.4128,0.5222,0.7448,0.5721,0.6585
25.9,0.0143,0.476,0.5021,0.5695,0.3258,0.4477,0.6277,0.4184,0.523,0.739,0.5677,0.6534
26,-0.0084,0.4739,0.5135,0.5734,0.3215,0.4475,0.6211,0.424,0.5226,0.7316,0.5645,0.648
26.1,-0.0317,0.4723,0.5237,0.5783,0.3176,0.448,0.6113,0.4291,0.5202,0.7223,0.5619,0.6421
26.2,-0.0554,0.4707,0.5317,0.5841,0.3135,0.4488,0.5982,0.433,0.5156,0.711,0.5595,0.6353
26.3,-0.0781,0.469,0.5367,0.5907,0.3086,0.4497,0.5824,0.4356,0.509,0.6983,0.5568,0.6276
26.4,-0.0985,0.4675,0.5381,0.5978,0.3028,0.4503,0.5646,0.4374,0.501,0.6847,0.5537,0.6192
26.5,-0.1158,0.467,0.5361,0.6055,0.2968,0.4512,0.5456,0.4388,0.4922,0.6707,0.5504,0.6105
26.6,-0.1305,0.468,0.5309,0.6138,0.2918,0.4528,0.5261,0.4402,0.4832,0.6564,0.5466,0.6015
26.7,-0.1435,0.4707,0.5232,0.623,0.2885,0.4557,0.5064,0.4418,0.4741,0.6418,0.5422,0.592
26.8,-0.1552,0.4752,0.5131,0.6334,0.2879,0.4607,0.4872,0.4441,0.4656,0.6266,0.5365,0.5816
26.9,-0.1662,0.4819,0.5011,0.6454,0.2907,0.4681,0.4692,0.4476,0.4584,0.6106,0.5291,0.5698
27,-0.1776,0.4911,0.4878,0.6587,0.2979,0.4783,0.4532,0.4532,0.4532,0.5934,0.5195,0.5565
27.1,-0.1916,0.503,0.4739,0.6726,0.31,0.4913,0.4395,0.4612,0.4503,0.575,0.508,0.5415
27.2,-0.2105,0.5175,0.4604,0.6865,0.3276,0.5071,0.4279,0.4715,0.4497,0.5554,0.495,0.5252
27.3,-0.2349,0.5338,0.4484,0.6995,0.3504,0.5249,0.4184,0.4841,0.4513,0.535,0.481,0.508
27.4,-0.2635,0.5509,0.4386,0.7101,0.377,0.5436,0.4111,0.4989,0.455,0.5144,0.4663,0.4904
27.5,-0.2942,0.5674,0.4317,0.7171,0.4054,0.5612,0.4066,0.5159,0.4613,0.4944,0.4517,0.473
27.6,-0.3257,0.5823,0.4287,0.7191,0.4334,0.5763,0.4052,0.5353,0.4703,0.4751,0.4379,0.4565
27.7,-0.3576,0.5947,0.43,0.7154,0.4599,0.5876,0.4072,0.5566,0.4819,0.4573,0.4258,0.4416
27.8,-0.3895,0.6042,0.4362,0.7059,0.4843,0.5951,0.4128,0.5792,0.496,0.4419,0.4161,0.429
27.9,-0.4201,0.6107,0.4477,0.6915,0.5066,0.599,0.4219,0.6027,0.5123,0.4293,0.4098,0.4196
28,-0.4476,0.6143,0.4643,0.6736,0.5265,0.6001,0.4346,0.6269,0.5307,0.4199,0.4074,0.4137
28.1,-0.4698,0.6156,0.486,0.654,0.5437,0.5988,0.4504,0.6513,0.5509,0.4134,0.4094,0.4114
28.2,-0.4849,0.6149,0.5129,0.6343,0.558,0.5961,0.4687,0.6749,0.5718,0.4096,0.4158,0.4127
28.3,-0.4913,0.613,0.5448,0.6157,0.57,0.5928,0.4886,0.6959,0.5922,0.4087,0.4271,0.4179
28.4,-0.4888,0.6104,0.5804,0.5987,0.5803,0.5895,0.5101,0.7128,0.6114,0.4109,0.4433,0.4271
28.5,-0.4783,0.6072,0.6181,0.5835,0.5895,0.5865,0.5338,0.7247,0.6292,0.4157,0.4644,0.4401
28.6,-0.4608,0.6038,0.6564,0.5697,0.5979,0.5838,0.5603,0.7313,0.6458,0.422,0.4902,0.4561
28.7,-0.4376,0.6003,0.6935,0.5572,0.6055,0.5813,0.5897,0.7328,0.6612,0.4287,0.5197,0.4742
28.8,-0.4096,0.5975,0.7279,0.5462,0.6125,0.5794,0.621,0.7294,0.6752,0.435,0.552,0.4935
28.9,-0.3781,0.5955,0.7573,0.5371,0.6197,0.5784,0.6532,0.7212,0.6872,0.4396,0.5859,0.5127
29,-0.3444,0.5947,0.7794,0.5299,0.6277,0.5788,0.6853,0.7084,0.6969,0.4414,0.6193,0.5303
29.1,-0.3089,0.595,0.7917,0.5243,0.6369,0.5806,0.7155,0.6912,0.7033,0.4397,0.65,0.5448
29.2,-0.2715,0.5961,0.793,0.5193,0.6471,0.5832,0.7414,0.6699,0.7056,0.4348,0.675,0.5549
29.3,-0.2332,0.5979,0.7835,0.514,0.6577,0.5859,0.7597,0.6447,0.7022,0.4272,0.6914,0.5593
29.4,-0.1948,0.6001,0.7641,0.5081,0.6682,0.5881,0.768,0.6162,0.6921,0.4179,0.6978,0.5579
29.5,-0.1569,0.6029,0.7369,0.5023,0.6781,0.5902,0.7658,0.5855,0.6756,0.4079,0.694,0.551
29.6,-0.1197,0.6068,0.7034,0.4976,0.6871,0.5924,0.7542,0.5535,0.6539,0.3982,0.6804,0.5393
29.7,-0.0829,0.6128,0.6654,0.4954,0.6951,0.5952,0.7355,0.5211,0.6283,0.3896,0.6566,0.5231
29.8,-0.0461,0.6214,0.6246,0.4963,0.7015,0.5989,0.7119,0.4889,0.6004,0.3827,0.6227,0.5027
29.9,-0.0093,0.633,0.5833,0.501,0.7062,0.6036,0.6855,0.4577,0.5716,0.3777,0.58,0.4788
