Time,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC,Harvey Norman - Brand Olympics 2024 Client 30 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
21.8,0.0686,0.4646,0.4475,0.4203,0.419,0.4196,0.442,0.5073,0.4747,0.5904,0.6829,0.6367
21.9,0.0758,0.479,0.4481,0.4369,0.421,0.429,0.4709,0.5252,0.498,0.5935,0.6961,0.6448
22,0.0831,0.4938,0.4487,0.4561,0.4238,0.44,0.5002,0.542,0.5211,0.5959,0.7065,0.6512
22.1,0.0901,0.5092,0.4493,0.4775,0.4276,0.4525,0.5294,0.5575,0.5435,0.5978,0.7145,0.6561
22.2,0.0957,0.5248,0.4498,0.4997,0.4324,0.466,0.5579,0.5715,0.5647,0.599,0.7203,0.6596
22.3,0.0989,0.54,0.4504,0.5211,0.4379,0.4795,0.5853,0.5836,0.5845,0.5994,0.7236,0.6615
22.4,0.0996,0.5541,0.451,0.5407,0.4431,0.4919,0.6109,0.5934,0.6021,0.5988,0.7243,0.6616
22.5,0.0978,0.5663,0.4522,0.5581,0.4472,0.5027,0.6335,0.6003,0.6169,0.597,0.7225,0.6598
22.6,0.0938,0.576,0.4547,0.5731,0.4497,0.5114,0.6524,0.6038,0.6281,0.5942,0.7184,0.6563
22.7,0.0874,0.5829,0.4591,0.5855,0.4506,0.518,0.6669,0.604,0.6355,0.5907,0.712,0.6514
22.8,0.0786,0.5865,0.4661,0.5945,0.4494,0.5219,0.6764,0.6018,0.6391,0.5872,0.7039,0.6456
22.9,0.0675,0.587,0.4761,0.5999,0.4459,0.5229,0.6805,0.5979,0.6392,0.5847,0.6948,0.6398
23,0.0546,0.5847,0.4891,0.6022,0.4401,0.5212,0.6793,0.593,0.6362,0.584,0.6859,0.635
23.1,0.0399,0.5804,0.5048,0.6022,0.4324,0.5173,0.6733,0.5875,0.6304,0.5855,0.6782,0.6319
23.2,0.0232,0.5745,0.5228,0.5999,0.4235,0.5117,0.6633,0.5815,0.6224,0.5896,0.6719,0.6307
23.3,0.0041,0.567,0.5429,0.5951,0.4138,0.5045,0.65,0.5758,0.6129,0.596,0.6669,0.6315
23.4,-0.017,0.5584,0.5649,0.5876,0.4036,0.4956,0.6338,0.5706,0.6022,0.605,0.6635,0.6343
23.5,-0.0396,0.549,0.5884,0.5776,0.3929,0.4853,0.615,0.5663,0.5907,0.6167,0.6622,0.6394
23.6,-0.0631,0.5389,0.6128,0.5651,0.382,0.4736,0.5939,0.5629,0.5784,0.6307,0.6632,0.6469
23.7,-0.0868,0.5278,0.6379,0.5504,0.3711,0.4607,0.5712,0.5603,0.5657,0.6463,0.6663,0.6563
23.8,-0.1096,0.5157,0.663,0.5334,0.3603,0.4468,0.5478,0.5585,0.5532,0.6628,0.6709,0.6669
23.9,-0.1302,0.5023,0.6872,0.5145,0.3494,0.432,0.5246,0.5572,0.5409,0.6796,0.6763,0.6779
24,-0.1475,0.4881,0.7099,0.4947,0.3388,0.4168,0.5017,0.5564,0.5291,0.6959,0.6819,0.6889
24.1,-0.1603,0.4738,0.7306,0.4753,0.3292,0.4023,0.4793,0.5562,0.5178,0.7111,0.6873,0.6992
24.2,-0.1677,0.4595,0.7493,0.4573,0.3217,0.3895,0.458,0.5572,0.5076,0.7244,0.6921,0.7082
24.3,-0.169,0.445,0.7656,0.4409,0.3172,0.379,0.439,0.5602,0.4996,0.7354,0.696,0.7157
24.4,-0.1639,0.4304,0.7785,0.4265,0.3164,0.3715,0.4236,0.5655,0.4945,0.7439,0.6989,0.7214
24.5,-0.1528,0.4163,0.7867,0.4146,0.3203,0.3674,0.4125,0.5728,0.4926,0.7498,0.7002,0.725
24.6,-0.1367,0.4033,0.7894,0.4053,0.3294,0.3674,0.4056,0.5818,0.4937,0.7532,0.6994,0.7263
24.7,-0.1172,0.3918,0.7868,0.3982,0.344,0.3711,0.403,0.5921,0.4975,0.7537,0.6962,0.7249
24.8,-0.0961,0.3816,0.7795,0.3921,0.3631,0.3776,0.4042,0.6035,0.5038,0.7511,0.6905,0.7208
24.9,-0.0751,0.3719,0.7681,0.3859,0.3856,0.3857,0.4089,0.6155,0.5122,0.7458,0.6826,0.7142
25,-0.0554,0.3623,0.7529,0.3786,0.4104,0.3945,0.4167,0.6274,0.5221,0.7389,0.673,0.7059
25.1,-0.0377,0.3525,0.7345,0.3705,0.4363,0.4034,0.4269,0.6384,0.5327,0.7317,0.6623,0.697
25.2,-0.0227,0.3424,0.714,0.3619,0.462,0.4119,0.4388,0.6477,0.5433,0.7252,0.6508,0.688
25.3,-0.0109,0.332,0.6925,0.353,0.486,0.4195,0.4516,0.6551,0.5533,0.7198,0.6391,0.6795
25.4,-0.0031,0.3215,0.6712,0.3435,0.5076,0.4256,0.4646,0.6604,0.5625,0.7158,0.6279,0.6718
25.5,0.0002,0.311,0.6507,0.3336,0.5263,0.4299,0.4773,0.6633,0.5703,0.7137,0.6178,0.6657
25.6,-0.0003,0.3006,0.6314,0.3237,0.5417,0.4327,0.4896,0.6637,0.5766,0.7139,0.6097,0.6618
25.7,-0.0041,0.2906,0.6139,0.3148,0.554,0.4344,0.5013,0.6615,0.5814,0.717,0.604,0.6605
25.8,-0.0106,0.281,0.5987,0.3075,0.5636,0.4356,0.5124,0.657,0.5847,0.723,0.6019,0.6624
25.9,-0.0192,0.2724,0.5861,0.302,0.5715,0.4367,0.5226,0.6505,0.5866,0.7321,0.6044,0.6682
26,-0.0288,0.265,0.5758,0.2977,0.5775,0.4376,0.5319,0.642,0.587,0.7441,0.6123,0.6782
26.1,-0.0389,0.2594,0.5677,0.2943,0.5817,0.438,0.54,0.6313,0.5857,0.758,0.6257,0.6919
26.2,-0.0491,0.2557,0.5617,0.2914,0.5836,0.4375,0.5469,0.6184,0.5827,0.773,0.6437,0.7083
26.3,-0.059,0.2541,0.5578,0.289,0.5835,0.4363,0.553,0.6036,0.5783,0.7881,0.6654,0.7267
26.4,-0.0679,0.2547,0.5554,0.2874,0.5823,0.4348,0.5587,0.5874,0.573,0.8025,0.6902,0.7463
26.5,-0.0753,0.2576,0.5537,0.2868,0.5807,0.4337,0.5647,0.5704,0.5675,0.8157,0.7175,0.7666
26.6,-0.0802,0.2624,0.5521,0.2877,0.579,0.4334,0.5707,0.5535,0.5621,0.8273,0.7467,0.787
26.7,-0.081,0.2687,0.5498,0.2905,0.5771,0.4338,0.5765,0.5373,0.5569,0.8367,0.7771,0.8069
26.8,-0.0758,0.2766,0.5465,0.2961,0.5746,0.4353,0.5821,0.522,0.552,0.8434,0.8079,0.8257
26.9,-0.0638,0.2865,0.5423,0.3048,0.5717,0.4382,0.5875,0.5081,0.5478,0.8469,0.8382,0.8426
27,-0.045,0.2984,0.5373,0.3166,0.5682,0.4424,0.5928,0.4956,0.5442,0.8464,0.8668,0.8566
27.1,-0.0205,0.3122,0.5324,0.3307,0.5641,0.4474,0.5977,0.4848,0.5412,0.8418,0.8925,0.8671
27.2,0.0082,0.3275,0.5282,0.3466,0.5589,0.4527,0.6019,0.4756,0.5387,0.8328,0.9143,0.8735
27.3,0.0394,0.3444,0.5251,0.3641,0.5517,0.4579,0.6052,0.4677,0.5364,0.8193,0.9315,0.8754
27.4,0.0714,0.3631,0.5229,0.3836,0.5419,0.4628,0.6081,0.4608,0.5344,0.802,0.9436,0.8728
27.5,0.1027,0.3838,0.5223,0.4057,0.5295,0.4676,0.6112,0.4551,0.5331,0.7818,0.9509,0.8664
27.6,0.1313,0.406,0.524,0.43,0.5148,0.4724,0.6149,0.4507,0.5328,0.7602,0.9542,0.8572
27.7,0.1555,0.4289,0.5289,0.4551,0.498,0.4765,0.6186,0.4476,0.5331,0.7388,0.9544,0.8466
27.8,0.1739,0.4518,0.5374,0.4796,0.4795,0.4796,0.6209,0.4456,0.5333,0.7185,0.9519,0.8352
27.9,0.1855,0.4741,0.549,0.5026,0.4599,0.4813,0.6204,0.4439,0.5321,0.7001,0.9466,0.8234
28,0.1903,0.4957,0.5637,0.5238,0.4395,0.4816,0.6163,0.4419,0.5291,0.6837,0.9386,0.8111
28.1,0.1893,0.5166,0.5811,0.5435,0.4184,0.4809,0.6094,0.4399,0.5247,0.6696,0.9284,0.799
28.2,0.1843,0.5363,0.6015,0.5618,0.3968,0.4793,0.601,0.4381,0.5195,0.6581,0.9169,0.7875
28.3,0.1769,0.554,0.6245,0.5791,0.3752,0.4772,0.5919,0.4369,0.5144,0.6491,0.9045,0.7768
28.4,0.1683,0.5693,0.6497,0.5956,0.3545,0.4751,0.5829,0.4357,0.5093,0.6428,0.8911,0.7669
28.5,0.1591,0.5821,0.6763,0.6118,0.335,0.4734,0.5742,0.4343,0.5042,0.6391,0.8764,0.7577
28.6,0.1501,0.5927,0.7035,0.6276,0.3168,0.4722,0.5659,0.4324,0.4991,0.6375,0.8611,0.7493
28.7,0.1422,0.6005,0.7307,0.6423,0.2998,0.471,0.5581,0.4304,0.4943,0.6379,0.8461,0.742
28.8,0.1362,0.6057,0.7575,0.6554,0.2841,0.4698,0.5511,0.4292,0.4901,0.6397,0.8322,0.736
28.9,0.1317,0.6083,0.7825,0.6668,0.2704,0.4686,0.5452,0.4295,0.4873,0.6423,0.8193,0.7308
29,0.128,0.6092,0.8044,0.6764,0.2595,0.468,0.5405,0.4317,0.4861,0.645,0.807,0.726
29.1,0.1248,0.6092,0.8222,0.6844,0.2526,0.4685,0.5368,0.4358,0.4863,0.6475,0.7952,0.7213
29.2,0.1225,0.6087,0.8353,0.6904,0.2504,0.4704,0.5336,0.4418,0.4877,0.6494,0.7838,0.7166
29.3,0.1227,0.6074,0.8436,0.6941,0.2536,0.4739,0.5309,0.4498,0.4903,0.6508,0.7729,0.7118
29.4,0.1263,0.605,0.8467,0.6954,0.2625,0.479,0.5282,0.4604,0.4943,0.6518,0.7624,0.7071
29.5,0.1328,0.6008,0.8439,0.694,0.2769,0.4855,0.5253,0.4743,0.4998,0.6525,0.7528,0.7027
29.6,0.1411,0.5948,0.8341,0.69,0.2969,0.4934,0.522,0.4915,0.5068,0.6533,0.7447,0.699
29.7,0.1492,0.5872,0.8165,0.6833,0.3225,0.5029,0.5181,0.5112,0.5147,0.6538,0.7388,0.6963
29.8,0.155,0.5783,0.7909,0.6742,0.3538,0.514,0.5137,0.5319,0.5228,0.6536,0.735,0.6943
29.9,0.1571,0.568,0.7584,0.6624,0.3899,0.5262,0.5084,0.5519,0.5301,0.6517,0.7332,0.6925
