Time,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
0,-0.4259,0.5528,0.5712,0.6634,0.6124,0.6379,0.6578,0.6111,0.6344,0.5328,0.5615,0.5471
0.1,-0.4302,0.541,0.5765,0.6722,0.6154,0.6438,0.6851,0.622,0.6535,0.5541,0.5754,0.5647
0.2,-0.4203,0.5273,0.5839,0.6809,0.6179,0.6494,0.7119,0.6339,0.6729,0.5781,0.5916,0.5849
0.3,-0.3983,0.5124,0.593,0.6893,0.62,0.6547,0.7378,0.6465,0.6922,0.6043,0.6096,0.607
0.4,-0.3658,0.4973,0.6034,0.6974,0.622,0.6597,0.7625,0.6594,0.7109,0.632,0.6288,0.6304
0.5,-0.3251,0.4832,0.6147,0.705,0.6243,0.6647,0.7853,0.6721,0.7287,0.6607,0.6488,0.6548
0.6,-0.2785,0.4714,0.6263,0.712,0.6274,0.6697,0.8057,0.6844,0.7451,0.6897,0.6691,0.6794
0.7,-0.228,0.463,0.6378,0.7184,0.6316,0.675,0.8232,0.6958,0.7595,0.7185,0.6892,0.7038
0.8,-0.1747,0.4581,0.649,0.7238,0.6367,0.6803,0.8377,0.706,0.7719,0.7464,0.7085,0.7274
0.9,-0.1194,0.456,0.6601,0.7278,0.6423,0.685,0.8492,0.7148,0.782,0.7729,0.7264,0.7497
1,-0.0629,0.4563,0.6709,0.7299,0.6479,0.6889,0.8576,0.7219,0.7898,0.7974,0.7425,0.77
1.1,-0.0069,0.4586,0.6817,0.73,0.6537,0.6919,0.8633,0.7272,0.7953,0.8195,0.7565,0.788
1.2,0.0462,0.4629,0.6926,0.7283,0.66,0.6941,0.8667,0.7308,0.7988,0.8391,0.7681,0.8036
1.3,0.0944,0.4688,0.704,0.7248,0.667,0.6959,0.8683,0.7326,0.8004,0.8559,0.7772,0.8165
1.4,0.1359,0.4759,0.7157,0.7195,0.6755,0.6975,0.8682,0.733,0.8006,0.8696,0.7838,0.8267
1.5,0.1692,0.4837,0.7273,0.7122,0.6862,0.6992,0.8667,0.7324,0.7996,0.8801,0.7876,0.8338
1.6,0.193,0.4916,0.7384,0.7028,0.7,0.7014,0.8642,0.7312,0.7977,0.8872,0.7885,0.8378
1.7,0.2072,0.4996,0.7482,0.6919,0.7163,0.7041,0.8609,0.7297,0.7953,0.891,0.7866,0.8388
1.8,0.2124,0.5081,0.7559,0.6805,0.7337,0.7071,0.8576,0.7281,0.7928,0.8917,0.7826,0.8371
1.9,0.2095,0.5176,0.7604,0.6696,0.7507,0.7102,0.8547,0.7265,0.7906,0.8894,0.7767,0.8331
2,0.1997,0.5282,0.7616,0.6596,0.7664,0.713,0.8526,0.7252,0.7889,0.8845,0.7695,0.827
2.1,0.1847,0.5394,0.7601,0.6502,0.7801,0.7151,0.8516,0.7243,0.788,0.8775,0.7612,0.8193
2.2,0.1662,0.5509,0.7565,0.641,0.7913,0.7161,0.852,0.7242,0.7881,0.8688,0.7521,0.8104
2.3,0.1456,0.5625,0.7514,0.632,0.7996,0.7158,0.8538,0.7248,0.7893,0.859,0.7424,0.8007
2.4,0.1239,0.5746,0.7454,0.6233,0.8052,0.7142,0.8569,0.7261,0.7915,0.8487,0.7323,0.7905
2.5,0.1024,0.5873,0.7391,0.615,0.8082,0.7116,0.8612,0.7278,0.7945,0.8384,0.7221,0.7803
2.6,0.0816,0.6006,0.7331,0.6072,0.8087,0.7079,0.8665,0.7299,0.7982,0.8286,0.7119,0.7703
2.7,0.0615,0.6137,0.7278,0.5994,0.8071,0.7033,0.8721,0.7321,0.8021,0.8193,0.7022,0.7608
2.8,0.0417,0.626,0.7238,0.5913,0.8038,0.6976,0.8773,0.7343,0.8058,0.8108,0.6935,0.7521
2.9,0.0228,0.637,0.7213,0.5828,0.7992,0.691,0.8815,0.7363,0.8089,0.8031,0.686,0.7445
3,0.0058,0.6471,0.7197,0.5743,0.7939,0.6841,0.8843,0.7379,0.8111,0.7959,0.6804,0.7381
3.1,-0.0079,0.6565,0.7187,0.5663,0.7884,0.6774,0.8854,0.7391,0.8122,0.7891,0.6769,0.733
3.2,-0.0179,0.6652,0.7177,0.5591,0.7833,0.6712,0.8844,0.7396,0.812,0.7827,0.6757,0.7292
3.3,-0.0258,0.6728,0.7162,0.5522,0.7784,0.6653,0.8811,0.739,0.81,0.7767,0.6765,0.7266
3.4,-0.0333,0.6785,0.714,0.5455,0.7739,0.6597,0.8752,0.7371,0.8062,0.7711,0.6788,0.725
3.5,-0.0418,0.6817,0.7105,0.5387,0.7697,0.6542,0.8668,0.7335,0.8002,0.766,0.6822,0.7241
3.6,-0.0518,0.6826,0.7057,0.5318,0.7658,0.6488,0.856,0.7284,0.7922,0.761,0.6864,0.7237
3.7,-0.0634,0.6811,0.6991,0.525,0.7619,0.6435,0.8429,0.722,0.7824,0.7556,0.6913,0.7235
3.8,-0.0765,0.6775,0.6907,0.5185,0.758,0.6382,0.8278,0.7144,0.7711,0.7496,0.6965,0.723
3.9,-0.0897,0.6713,0.6798,0.5123,0.7535,0.6329,0.8112,0.7059,0.7585,0.7425,0.7016,0.7221
4,-0.1016,0.6621,0.666,0.5064,0.7479,0.6272,0.7933,0.6966,0.745,0.7341,0.7061,0.7201
4.1,-0.1108,0.6494,0.6488,0.5009,0.7408,0.6209,0.7747,0.6866,0.7307,0.7243,0.7094,0.7169
4.2,-0.1166,0.6341,0.6277,0.4957,0.7322,0.6139,0.7554,0.6757,0.7155,0.7128,0.711,0.7119
4.3,-0.1188,0.6169,0.6023,0.4908,0.7221,0.6065,0.7353,0.6635,0.6994,0.6995,0.7103,0.7049
4.4,-0.1172,0.5989,0.5721,0.4864,0.7106,0.5985,0.7145,0.6497,0.6821,0.6843,0.7068,0.6955
4.5,-0.1129,0.5809,0.5372,0.4824,0.6985,0.5904,0.6937,0.6347,0.6642,0.6677,0.7001,0.6839
4.6,-0.1075,0.5638,0.4972,0.4789,0.6861,0.5825,0.6738,0.619,0.6464,0.6502,0.6902,0.6702
4.7,-0.1024,0.5486,0.4523,0.4762,0.6743,0.5752,0.6557,0.6032,0.6295,0.6323,0.6769,0.6546
4.8,-0.0985,0.5359,0.4037,0.4743,0.6626,0.5684,0.64,0.5874,0.6137,0.6144,0.6602,0.6373
4.9,-0.0961,0.5262,0.3529,0.4734,0.6503,0.5619,0.6269,0.5719,0.5994,0.5967,0.6407,0.6187
5,-0.0954,0.5201,0.3018,0.4738,0.6368,0.5553,0.617,0.5566,0.5868,0.5794,0.6185,0.599
5.1,-0.097,0.5185,0.2528,0.4758,0.6221,0.549,0.6103,0.5426,0.5765,0.5631,0.5948,0.5789
5.2,-0.1013,0.5224,0.2086,0.48,0.6071,0.5435,0.6073,0.5313,0.5693,0.5482,0.5707,0.5595
5.3,-0.1087,0.5328,0.1721,0.487,0.5922,0.5396,0.6081,0.524,0.5661,0.5353,0.5477,0.5415
5.4,-0.1192,0.5498,0.1445,0.4973,0.5787,0.538,0.6127,0.5213,0.567,0.5248,0.5267,0.5258
5.5,-0.1319,0.573,0.1261,0.511,0.568,0.5395,0.621,0.5229,0.5719,0.5173,0.5083,0.5128
5.6,-0.1463,0.6018,0.1169,0.5284,0.5617,0.5451,0.6326,0.5286,0.5806,0.5133,0.4932,0.5033
5.7,-0.1612,0.6356,0.1163,0.5501,0.5606,0.5553,0.6473,0.5378,0.5925,0.5128,0.4819,0.4973
5.8,-0.1749,0.6736,0.1227,0.5771,0.5649,0.571,0.6647,0.55,0.6074,0.5155,0.4744,0.495
5.9,-0.1856,0.7149,0.1348,0.6103,0.5751,0.5927,0.6845,0.5647,0.6246,0.5211,0.471,0.4961
6,-0.1923,0.7583,0.1511,0.6494,0.591,0.6202,0.7058,0.5811,0.6434,0.5289,0.4713,0.5001
6.1,-0.1945,0.8022,0.1706,0.6924,0.6118,0.6521,0.7269,0.5984,0.6627,0.5372,0.4746,0.5059
6.2,-0.1918,0.8447,0.1922,0.7374,0.6369,0.6871,0.7465,0.6159,0.6812,0.5446,0.48,0.5123
6.3,-0.1841,0.8844,0.2146,0.7825,0.6653,0.7239,0.7634,0.6327,0.6981,0.5499,0.4866,0.5183
6.4,-0.1721,0.9205,0.2365,0.8264,0.6955,0.761,0.7777,0.6483,0.713,0.5525,0.4931,0.5228
6.5,-0.1565,0.952,0.2564,0.8676,0.7262,0.7969,0.7893,0.6621,0.7257,0.5516,0.4984,0.525
6.6,-0.138,0.9782,0.2734,0.9051,0.756,0.8306,0.7983,0.6736,0.736,0.5471,0.5016,0.5243
6.7,-0.1177,0.9988,0.2876,0.939,0.7838,0.8614,0.805,0.6827,0.7439,0.539,0.5028,0.5209
6.8,-0.0967,1.0133,0.2992,0.9693,0.8085,0.8889,0.8098,0.6894,0.7496,0.5278,0.5023,0.515
6.9,-0.0756,1.0217,0.3083,0.9959,0.8294,0.9126,0.813,0.6937,0.7534,0.5136,0.5002,0.5069
7,-0.0544,1.0242,0.3154,1.0183,0.8466,0.9324,0.8152,0.696,0.7556,0.4968,0.4967,0.4967
7.1,-0.0328,1.0212,0.3206,1.0361,0.8599,0.948,0.8169,0.6968,0.7569,0.4777,0.4918,0.4847
7.2,-0.011,1.0132,0.3244,1.049,0.8698,0.9594,0.8187,0.6966,0.7577,0.4568,0.4858,0.4713
7.3,0.0094,1.0011,0.3273,1.0574,0.8768,0.9671,0.8212,0.696,0.7586,0.435,0.4791,0.457
7.4,0.0267,0.9859,0.3298,1.0615,0.8815,0.9715,0.8249,0.6957,0.7603,0.4134,0.4721,0.4428
7.5,0.0395,0.9686,0.3324,1.062,0.8846,0.9733,0.8303,0.6963,0.7633,0.3931,0.4654,0.4293
7.6,0.0479,0.9503,0.3358,1.0593,0.8862,0.9727,0.8377,0.6986,0.7681,0.3745,0.4592,0.4169
7.7,0.0521,0.9319,0.3405,1.0541,0.8863,0.9702,0.8476,0.7031,0.7753,0.3583,0.4537,0.406
7.8,0.0526,0.9141,0.347,1.0471,0.8851,0.9661,0.8601,0.7104,0.7853,0.3447,0.4491,0.3969
7.9,0.0504,0.8972,0.355,1.0385,0.8822,0.9603,0.8741,0.7203,0.7972,0.3337,0.4454,0.3896
8,0.047,0.8809,0.3639,1.0283,0.8774,0.9528,0.8883,0.732,0.8102,0.3249,0.4426,0.3837
8.1,0.0437,0.8652,0.3733,1.0166,0.8704,0.9435,0.9013,0.7452,0.8232,0.3179,0.4405,0.3792
8.2,0.0407,0.8501,0.3828,1.0037,0.8614,0.9326,0.9124,0.7595,0.8359,0.3129,0.4391,0.376
8.3,0.0383,0.8355,0.3919,0.9897,0.8506,0.9201,0.9207,0.7748,0.8478,0.3098,0.4386,0.3742
8.4,0.0364,0.8217,0.4005,0.9748,0.8384,0.9066,0.9258,0.7909,0.8583,0.3089,0.4389,0.3739
8.5,0.0345,0.809,0.4083,0.9594,0.8253,0.8923,0.9274,0.8074,0.8674,0.3104,0.4401,0.3753
8.6,0.0315,0.7979,0.4155,0.9437,0.8124,0.878,0.9259,0.8237,0.8748,0.3148,0.4421,0.3784
8.7,0.0266,0.7888,0.422,0.928,0.8003,0.8642,0.9213,0.8393,0.8803,0.3222,0.445,0.3836
8.8,0.02,0.7818,0.428,0.9128,0.7897,0.8513,0.914,0.8536,0.8838,0.3327,0.4486,0.3906
8.9,0.0124,0.7766,0.4336,0.8983,0.781,0.8397,0.9044,0.8663,0.8854,0.3459,0.4528,0.3994
9,0.0047,0.7728,0.439,0.8849,0.7746,0.8298,0.8928,0.8771,0.8849,0.3616,0.4576,0.4096
9.1,-0.003,0.7701,0.4444,0.8724,0.7704,0.8214,0.8795,0.8857,0.8826,0.3795,0.4631,0.4213
9.2,-0.0108,0.7677,0.4505,0.8602,0.7678,0.814,0.8649,0.8923,0.8786,0.3996,0.4699,0.4347
9.3,-0.0189,0.7652,0.4575,0.8479,0.7663,0.8071,0.8491,0.8967,0.8729,0.4218,0.4784,0.4501
9.4,-0.027,0.7623,0.4661,0.8355,0.7658,0.8007,0.8327,0.8993,0.866,0.4462,0.4891,0.4677
9.5,-0.0347,0.7591,0.4766,0.8238,0.7664,0.7951,0.8165,0.9006,0.8586,0.473,0.5023,0.4876
9.6,-0.0415,0.7556,0.4897,0.8134,0.7682,0.7908,0.8012,0.9011,0.8511,0.5022,0.5183,0.5103
9.7,-0.0475,0.7521,0.5057,0.8052,0.7713,0.7882,0.7875,0.9012,0.8443,0.5339,0.5376,0.5357
9.8,-0.0529,0.749,0.5244,0.7997,0.7758,0.7877,0.7762,0.9014,0.8388,0.5677,0.5604,0.564
9.9,-0.0583,0.7468,0.5461,0.7979,0.7818,0.7898,0.7679,0.9021,0.835,0.6032,0.5872,0.5952
10,-0.0643,0.7457,0.5704,0.8,0.7894,0.7947,0.7632,0.9038,0.8335,0.6399,0.6177,0.6288
10.1,-0.072,0.7458,0.5973,0.8058,0.799,0.8024,0.7623,0.907,0.8346,0.6768,0.6511,0.664
10.2,-0.0822,0.747,0.6264,0.815,0.8107,0.8129,0.7651,0.912,0.8386,0.7127,0.6867,0.6997
10.3,-0.0956,0.7491,0.6572,0.8271,0.8246,0.8258,0.7715,0.9193,0.8454,0.7466,0.7234,0.735
10.4,-0.1121,0.7516,0.6889,0.8409,0.8398,0.8404,0.7806,0.9287,0.8547,0.7775,0.7603,0.7689
10.5,-0.1316,0.7539,0.7208,0.8553,0.8557,0.8555,0.7916,0.9403,0.8659,0.8044,0.7961,0.8002
10.6,-0.1534,0.7554,0.752,0.8691,0.8714,0.8703,0.8034,0.9539,0.8786,0.8263,0.8297,0.828
10.7,-0.1752,0.7558,0.7819,0.8819,0.886,0.8839,0.8153,0.969,0.8921,0.842,0.8596,0.8508
10.8,-0.1948,0.7544,0.8098,0.8929,0.8983,0.8956,0.8263,0.985,0.9057,0.8506,0.8843,0.8674
10.9,-0.2105,0.7508,0.8349,0.9016,0.9077,0.9046,0.8357,1.0013,0.9185,0.851,0.9023,0.8766
11,-0.2221,0.7445,0.8569,0.9075,0.9136,0.9105,0.8428,1.0169,0.9299,0.843,0.9128,0.8779
11.1,-0.2296,0.7349,0.8749,0.9098,0.9158,0.9128,0.8472,1.0306,0.9389,0.8265,0.915,0.8708
11.2,-0.2328,0.7217,0.8887,0.9082,0.9142,0.9112,0.8485,1.0415,0.945,0.8017,0.9083,0.855
11.3,-0.2303,0.7052,0.8981,0.9024,0.9085,0.9055,0.8465,1.0489,0.9477,0.7699,0.8933,0.8316
11.4,-0.2205,0.6859,0.903,0.8923,0.8988,0.8955,0.8412,1.0525,0.9469,0.7326,0.8707,0.8017
11.5,-0.2021,0.6644,0.9036,0.8776,0.885,0.8813,0.8328,1.0516,0.9422,0.6914,0.8416,0.7665
11.6,-0.1755,0.6413,0.9001,0.8588,0.8678,0.8633,0.8215,1.0459,0.9337,0.6485,0.8073,0.7279
11.7,-0.1412,0.6174,0.8928,0.8364,0.8474,0.8419,0.8075,1.035,0.9212,0.6064,0.7694,0.6879
11.8,-0.1001,0.5935,0.8822,0.8109,0.8247,0.8178,0.7911,1.0187,0.9049,0.5673,0.7296,0.6484
11.9,-0.0528,0.5704,0.8687,0.7841,0.8006,0.7924,0.7731,0.9974,0.8852,0.5322,0.6892,0.6107
12,0.0001,0.5492,0.8528,0.7579,0.7763,0.7671,0.7544,0.9717,0.863,0.502,0.6497,0.5759
12.1,0.0578,0.5307,0.8349,0.7341,0.7528,0.7435,0.7359,0.9423,0.8391,0.4774,0.6124,0.5449
12.2,0.118,0.5154,0.8159,0.7134,0.7305,0.7219,0.7183,0.9104,0.8144,0.4591,0.5787,0.5189
12.3,0.1775,0.5034,0.7968,0.6956,0.7092,0.7024,0.7026,0.877,0.7898,0.4478,0.5497,0.4987
12.4,0.2334,0.4949,0.7787,0.681,0.6892,0.6851,0.6895,0.8434,0.7665,0.4441,0.5265,0.4853
12.5,0.2832,0.4903,0.7625,0.6696,0.671,0.6703,0.6795,0.8111,0.7453,0.4483,0.5099,0.4791
12.6,0.3248,0.49,0.7492,0.6617,0.6558,0.6587,0.6728,0.7818,0.7273,0.46,0.5003,0.4801
12.7,0.3562,0.4943,0.7397,0.6576,0.6447,0.6512,0.6698,0.7568,0.7133,0.479,0.4983,0.4887
12.8,0.3766,0.5033,0.7344,0.6573,0.6383,0.6478,0.6705,0.737,0.7038,0.5047,0.5038,0.5043
12.9,0.3856,0.5166,0.7332,0.6603,0.6371,0.6487,0.6747,0.7223,0.6985,0.5359,0.5165,0.5262
13,0.3833,0.534,0.7362,0.6665,0.6412,0.6539,0.6822,0.7127,0.6975,0.5715,0.5361,0.5538
13.1,0.3697,0.5543,0.7431,0.6751,0.6506,0.6629,0.6926,0.708,0.7003,0.6103,0.562,0.5862
13.2,0.3453,0.5762,0.7536,0.6856,0.6644,0.675,0.7054,0.708,0.7067,0.6511,0.593,0.6221
13.3,0.3106,0.5982,0.7672,0.697,0.682,0.6895,0.72,0.7125,0.7162,0.6927,0.6282,0.6605
13.4,0.267,0.6191,0.7831,0.7088,0.7021,0.7055,0.7355,0.7208,0.7281,0.7339,0.6661,0.7
13.5,0.2175,0.6378,0.8004,0.7203,0.7228,0.7215,0.7506,0.7319,0.7412,0.7736,0.7049,0.7392
13.6,0.1648,0.6535,0.818,0.7309,0.7421,0.7365,0.7643,0.7445,0.7544,0.8106,0.7428,0.7767
13.7,0.1116,0.6657,0.8349,0.74,0.7587,0.7493,0.7756,0.7575,0.7665,0.8439,0.7782,0.8111
13.8,0.0599,0.674,0.8504,0.7465,0.7719,0.7592,0.7844,0.7697,0.777,0.8727,0.8098,0.8413
13.9,0.012,0.6785,0.8634,0.7496,0.7812,0.7654,0.7905,0.78,0.7853,0.8963,0.8363,0.8663
14,-0.0307,0.6793,0.8734,0.7488,0.7865,0.7676,0.7939,0.7874,0.7906,0.9141,0.8567,0.8854
14.1,-0.068,0.6768,0.8796,0.7446,0.788,0.7663,0.7946,0.7911,0.7929,0.9259,0.8709,0.8984
14.2,-0.0999,0.6716,0.8815,0.7375,0.786,0.7618,0.7925,0.7908,0.7917,0.9315,0.8786,0.9051
14.3,-0.1256,0.6642,0.8785,0.7281,0.781,0.7546,0.7875,0.7861,0.7868,0.9308,0.88,0.9054
14.4,-0.1439,0.6553,0.8703,0.7168,0.7731,0.745,0.7796,0.7771,0.7783,0.924,0.8757,0.8999
14.5,-0.1531,0.6456,0.8568,0.7039,0.7627,0.7333,0.7685,0.7641,0.7663,0.9112,0.8665,0.8888
14.6,-0.1523,0.6359,0.838,0.6899,0.75,0.72,0.7545,0.7475,0.751,0.8927,0.853,0.8728
14.7,-0.1427,0.6266,0.8144,0.6758,0.7363,0.7061,0.738,0.7284,0.7332,0.8695,0.8363,0.8529
14.8,-0.1254,0.6185,0.7868,0.6629,0.7226,0.6927,0.7198,0.7078,0.7138,0.8426,0.8175,0.8301
14.9,-0.1019,0.6121,0.7559,0.6519,0.7098,0.6808,0.7007,0.6867,0.6937,0.813,0.7976,0.8053
15,-0.074,0.6071,0.7229,0.6433,0.6979,0.6706,0.6817,0.6659,0.6738,0.7818,0.777,0.7794
15.1,-0.0438,0.6034,0.6889,0.6373,0.6869,0.6621,0.664,0.6458,0.6549,0.7503,0.7565,0.7534
15.2,-0.0127,0.6006,0.6554,0.6342,0.6766,0.6554,0.6485,0.6271,0.6378,0.7196,0.7365,0.728
15.3,0.0186,0.5989,0.6239,0.6336,0.6667,0.6501,0.636,0.6101,0.623,0.6909,0.7178,0.7044
15.4,0.0501,0.5984,0.5961,0.6354,0.6569,0.6461,0.6272,0.5953,0.6113,0.6656,0.7014,0.6835
15.5,0.0815,0.5991,0.5737,0.6392,0.647,0.6431,0.6226,0.5832,0.6029,0.6447,0.6881,0.6664
15.6,0.1122,0.6011,0.5576,0.6449,0.6372,0.6411,0.6226,0.5745,0.5985,0.629,0.6786,0.6538
15.7,0.1412,0.6041,0.5482,0.6523,0.6282,0.6403,0.6273,0.5696,0.5985,0.6186,0.6736,0.6461
15.8,0.1678,0.6078,0.5461,0.6612,0.6204,0.6408,0.6369,0.5692,0.603,0.6137,0.6736,0.6436
15.9,0.1908,0.6121,0.5511,0.6712,0.6143,0.6428,0.6504,0.5732,0.6118,0.6139,0.6782,0.6461
16,0.2093,0.6166,0.5627,0.6818,0.6102,0.646,0.6666,0.5815,0.6241,0.6185,0.6867,0.6526
16.1,0.2223,0.621,0.5802,0.6924,0.6084,0.6504,0.6844,0.5938,0.6391,0.6267,0.6985,0.6626
16.2,0.229,0.6252,0.6023,0.7029,0.6091,0.656,0.7027,0.6096,0.6561,0.6378,0.7125,0.6752
16.3,0.2292,0.6293,0.627,0.7131,0.612,0.6626,0.7209,0.6279,0.6744,0.6512,0.7281,0.6897
16.4,0.2223,0.6333,0.6524,0.723,0.6171,0.67,0.7382,0.6481,0.6931,0.6664,0.7442,0.7053
16.5,0.2087,0.6367,0.6776,0.7319,0.6233,0.6776,0.7538,0.669,0.7114,0.6826,0.7602,0.7214
16.6,0.1896,0.6383,0.7017,0.7391,0.6297,0.6844,0.767,0.6897,0.7283,0.6993,0.7757,0.7375
16.7,0.1658,0.6373,0.7242,0.7438,0.6349,0.6893,0.777,0.7091,0.743,0.7159,0.7904,0.7531
16.8,0.1379,0.6334,0.7442,0.7455,0.6387,0.6921,0.7833,0.7264,0.7549,0.7317,0.8036,0.7676
16.9,0.1061,0.6269,0.7611,0.7441,0.6413,0.6927,0.7859,0.7413,0.7636,0.7459,0.815,0.7805
17,0.0706,0.6182,0.7739,0.7395,0.6431,0.6913,0.7846,0.7532,0.7689,0.7579,0.824,0.7909
17.1,0.0323,0.6078,0.7825,0.7321,0.6444,0.6882,0.7797,0.7621,0.7709,0.767,0.8304,0.7987
17.2,-0.0067,0.5964,0.7872,0.7224,0.6454,0.6839,0.7716,0.7683,0.7699,0.773,0.8343,0.8037
17.3,-0.0446,0.5848,0.7883,0.7114,0.6461,0.6787,0.7607,0.7723,0.7665,0.7755,0.8358,0.8057
17.4,-0.0796,0.5733,0.7863,0.6997,0.6465,0.6731,0.7473,0.7744,0.7609,0.7743,0.8349,0.8046
17.5,-0.1101,0.5623,0.782,0.6881,0.6463,0.6672,0.7317,0.7751,0.7534,0.7691,0.8315,0.8003
17.6,-0.1348,0.5518,0.7759,0.6774,0.6449,0.6611,0.714,0.7749,0.7445,0.7598,0.8253,0.7926
17.7,-0.1528,0.5421,0.7688,0.6679,0.6422,0.655,0.6948,0.7739,0.7344,0.7464,0.8164,0.7814
17.8,-0.1642,0.5331,0.7612,0.6594,0.6384,0.6489,0.6748,0.7724,0.7236,0.7296,0.8051,0.7673
17.9,-0.1692,0.5249,0.7539,0.6516,0.6337,0.6426,0.6548,0.7703,0.7126,0.7099,0.7915,0.7507
18,-0.1686,0.5175,0.7472,0.6444,0.6283,0.6363,0.6355,0.7679,0.7017,0.6881,0.776,0.7321
18.1,-0.1635,0.5104,0.7412,0.6375,0.6225,0.63,0.6173,0.7652,0.6913,0.665,0.7593,0.7122
18.2,-0.1552,0.5036,0.736,0.631,0.6168,0.6239,0.6005,0.7624,0.6815,0.6414,0.742,0.6917
18.3,-0.145,0.4968,0.7317,0.6249,0.6115,0.6182,0.5853,0.7597,0.6725,0.618,0.7248,0.6714
18.4,-0.1331,0.4903,0.7284,0.6194,0.6069,0.6131,0.572,0.7575,0.6648,0.5957,0.7082,0.6519
18.5,-0.1198,0.4844,0.7264,0.6148,0.6031,0.6089,0.5609,0.7561,0.6585,0.575,0.6926,0.6338
18.6,-0.1054,0.4794,0.726,0.6115,0.6005,0.606,0.5522,0.756,0.6541,0.5567,0.6787,0.6177
18.7,-0.0907,0.4753,0.7274,0.61,0.5997,0.6048,0.5462,0.7575,0.6518,0.5412,0.6668,0.604
18.8,-0.0763,0.4722,0.7308,0.6108,0.6009,0.6059,0.543,0.761,0.652,0.5288,0.6574,0.5931
18.9,-0.0629,0.4701,0.7366,0.6142,0.6047,0.6095,0.5428,0.7669,0.6548,0.5198,0.6509,0.5854
19,-0.0513,0.4685,0.7442,0.6195,0.6105,0.615,0.5447,0.7748,0.6597,0.514,0.6468,0.5804
19.1,-0.0418,0.4668,0.7531,0.6256,0.6179,0.6217,0.5479,0.7842,0.666,0.5109,0.6445,0.5777
19.2,-0.0352,0.4644,0.7628,0.6318,0.6262,0.629,0.5513,0.7947,0.673,0.5103,0.6432,0.5768
19.3,-0.032,0.4616,0.7728,0.6379,0.6356,0.6367,0.5548,0.8057,0.6802,0.5118,0.6427,0.5773
19.4,-0.033,0.459,0.7827,0.644,0.6464,0.6452,0.5581,0.8166,0.6873,0.5154,0.6427,0.5791
19.5,-0.0385,0.4568,0.7923,0.6502,0.6588,0.6545,0.561,0.8269,0.6939,0.5208,0.6428,0.5818
19.6,-0.048,0.455,0.8007,0.6562,0.672,0.6641,0.5634,0.8355,0.6995,0.5271,0.6428,0.5849
19.7,-0.0606,0.4533,0.807,0.6614,0.6849,0.6731,0.5652,0.8413,0.7033,0.5334,0.6422,0.5878
19.8,-0.075,0.4515,0.8103,0.6651,0.6964,0.6808,0.5663,0.8432,0.7048,0.5388,0.6407,0.5897
19.9,-0.0904,0.4494,0.8101,0.6672,0.7061,0.6866,0.5663,0.8409,0.7036,0.5429,0.6382,0.5905
20,-0.1058,0.447,0.806,0.6674,0.7138,0.6906,0.5648,0.8342,0.6995,0.5459,0.6345,0.5902
20.1,-0.1203,0.4446,0.7976,0.6654,0.7195,0.6925,0.5613,0.8233,0.6923,0.5479,0.6296,0.5888
20.2,-0.1337,0.442,0.785,0.661,0.7234,0.6922,0.5557,0.8085,0.6821,0.5492,0.6237,0.5864
20.3,-0.1465,0.4394,0.7683,0.6539,0.7258,0.6898,0.5483,0.7903,0.6693,0.5498,0.617,0.5834
20.4,-0.1589,0.4367,0.748,0.6436,0.727,0.6853,0.5393,0.7694,0.6543,0.55,0.61,0.58
20.5,-0.1713,0.4339,0.7246,0.6302,0.7273,0.6787,0.5289,0.7464,0.6377,0.5499,0.603,0.5764
20.6,-0.1841,0.4307,0.6994,0.6136,0.7266,0.6701,0.5176,0.7222,0.6199,0.5495,0.5963,0.5729
20.7,-0.1977,0.4268,0.6737,0.5942,0.725,0.6596,0.5057,0.6978,0.6018,0.5489,0.5903,0.5696
20.8,-0.2124,0.4223,0.6482,0.5718,0.7228,0.6473,0.4935,0.6738,0.5837,0.548,0.5853,0.5666
20.9,-0.2288,0.4173,0.6235,0.5465,0.7205,0.6335,0.4813,0.6509,0.5661,0.547,0.5811,0.564
21,-0.2472,0.412,0.6,0.5183,0.7189,0.6186,0.4693,0.6295,0.5494,0.5457,0.578,0.5619
21.1,-0.2673,0.4067,0.5782,0.4877,0.7183,0.603,0.4579,0.6102,0.5341,0.5445,0.5759,0.5602
21.2,-0.2879,0.4017,0.5585,0.4562,0.7192,0.5877,0.4475,0.5937,0.5206,0.5434,0.575,0.5592
21.3,-0.3077,0.3975,0.5412,0.4251,0.7219,0.5735,0.4385,0.5804,0.5094,0.5429,0.5755,0.5592
21.4,-0.325,0.3944,0.5267,0.3963,0.7263,0.5613,0.4311,0.5708,0.501,0.543,0.5776,0.5603
21.5,-0.3382,0.3925,0.515,0.3717,0.7318,0.5518,0.426,0.5648,0.4954,0.544,0.5811,0.5626
21.6,-0.3455,0.3923,0.5061,0.3538,0.7375,0.5456,0.4234,0.5624,0.4929,0.5461,0.586,0.566
