Time,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
79.3,-0.1676,0.6848,0.6296,0.8614,0.5546,0.708,0.7156,0.7283,0.7219,0.6646,0.8332,0.7489
79.4,-0.1576,0.6902,0.6453,0.8584,0.5495,0.704,0.715,0.7295,0.7222,0.6535,0.8373,0.7454
79.5,-0.1449,0.6944,0.6571,0.8542,0.5442,0.6992,0.7123,0.7289,0.7206,0.641,0.839,0.74
79.6,-0.1321,0.6975,0.6644,0.8488,0.5394,0.6941,0.7077,0.7265,0.7171,0.6275,0.8386,0.7331
79.7,-0.1197,0.7001,0.6675,0.8424,0.536,0.6892,0.7014,0.7223,0.7119,0.6139,0.8364,0.7252
79.8,-0.1073,0.7026,0.6673,0.8356,0.5346,0.6851,0.6936,0.7166,0.7051,0.6011,0.8331,0.7171
79.9,-0.0945,0.7054,0.6646,0.8288,0.536,0.6824,0.6848,0.7095,0.6971,0.59,0.8292,0.7096
80,-0.0814,0.7088,0.6602,0.8221,0.5398,0.6809,0.6749,0.7014,0.6882,0.5809,0.8248,0.7028
80.1,-0.0681,0.7127,0.655,0.8155,0.5454,0.6805,0.6642,0.6928,0.6785,0.5738,0.82,0.6969
80.2,-0.0548,0.7173,0.6499,0.8091,0.552,0.6805,0.6529,0.684,0.6684,0.5686,0.8148,0.6917
80.3,-0.0414,0.7226,0.6455,0.8031,0.559,0.681,0.6413,0.6756,0.6585,0.5654,0.8092,0.6873
80.4,-0.028,0.7284,0.6424,0.7978,0.5662,0.682,0.6303,0.6683,0.6493,0.5642,0.8034,0.6838
80.5,-0.0144,0.7348,0.6411,0.7935,0.5732,0.6833,0.6205,0.663,0.6418,0.5649,0.7975,0.6812
80.6,-0.0005,0.7418,0.6418,0.7907,0.58,0.6854,0.6124,0.6599,0.6361,0.5675,0.7917,0.6796
80.7,0.0139,0.7496,0.6445,0.79,0.587,0.6885,0.6062,0.659,0.6326,0.5718,0.7862,0.679
80.8,0.0289,0.7583,0.6491,0.7917,0.5944,0.6931,0.6021,0.6602,0.6312,0.5778,0.7811,0.6795
80.9,0.0442,0.7678,0.6555,0.7961,0.6023,0.6992,0.6002,0.6634,0.6318,0.5849,0.7763,0.6806
81,0.0594,0.7777,0.663,0.8026,0.6105,0.7065,0.6006,0.668,0.6343,0.5924,0.771,0.6817
81.1,0.0738,0.7875,0.671,0.8109,0.6189,0.7149,0.6033,0.6737,0.6385,0.5994,0.7644,0.6819
81.2,0.0872,0.7971,0.6792,0.8205,0.6277,0.7241,0.6082,0.6801,0.6442,0.6053,0.7558,0.6806
81.3,0.0996,0.8066,0.6877,0.8315,0.6376,0.7345,0.6156,0.6867,0.6512,0.6098,0.7451,0.6775
81.4,0.111,0.8163,0.6963,0.8436,0.6494,0.7465,0.6255,0.6934,0.6594,0.6126,0.732,0.6723
81.5,0.1214,0.8263,0.7049,0.8567,0.6635,0.7601,0.6376,0.6998,0.6687,0.6134,0.7164,0.6649
81.6,0.1311,0.8365,0.7131,0.8701,0.6801,0.7751,0.651,0.7054,0.6782,0.6123,0.6988,0.6556
81.7,0.1401,0.847,0.7206,0.8833,0.6989,0.7911,0.6647,0.7098,0.6872,0.6091,0.6797,0.6444
81.8,0.1483,0.8575,0.727,0.8957,0.7198,0.8078,0.678,0.7128,0.6954,0.604,0.6596,0.6318
81.9,0.155,0.8672,0.732,0.9068,0.742,0.8244,0.6909,0.7147,0.7028,0.5974,0.639,0.6182
82,0.1594,0.8751,0.7355,0.916,0.7645,0.8403,0.7033,0.7158,0.7095,0.5897,0.6187,0.6042
82.1,0.1607,0.8806,0.7374,0.9229,0.7868,0.8548,0.7153,0.7164,0.7159,0.5815,0.5993,0.5904
82.2,0.1592,0.8834,0.7377,0.9274,0.8083,0.8678,0.727,0.7172,0.7221,0.5737,0.5814,0.5776
82.3,0.1548,0.8833,0.7368,0.9296,0.8287,0.8791,0.7383,0.7188,0.7286,0.5673,0.5658,0.5665
82.4,0.148,0.8803,0.735,0.9295,0.8475,0.8885,0.7493,0.7217,0.7355,0.563,0.553,0.558
82.5,0.1392,0.8744,0.7329,0.9268,0.8642,0.8955,0.7595,0.7257,0.7426,0.5609,0.5434,0.5522
82.6,0.1291,0.8655,0.7313,0.9213,0.8779,0.8996,0.7684,0.7307,0.7495,0.5609,0.5374,0.5491
82.7,0.1181,0.8537,0.7307,0.9127,0.8882,0.9004,0.7755,0.7362,0.7558,0.5627,0.5351,0.5489
82.8,0.1058,0.8397,0.7305,0.901,0.8952,0.8981,0.7808,0.7417,0.7612,0.5663,0.5361,0.5512
82.9,0.0911,0.8241,0.73,0.8865,0.8992,0.8928,0.7842,0.7467,0.7655,0.5712,0.54,0.5556
83,0.0733,0.8075,0.7286,0.8693,0.9006,0.8849,0.786,0.7508,0.7684,0.5773,0.5463,0.5618
83.1,0.053,0.7903,0.7261,0.8496,0.8994,0.8745,0.7863,0.7542,0.7702,0.5846,0.5547,0.5696
83.2,0.031,0.7726,0.7229,0.8275,0.8952,0.8614,0.7857,0.7575,0.7716,0.5932,0.5651,0.5791
83.3,0.0081,0.7548,0.719,0.8033,0.8881,0.8457,0.7844,0.7611,0.7728,0.6031,0.5773,0.5902
83.4,-0.0148,0.7369,0.7146,0.7769,0.8781,0.8275,0.7828,0.7651,0.7739,0.6143,0.5909,0.6026
83.5,-0.0372,0.7191,0.7096,0.7486,0.8658,0.8072,0.7808,0.7691,0.775,0.6262,0.6055,0.6159
83.6,-0.0581,0.7017,0.7042,0.7182,0.8514,0.7848,0.7785,0.773,0.7758,0.6385,0.6207,0.6296
83.7,-0.0771,0.685,0.6989,0.6865,0.8354,0.7609,0.7759,0.7769,0.7764,0.6514,0.6363,0.6438
83.8,-0.0936,0.6694,0.6946,0.6542,0.8184,0.7363,0.7728,0.7809,0.7769,0.6653,0.6525,0.6589
83.9,-0.1073,0.6551,0.6922,0.6221,0.801,0.7115,0.7693,0.7853,0.7773,0.6806,0.6697,0.6752
84,-0.118,0.6423,0.6924,0.5911,0.7836,0.6873,0.7654,0.79,0.7777,0.6974,0.6877,0.6925
84.1,-0.1256,0.6312,0.6954,0.5619,0.7669,0.6644,0.7613,0.795,0.7781,0.7156,0.7063,0.7109
84.2,-0.1302,0.6215,0.7019,0.5354,0.7515,0.6434,0.7573,0.8,0.7786,0.7351,0.7254,0.7302
84.3,-0.1316,0.6131,0.7121,0.5119,0.7373,0.6246,0.7532,0.8048,0.779,0.7554,0.7447,0.7501
84.4,-0.13,0.6056,0.7266,0.4914,0.7243,0.6079,0.7489,0.8089,0.7789,0.7757,0.764,0.7699
84.5,-0.1254,0.5984,0.7458,0.4739,0.7123,0.5931,0.7439,0.8121,0.778,0.7952,0.7831,0.7891
84.6,-0.1177,0.5912,0.7696,0.4593,0.7009,0.5801,0.7382,0.8139,0.7761,0.8133,0.8017,0.8075
84.7,-0.107,0.5841,0.7975,0.4475,0.6899,0.5687,0.7317,0.8144,0.7731,0.8299,0.8199,0.8249
84.8,-0.0932,0.577,0.8289,0.4382,0.6791,0.5586,0.7244,0.8135,0.7689,0.845,0.8374,0.8412
84.9,-0.0768,0.57,0.8627,0.4314,0.6683,0.5498,0.7165,0.8112,0.7638,0.8583,0.8544,0.8564
85,-0.0589,0.5631,0.8978,0.4272,0.6577,0.5425,0.7086,0.8078,0.7582,0.87,0.8706,0.8703
85.1,-0.0406,0.5564,0.9328,0.4257,0.6476,0.5367,0.7013,0.8037,0.7525,0.8802,0.8861,0.8831
85.2,-0.0231,0.55,0.9663,0.4269,0.6381,0.5325,0.695,0.7989,0.7469,0.8888,0.9005,0.8946
85.3,-0.0073,0.5443,0.9965,0.4304,0.6293,0.5299,0.6896,0.7933,0.7414,0.896,0.9132,0.9046
85.4,0.0059,0.5397,1.0218,0.4359,0.6214,0.5286,0.6849,0.7865,0.7357,0.9016,0.9235,0.9126
85.5,0.0158,0.5364,1.0406,0.443,0.6143,0.5286,0.6808,0.7781,0.7295,0.9057,0.9311,0.9184
85.6,0.0221,0.5346,1.0523,0.4509,0.6077,0.5293,0.677,0.7673,0.7221,0.9077,0.9353,0.9215
85.7,0.0248,0.5347,1.0561,0.4589,0.6012,0.5301,0.6731,0.7532,0.7132,0.9072,0.9358,0.9215
85.8,0.024,0.5366,1.0512,0.4663,0.5946,0.5304,0.6689,0.7351,0.702,0.9037,0.9323,0.918
85.9,0.0205,0.5394,1.0375,0.4722,0.5873,0.5297,0.6642,0.7127,0.6885,0.8971,0.9244,0.9108
86,0.0152,0.5421,1.0145,0.4757,0.5787,0.5272,0.6588,0.6859,0.6724,0.8874,0.9118,0.8996
86.1,0.0089,0.544,0.9825,0.4762,0.5687,0.5224,0.6526,0.655,0.6538,0.8747,0.8945,0.8846
86.2,0.0015,0.545,0.9431,0.4738,0.5581,0.516,0.6457,0.6219,0.6338,0.8595,0.873,0.8663
86.3,-0.0069,0.5449,0.8986,0.4689,0.5482,0.5085,0.6382,0.5889,0.6135,0.8426,0.8482,0.8454
86.4,-0.0165,0.5438,0.851,0.4619,0.5398,0.5009,0.6301,0.558,0.5941,0.8246,0.8208,0.8227
86.5,-0.0273,0.5417,0.8023,0.4535,0.5336,0.4936,0.622,0.5303,0.5761,0.8064,0.792,0.7992
86.6,-0.0393,0.5384,0.7546,0.4443,0.5301,0.4872,0.6141,0.5064,0.5602,0.7887,0.7631,0.7759
86.7,-0.0524,0.5341,0.7097,0.4352,0.5296,0.4824,0.6069,0.487,0.5469,0.7723,0.7353,0.7538
86.8,-0.0653,0.5285,0.6694,0.427,0.5318,0.4794,0.6012,0.4727,0.537,0.7579,0.7097,0.7338
86.9,-0.0765,0.5216,0.6352,0.4208,0.5364,0.4786,0.5979,0.4639,0.5309,0.7459,0.6873,0.7166
87,-0.0847,0.5132,0.6084,0.4176,0.5428,0.4802,0.598,0.4608,0.5294,0.737,0.6691,0.703
87.1,-0.0897,0.5046,0.5894,0.4181,0.5511,0.4846,0.6018,0.4633,0.5326,0.7313,0.6555,0.6934
87.2,-0.0922,0.4973,0.578,0.4231,0.5612,0.4922,0.6099,0.4707,0.5403,0.7289,0.6466,0.6878
87.3,-0.0927,0.4928,0.5738,0.4334,0.5732,0.5033,0.6225,0.4826,0.5525,0.7301,0.6425,0.6863
87.4,-0.0907,0.492,0.5762,0.4488,0.5867,0.5178,0.6391,0.498,0.5685,0.7344,0.6427,0.6885
87.5,-0.0848,0.4951,0.5844,0.4685,0.601,0.5348,0.6584,0.5162,0.5873,0.7414,0.6467,0.694
87.6,-0.0741,0.5027,0.5975,0.4919,0.6154,0.5536,0.6794,0.5361,0.6078,0.7506,0.6537,0.7021
87.7,-0.0586,0.5144,0.6144,0.518,0.6293,0.5736,0.7011,0.5572,0.6292,0.7615,0.6631,0.7123
87.8,-0.0392,0.5299,0.6335,0.5459,0.6421,0.594,0.7228,0.5787,0.6507,0.7735,0.674,0.7238
87.9,-0.017,0.5486,0.6533,0.5747,0.6533,0.614,0.7436,0.6001,0.6718,0.7861,0.6859,0.736
88,0.0063,0.5696,0.673,0.6036,0.6626,0.6331,0.7633,0.621,0.6921,0.7989,0.6981,0.7485
88.1,0.0281,0.5916,0.6921,0.6323,0.6702,0.6513,0.7819,0.6415,0.7117,0.8116,0.7102,0.7609
88.2,0.0459,0.6134,0.7101,0.6603,0.676,0.6681,0.7994,0.6616,0.7305,0.8237,0.7219,0.7728
88.3,0.058,0.6338,0.7267,0.6869,0.68,0.6834,0.8154,0.681,0.7482,0.8347,0.7328,0.7838
88.4,0.0636,0.6522,0.7418,0.7116,0.6818,0.6967,0.829,0.6992,0.7641,0.8436,0.7423,0.7929
88.5,0.062,0.6678,0.7551,0.7335,0.6814,0.7074,0.8392,0.7155,0.7773,0.8491,0.75,0.7996
88.6,0.054,0.6802,0.7664,0.7522,0.6785,0.7154,0.8455,0.7293,0.7874,0.8507,0.7559,0.8033
88.7,0.0421,0.6897,0.7756,0.7676,0.6731,0.7204,0.8479,0.7403,0.7941,0.8482,0.7603,0.8043
88.8,0.029,0.6966,0.7824,0.7796,0.6653,0.7225,0.8464,0.7479,0.7971,0.8414,0.7637,0.8026
88.9,0.0168,0.7011,0.7868,0.7881,0.6555,0.7218,0.8413,0.7521,0.7967,0.8306,0.7667,0.7987
89,0.0063,0.7034,0.789,0.7935,0.6445,0.719,0.8336,0.7534,0.7935,0.8167,0.7697,0.7932
89.1,-0.0018,0.7039,0.7892,0.796,0.6333,0.7147,0.8244,0.7524,0.7884,0.8007,0.7731,0.7869
89.2,-0.0072,0.7029,0.7877,0.7961,0.6229,0.7095,0.8146,0.7497,0.7822,0.7836,0.7774,0.7805
89.3,-0.011,0.7013,0.7854,0.7948,0.6146,0.7047,0.8046,0.7464,0.7755,0.7666,0.783,0.7748
89.4,-0.0142,0.7002,0.7829,0.7929,0.6096,0.7012,0.795,0.7434,0.7692,0.7507,0.7901,0.7704
89.5,-0.0177,0.7001,0.7807,0.7914,0.6087,0.7001,0.7863,0.7413,0.7638,0.737,0.799,0.768
89.6,-0.0222,0.7011,0.779,0.7902,0.6119,0.701,0.7787,0.7401,0.7594,0.7261,0.8098,0.768
89.7,-0.0285,0.703,0.7776,0.7893,0.6187,0.704,0.7726,0.7395,0.756,0.7186,0.8226,0.7706
89.8,-0.0367,0.7057,0.7764,0.7886,0.6286,0.7086,0.768,0.7392,0.7536,0.7148,0.8374,0.7761
89.9,-0.0453,0.7089,0.7751,0.7879,0.6409,0.7144,0.7648,0.7391,0.752,0.7148,0.8535,0.7842
90,-0.0526,0.7121,0.7735,0.7871,0.6544,0.7208,0.7628,0.739,0.7509,0.7185,0.8704,0.7945
90.1,-0.0572,0.7151,0.7711,0.786,0.6686,0.7273,0.7615,0.7387,0.7501,0.7258,0.8874,0.8066
90.2,-0.0592,0.718,0.7677,0.7854,0.6836,0.7345,0.761,0.7383,0.7497,0.736,0.9036,0.8198
90.3,-0.0589,0.7211,0.7628,0.7863,0.6995,0.7429,0.7613,0.738,0.7497,0.7483,0.9182,0.8333
90.4,-0.0568,0.7246,0.756,0.7897,0.7168,0.7532,0.7624,0.7378,0.7501,0.762,0.9303,0.8461
90.5,-0.0533,0.7287,0.7472,0.796,0.7355,0.7658,0.7641,0.7381,0.7511,0.7764,0.9392,0.8578
90.6,-0.0489,0.7338,0.7359,0.8055,0.7559,0.7807,0.7665,0.7391,0.7528,0.7907,0.9443,0.8675
90.7,-0.0441,0.7399,0.7223,0.8185,0.7781,0.7983,0.7694,0.7409,0.7551,0.8043,0.9449,0.8746
90.8,-0.0401,0.7466,0.706,0.834,0.8016,0.8178,0.7722,0.7435,0.7579,0.8165,0.9409,0.8787
90.9,-0.0387,0.7533,0.6869,0.8509,0.8261,0.8385,0.7743,0.7463,0.7603,0.8267,0.9319,0.8793
91,-0.0412,0.7594,0.665,0.8679,0.8509,0.8594,0.7751,0.749,0.7621,0.8344,0.9179,0.8761
91.1,-0.0482,0.765,0.6412,0.8847,0.8757,0.8802,0.7749,0.7517,0.7633,0.8393,0.8992,0.8692
91.2,-0.0599,0.7703,0.6168,0.901,0.9001,0.9005,0.7744,0.7547,0.7646,0.8415,0.8763,0.8589
91.3,-0.0762,0.7755,0.5931,0.9167,0.9235,0.9201,0.7744,0.7583,0.7664,0.8411,0.8499,0.8455
91.4,-0.0965,0.7806,0.5711,0.9314,0.9454,0.9384,0.7751,0.7623,0.7687,0.8385,0.8209,0.8297
91.5,-0.1195,0.7852,0.5517,0.9441,0.9645,0.9543,0.7761,0.7659,0.771,0.834,0.7908,0.8124
91.6,-0.144,0.789,0.5355,0.9541,0.9798,0.967,0.7772,0.7686,0.7729,0.8282,0.7607,0.7944
91.7,-0.1691,0.7916,0.5227,0.9604,0.9911,0.9757,0.7779,0.7697,0.7738,0.8212,0.7318,0.7765
91.8,-0.1941,0.7925,0.5129,0.9618,0.9983,0.9801,0.7778,0.7683,0.7731,0.8135,0.7047,0.7591
91.9,-0.2182,0.7912,0.5058,0.9572,1.0018,0.9795,0.7763,0.7636,0.77,0.805,0.6801,0.7426
92,-0.241,0.7875,0.5007,0.9462,1.0013,0.9738,0.7733,0.7554,0.7644,0.7964,0.6585,0.7275
92.1,-0.2617,0.7812,0.4968,0.9289,0.9965,0.9627,0.7687,0.744,0.7563,0.7881,0.6405,0.7143
92.2,-0.2799,0.7725,0.4934,0.9056,0.9869,0.9463,0.7626,0.7296,0.7461,0.781,0.6266,0.7038
92.3,-0.2953,0.761,0.4902,0.8767,0.9726,0.9247,0.7552,0.7128,0.734,0.7755,0.6168,0.6961
92.4,-0.3077,0.7466,0.4875,0.8429,0.954,0.8984,0.7469,0.6945,0.7207,0.772,0.611,0.6915
92.5,-0.3172,0.7288,0.4857,0.8046,0.9316,0.8681,0.7379,0.6755,0.7067,0.7709,0.609,0.69
92.6,-0.3238,0.7077,0.4851,0.7628,0.9056,0.8342,0.7286,0.6565,0.6925,0.7724,0.6103,0.6914
92.7,-0.3278,0.6835,0.4853,0.7186,0.8756,0.7971,0.7189,0.6375,0.6782,0.7759,0.6145,0.6952
92.8,-0.3295,0.6564,0.4863,0.6733,0.8412,0.7572,0.7088,0.6187,0.6638,0.7811,0.6208,0.7009
92.9,-0.3283,0.627,0.4879,0.628,0.8021,0.7151,0.6985,0.6003,0.6494,0.7872,0.6286,0.7079
93,-0.3224,0.5966,0.4907,0.5841,0.7594,0.6718,0.688,0.5828,0.6354,0.7936,0.6376,0.7156
93.1,-0.3096,0.5662,0.495,0.543,0.7138,0.6284,0.6778,0.5666,0.6222,0.7996,0.6474,0.7235
93.2,-0.2888,0.537,0.5012,0.5059,0.6667,0.5863,0.6679,0.5525,0.6102,0.8046,0.6576,0.7311
93.3,-0.2613,0.5096,0.5098,0.4737,0.6201,0.5469,0.6588,0.5408,0.5998,0.8083,0.6682,0.7383
93.4,-0.2292,0.4846,0.5211,0.4473,0.5764,0.5118,0.651,0.5323,0.5916,0.8103,0.6792,0.7447
93.5,-0.194,0.4625,0.5354,0.4274,0.5376,0.4825,0.6448,0.5273,0.586,0.8104,0.6904,0.7504
93.6,-0.1573,0.4436,0.5531,0.4145,0.5048,0.4596,0.6405,0.5265,0.5835,0.8087,0.7018,0.7552
93.7,-0.1206,0.4283,0.5744,0.4088,0.4789,0.4439,0.6384,0.5305,0.5844,0.8052,0.7133,0.7592
93.8,-0.0855,0.4167,0.5995,0.4104,0.4607,0.4355,0.6387,0.5395,0.5891,0.8001,0.7248,0.7624
93.9,-0.0542,0.4091,0.6276,0.418,0.4502,0.4341,0.6408,0.5534,0.5971,0.7936,0.7364,0.765
94,-0.0289,0.4055,0.6578,0.4301,0.4473,0.4387,0.6443,0.5718,0.608,0.7864,0.748,0.7672
94.1,-0.0118,0.406,0.689,0.4452,0.4518,0.4485,0.6487,0.5942,0.6214,0.7787,0.7597,0.7692
94.2,-0.0036,0.4105,0.7194,0.4631,0.4627,0.4629,0.6537,0.6192,0.6364,0.7704,0.7706,0.7705
94.3,-0.0047,0.4192,0.747,0.4833,0.4791,0.4812,0.6591,0.645,0.6521,0.7609,0.7796,0.7702
94.4,-0.0153,0.4317,0.7699,0.5057,0.4997,0.5027,0.6646,0.6701,0.6674,0.75,0.7856,0.7678
94.5,-0.0338,0.4472,0.7876,0.5297,0.523,0.5263,0.6702,0.6935,0.6818,0.738,0.7884,0.7632
94.6,-0.058,0.4646,0.8001,0.5544,0.5472,0.5508,0.6757,0.7145,0.6951,0.7256,0.7883,0.757
94.7,-0.0858,0.4828,0.8073,0.579,0.5706,0.5748,0.6811,0.7324,0.7068,0.7134,0.7853,0.7493
94.8,-0.1157,0.501,0.8093,0.6028,0.5927,0.5978,0.6859,0.7466,0.7162,0.7015,0.7796,0.7405
94.9,-0.1464,0.5183,0.8061,0.6249,0.6133,0.6191,0.6892,0.7566,0.7229,0.6899,0.7713,0.7306
95,-0.177,0.5342,0.7977,0.6446,0.6323,0.6384,0.6903,0.7618,0.7261,0.6787,0.7606,0.7196
95.1,-0.2056,0.5479,0.7845,0.6613,0.6491,0.6552,0.6892,0.7623,0.7257,0.6677,0.7477,0.7077
95.2,-0.2305,0.5587,0.767,0.6742,0.6632,0.6687,0.6859,0.7583,0.7221,0.657,0.7329,0.695
95.3,-0.2499,0.5659,0.7458,0.683,0.6739,0.6784,0.6807,0.7504,0.7156,0.6468,0.7165,0.6817
95.4,-0.2617,0.5693,0.7217,0.6877,0.6811,0.6844,0.6741,0.739,0.7065,0.6371,0.699,0.668
95.5,-0.2642,0.5687,0.696,0.689,0.6848,0.6869,0.6663,0.7252,0.6957,0.6281,0.681,0.6545
95.6,-0.2557,0.5643,0.6698,0.6876,0.6852,0.6864,0.6578,0.7097,0.6838,0.6201,0.6629,0.6415
95.7,-0.2365,0.5566,0.6438,0.6843,0.6826,0.6835,0.6491,0.6932,0.6712,0.6131,0.6453,0.6292
95.8,-0.2095,0.5469,0.6188,0.6795,0.678,0.6787,0.6403,0.6764,0.6583,0.607,0.6284,0.6177
95.9,-0.1773,0.5363,0.5953,0.6737,0.672,0.6728,0.6319,0.6595,0.6457,0.6017,0.6123,0.607
96,-0.142,0.526,0.5738,0.6676,0.6656,0.6666,0.6238,0.6435,0.6337,0.5973,0.5976,0.5975
96.1,-0.1045,0.5172,0.5552,0.662,0.6597,0.6609,0.6163,0.6292,0.6227,0.5941,0.5848,0.5895
96.2,-0.0657,0.5111,0.5402,0.658,0.6551,0.6566,0.6092,0.6176,0.6134,0.5925,0.5746,0.5836
96.3,-0.027,0.5084,0.5291,0.6561,0.6527,0.6544,0.6028,0.6094,0.6061,0.593,0.5675,0.5802
96.4,0.0095,0.5091,0.5222,0.6567,0.6529,0.6548,0.5979,0.605,0.6015,0.5959,0.5638,0.5798
96.5,0.0416,0.5133,0.5192,0.66,0.6562,0.6581,0.5953,0.6046,0.6,0.6016,0.5642,0.5829
96.6,0.0676,0.5211,0.5202,0.6661,0.663,0.6645,0.5954,0.6084,0.6019,0.6105,0.5687,0.5896
96.7,0.0872,0.5325,0.525,0.6748,0.673,0.6739,0.5981,0.6161,0.6071,0.6222,0.5775,0.5998
96.8,0.1,0.5476,0.5331,0.6857,0.6861,0.6859,0.6031,0.6278,0.6154,0.6365,0.5903,0.6134
96.9,0.1059,0.5662,0.5442,0.6985,0.7017,0.7001,0.6101,0.6431,0.6266,0.6531,0.6071,0.6301
97,0.1051,0.5874,0.5573,0.7128,0.7193,0.7161,0.6189,0.6613,0.6401,0.6717,0.6271,0.6494
97.1,0.0977,0.6103,0.5716,0.7283,0.7384,0.7334,0.6293,0.6818,0.6555,0.6917,0.6497,0.6707
97.2,0.0841,0.6341,0.5864,0.7445,0.7584,0.7514,0.6408,0.7038,0.6723,0.7129,0.6743,0.6936
97.3,0.0651,0.6582,0.6013,0.7608,0.7788,0.7698,0.6532,0.7267,0.6899,0.7347,0.7001,0.7174
97.4,0.0416,0.6816,0.6163,0.7767,0.7995,0.7881,0.6658,0.7497,0.7077,0.7565,0.7266,0.7416
97.5,0.0147,0.704,0.6312,0.7917,0.82,0.8059,0.6784,0.7721,0.7252,0.778,0.7531,0.7655
97.6,-0.0149,0.7248,0.6458,0.8054,0.8399,0.8227,0.6905,0.7937,0.7421,0.7982,0.7788,0.7885
97.7,-0.0463,0.7438,0.66,0.8174,0.8588,0.8381,0.7018,0.8139,0.7578,0.8163,0.8028,0.8096
97.8,-0.0785,0.7607,0.6735,0.8274,0.8762,0.8518,0.7121,0.8323,0.7722,0.8315,0.8244,0.8279
97.9,-0.1103,0.7756,0.6868,0.8351,0.8916,0.8634,0.7211,0.8487,0.7849,0.8434,0.8431,0.8433
98,-0.1402,0.7885,0.7003,0.8405,0.9046,0.8726,0.7283,0.8626,0.7955,0.8519,0.859,0.8554
98.1,-0.1668,0.7993,0.7144,0.8434,0.915,0.8792,0.7334,0.8738,0.8036,0.8567,0.8717,0.8642
98.2,-0.1888,0.8077,0.7286,0.843,0.9218,0.8824,0.7362,0.882,0.8091,0.8581,0.8813,0.8697
98.3,-0.2049,0.8128,0.7418,0.8386,0.9243,0.8815,0.7364,0.887,0.8117,0.8561,0.8877,0.8719
98.4,-0.2139,0.8142,0.7533,0.8295,0.9217,0.8756,0.7338,0.8887,0.8112,0.8511,0.8911,0.8711
98.5,-0.2156,0.812,0.7627,0.8157,0.9145,0.8651,0.7289,0.8874,0.8081,0.8436,0.8913,0.8675
98.6,-0.2105,0.807,0.7704,0.7976,0.9039,0.8507,0.7223,0.8836,0.803,0.8343,0.8887,0.8615
98.7,-0.1992,0.8001,0.7764,0.7756,0.8908,0.8332,0.7147,0.8779,0.7963,0.8238,0.8833,0.8536
98.8,-0.1825,0.7917,0.7805,0.7507,0.8761,0.8134,0.7065,0.8702,0.7884,0.8124,0.8755,0.8439
98.9,-0.1619,0.7824,0.7826,0.7239,0.8601,0.792,0.6975,0.8605,0.779,0.8,0.8654,0.8327
99,-0.1387,0.7726,0.7821,0.6962,0.8434,0.7698,0.6879,0.8486,0.7682,0.7869,0.8535,0.8202
99.1,-0.1134,0.7627,0.7796,0.6686,0.8265,0.7476,0.6777,0.8349,0.7563,0.7734,0.8403,0.8068
99.2,-0.0862,0.7529,0.7756,0.6419,0.8099,0.7259,0.6674,0.8201,0.7438,0.7603,0.8265,0.7934
99.3,-0.057,0.7434,0.771,0.6169,0.7941,0.7055,0.6571,0.8052,0.7312,0.7482,0.813,0.7806
99.4,-0.0262,0.7344,0.7661,0.5943,0.7792,0.6868,0.6473,0.7904,0.7188,0.7376,0.8003,0.7689
99.5,0.0054,0.7256,0.7608,0.5745,0.7651,0.6698,0.6381,0.7755,0.7068,0.7286,0.7886,0.7586
99.6,0.037,0.7166,0.7548,0.558,0.7516,0.6548,0.6297,0.7603,0.695,0.7216,0.7783,0.7499
99.7,0.068,0.7075,0.7483,0.5448,0.7386,0.6417,0.6223,0.7449,0.6836,0.7165,0.7695,0.743
99.8,0.0983,0.6987,0.7417,0.5351,0.7265,0.6308,0.6158,0.7296,0.6727,0.7134,0.7626,0.738
99.9,0.1277,0.6906,0.7354,0.5285,0.7154,0.6219,0.6105,0.7147,0.6626,0.7126,0.7579,0.7353
100,0.1557,0.6834,0.7295,0.5249,0.7053,0.6151,0.6062,0.7005,0.6533,0.7139,0.7556,0.7348
100.1,0.1819,0.6763,0.7244,0.5236,0.6965,0.61,0.6026,0.6871,0.6448,0.7175,0.7553,0.7364
100.2,0.2053,0.669,0.7201,0.5238,0.6887,0.6063,0.5994,0.6747,0.6371,0.7234,0.757,0.7402
100.3,0.2253,0.6609,0.7168,0.5251,0.6823,0.6037,0.5964,0.6637,0.6301,0.7313,0.7606,0.746
100.4,0.2403,0.6521,0.7146,0.527,0.6777,0.6024,0.5936,0.6546,0.6241,0.7411,0.7659,0.7535
100.5,0.249,0.6426,0.7139,0.5291,0.6756,0.6024,0.5908,0.6478,0.6193,0.7523,0.7729,0.7626
100.6,0.2505,0.6326,0.7147,0.5313,0.6762,0.6037,0.5879,0.6437,0.6158,0.7645,0.7814,0.7729
100.7,0.2453,0.6219,0.7169,0.5333,0.6794,0.6063,0.5847,0.642,0.6133,0.7767,0.7907,0.7837
100.8,0.234,0.6108,0.7203,0.5351,0.6851,0.6101,0.581,0.6425,0.6117,0.7878,0.8,0.7939
100.9,0.2174,0.599,0.7247,0.5365,0.6931,0.6148,0.5766,0.6448,0.6107,0.7971,0.8088,0.803
