Time,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2,Big W - Ghost Gifter 30 Client TVC Viewing 2
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
23.2,-0.1986,0.4191,0.1048,0.4603,0.4523,0.4563,0.6588,0.6696,0.6642,0.7801,0.671,0.7255
23.3,-0.1915,0.428,0.1193,0.4752,0.4663,0.4708,0.6407,0.6729,0.6568,0.7417,0.657,0.6994
23.4,-0.1829,0.4371,0.1393,0.4902,0.4808,0.4855,0.6232,0.6768,0.65,0.7002,0.6419,0.6711
23.5,-0.1735,0.4465,0.1638,0.5059,0.4954,0.5007,0.6059,0.6807,0.6433,0.6568,0.626,0.6414
23.6,-0.1621,0.4569,0.1914,0.523,0.509,0.516,0.5886,0.6842,0.6364,0.6127,0.6097,0.6112
23.7,-0.1472,0.4683,0.2211,0.5412,0.5204,0.5308,0.5724,0.6874,0.6299,0.5702,0.594,0.5821
23.8,-0.1286,0.4804,0.2521,0.5597,0.5287,0.5442,0.559,0.6906,0.6248,0.5322,0.5803,0.5563
23.9,-0.1075,0.4921,0.2837,0.5773,0.5332,0.5553,0.5497,0.6939,0.6218,0.5013,0.5697,0.5355
24,-0.0852,0.5025,0.3152,0.5925,0.5335,0.563,0.5446,0.6966,0.6206,0.4788,0.5627,0.5208
24.1,-0.0627,0.5109,0.3454,0.6041,0.5289,0.5665,0.5428,0.6978,0.6203,0.4651,0.5596,0.5123
24.2,-0.0391,0.5171,0.3739,0.6119,0.5188,0.5654,0.5437,0.6976,0.6207,0.46,0.5603,0.5102
24.3,-0.013,0.521,0.401,0.6163,0.5027,0.5595,0.5475,0.6967,0.6221,0.4633,0.5649,0.5141
24.4,0.0158,0.5226,0.4274,0.6168,0.4804,0.5486,0.5541,0.6958,0.6249,0.4748,0.573,0.5239
24.5,0.0463,0.5219,0.4522,0.6123,0.4525,0.5324,0.5634,0.6949,0.6291,0.4931,0.5836,0.5383
24.6,0.0777,0.5188,0.4736,0.6015,0.4203,0.5109,0.5745,0.693,0.6337,0.5158,0.5956,0.5557
24.7,0.1098,0.5134,0.4898,0.5842,0.3854,0.4848,0.5867,0.6888,0.6377,0.5414,0.6078,0.5746
24.8,0.1427,0.5062,0.5008,0.5613,0.3488,0.4551,0.5998,0.6821,0.6409,0.5688,0.6196,0.5942
24.9,0.1752,0.4975,0.508,0.5341,0.312,0.423,0.6136,0.6741,0.6438,0.5978,0.6311,0.6145
25,0.2047,0.4875,0.5125,0.5035,0.2763,0.3899,0.6278,0.6664,0.6471,0.628,0.6428,0.6354
25.1,0.2288,0.4761,0.5143,0.47,0.2435,0.3568,0.6413,0.66,0.6506,0.6587,0.6548,0.6568
25.2,0.2472,0.4634,0.5123,0.4353,0.2143,0.3248,0.6531,0.6549,0.654,0.6891,0.6661,0.6776
25.3,0.2614,0.4499,0.5063,0.4018,0.1887,0.2953,0.6626,0.6502,0.6564,0.7183,0.6758,0.6971
25.4,0.2738,0.4366,0.497,0.372,0.1666,0.2693,0.6698,0.6453,0.6576,0.7455,0.6829,0.7142
25.5,0.2856,0.4245,0.4859,0.3464,0.1479,0.2471,0.6748,0.64,0.6574,0.7699,0.6869,0.7284
25.6,0.2962,0.4149,0.4733,0.3245,0.1328,0.2286,0.6779,0.6345,0.6562,0.7905,0.6875,0.739
25.7,0.3049,0.4079,0.4589,0.3058,0.1223,0.2141,0.6794,0.6294,0.6544,0.807,0.6852,0.7461
25.8,0.3115,0.4036,0.4429,0.2915,0.1176,0.2046,0.6802,0.6247,0.6525,0.8195,0.681,0.7502
25.9,0.3164,0.4017,0.4257,0.2838,0.1185,0.2012,0.6811,0.6204,0.6507,0.8279,0.6754,0.7516
26,0.3192,0.4028,0.4084,0.2841,0.1242,0.2041,0.6822,0.6159,0.649,0.832,0.6684,0.7502
26.1,0.3181,0.4074,0.3924,0.2919,0.1343,0.2131,0.6831,0.6108,0.6469,0.8314,0.6601,0.7458
26.2,0.3114,0.4162,0.3782,0.3063,0.1496,0.2279,0.6834,0.605,0.6442,0.8257,0.6507,0.7382
26.3,0.2986,0.4292,0.3666,0.3265,0.1703,0.2484,0.6835,0.5991,0.6413,0.8154,0.6401,0.7277
26.4,0.2796,0.4455,0.3579,0.3523,0.1957,0.274,0.6836,0.5935,0.6385,0.8009,0.6285,0.7147
26.5,0.2547,0.4635,0.3522,0.3818,0.2233,0.3026,0.6829,0.5884,0.6357,0.7826,0.616,0.6993
26.6,0.2244,0.4815,0.3492,0.4128,0.2505,0.3317,0.6805,0.5833,0.6319,0.7607,0.6025,0.6816
26.7,0.1902,0.4987,0.3481,0.4439,0.275,0.3594,0.6755,0.5774,0.6264,0.7358,0.588,0.6619
26.8,0.1549,0.5145,0.348,0.4745,0.2961,0.3853,0.668,0.5704,0.6192,0.709,0.5724,0.6407
26.9,0.1217,0.5284,0.3491,0.5042,0.3138,0.409,0.6594,0.5627,0.6111,0.6816,0.5558,0.6187
27,0.0933,0.5396,0.3519,0.5321,0.3281,0.4301,0.6506,0.5548,0.6027,0.6554,0.5388,0.5971
27.1,0.0708,0.547,0.3572,0.5567,0.339,0.4478,0.6421,0.547,0.5945,0.6322,0.5225,0.5774
27.2,0.0548,0.5494,0.3653,0.577,0.3467,0.4619,0.6338,0.5388,0.5863,0.6136,0.5075,0.5605
27.3,0.0443,0.5465,0.3761,0.5929,0.3517,0.4723,0.625,0.53,0.5775,0.6,0.4941,0.5471
27.4,0.0382,0.539,0.389,0.6047,0.3548,0.4798,0.6157,0.5206,0.5681,0.591,0.4821,0.5366
27.5,0.0356,0.5278,0.4036,0.6135,0.3573,0.4854,0.6071,0.5108,0.5589,0.5856,0.4716,0.5286
27.6,0.0357,0.5136,0.4197,0.6202,0.3601,0.4902,0.6,0.5011,0.5506,0.583,0.4623,0.5226
27.7,0.0368,0.4969,0.437,0.6243,0.3635,0.4939,0.5942,0.4918,0.543,0.5823,0.454,0.5182
27.8,0.0366,0.4773,0.4546,0.6247,0.367,0.4959,0.5889,0.4826,0.5357,0.5827,0.4466,0.5147
27.9,0.0336,0.4551,0.4721,0.6205,0.3704,0.4954,0.5839,0.4734,0.5287,0.5837,0.44,0.5118
28,0.0276,0.4309,0.4893,0.6116,0.3732,0.4924,0.5805,0.4646,0.5225,0.5852,0.4351,0.5101
28.1,0.019,0.4059,0.5066,0.5988,0.3757,0.4872,0.5798,0.457,0.5184,0.5874,0.4332,0.5103
28.2,0.0084,0.3812,0.5242,0.5825,0.3781,0.4803,0.5822,0.4515,0.5168,0.5904,0.4355,0.513
28.3,-0.004,0.3575,0.5415,0.5629,0.3811,0.472,0.5867,0.4489,0.5178,0.5939,0.4424,0.5182
28.4,-0.0176,0.3355,0.558,0.5401,0.3854,0.4628,0.5929,0.4498,0.5213,0.5971,0.4537,0.5254
28.5,-0.0315,0.3158,0.5736,0.5148,0.3913,0.4531,0.6006,0.4547,0.5277,0.5994,0.4683,0.5338
28.6,-0.0449,0.2985,0.5883,0.4879,0.3984,0.4432,0.6103,0.464,0.5371,0.6003,0.485,0.5427
28.7,-0.0575,0.2836,0.6026,0.4597,0.4061,0.4329,0.622,0.4777,0.5499,0.5994,0.503,0.5512
28.8,-0.0703,0.2707,0.6163,0.4294,0.4139,0.4217,0.635,0.4962,0.5656,0.5956,0.5215,0.5586
28.9,-0.0843,0.2594,0.6294,0.3962,0.422,0.4091,0.6482,0.5196,0.5839,0.588,0.5396,0.5638
29,-0.0994,0.2494,0.6419,0.3601,0.4307,0.3954,0.6606,0.5476,0.6041,0.5765,0.5564,0.5664
29.1,-0.114,0.2402,0.6543,0.3219,0.4409,0.3814,0.6719,0.5798,0.6259,0.5618,0.5716,0.5667
29.2,-0.1254,0.2318,0.6672,0.2825,0.4524,0.3675,0.6818,0.6156,0.6487,0.545,0.5854,0.5652
29.3,-0.1318,0.2238,0.6808,0.2427,0.4649,0.3538,0.6896,0.6543,0.672,0.5262,0.5984,0.5623
29.4,-0.1325,0.2157,0.6947,0.2029,0.4775,0.3402,0.6944,0.6954,0.6949,0.5048,0.6109,0.5579
29.5,-0.1281,0.2071,0.7087,0.1639,0.4903,0.3271,0.6957,0.7379,0.7168,0.4808,0.6227,0.5517
29.6,-0.1191,0.1976,0.7224,0.1276,0.5035,0.3155,0.6941,0.7807,0.7374,0.4547,0.6331,0.5439
29.7,-0.1054,0.1867,0.7353,0.0956,0.5165,0.306,0.6904,0.8225,0.7565,0.4284,0.6422,0.5353
29.8,-0.0864,0.1731,0.7461,0.0685,0.5273,0.2979,0.6845,0.861,0.7727,0.4035,0.65,0.5267
29.9,-0.0612,0.156,0.7533,0.046,0.5343,0.2901,0.6744,0.893,0.7837,0.3797,0.6559,0.5178
