Time,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
41.5,0.4592,0.7582,0.4175,0.802,0.524,0.663,0.4906,0.5705,0.5305,0.5151,0.4642,0.4897
41.6,0.394,0.7735,0.4114,0.8106,0.5608,0.6857,0.4807,0.5655,0.5231,0.53,0.4758,0.5029
41.7,0.3324,0.7859,0.4064,0.8146,0.5948,0.7047,0.4706,0.5607,0.5156,0.5445,0.4883,0.5164
41.8,0.2757,0.7957,0.4032,0.8151,0.6263,0.7207,0.4612,0.5565,0.5089,0.5585,0.5011,0.5298
41.9,0.2241,0.8036,0.4012,0.8134,0.6563,0.7348,0.4533,0.553,0.5031,0.5718,0.5138,0.5428
42,0.1776,0.8104,0.3998,0.8105,0.6856,0.748,0.4473,0.5501,0.4987,0.584,0.5261,0.5551
42.1,0.1354,0.8167,0.3982,0.8068,0.7145,0.7607,0.4436,0.5478,0.4957,0.5947,0.5378,0.5663
42.2,0.0971,0.8226,0.3964,0.8026,0.7427,0.7726,0.4427,0.546,0.4943,0.6036,0.5489,0.5763
42.3,0.0629,0.8284,0.395,0.7979,0.7695,0.7837,0.4448,0.5445,0.4946,0.6109,0.5593,0.5851
42.4,0.0342,0.834,0.3945,0.7934,0.7948,0.7941,0.4501,0.5429,0.4965,0.6166,0.5688,0.5927
42.5,0.0124,0.8396,0.3947,0.7892,0.8181,0.8037,0.4583,0.5407,0.4995,0.6204,0.5771,0.5988
42.6,-0.0018,0.8453,0.3948,0.785,0.839,0.812,0.4683,0.5372,0.5028,0.6219,0.5838,0.6029
42.7,-0.0091,0.8508,0.3943,0.7797,0.857,0.8184,0.4788,0.532,0.5054,0.6207,0.5887,0.6047
42.8,-0.0106,0.8555,0.3926,0.7731,0.8714,0.8222,0.4887,0.5248,0.5068,0.6166,0.5919,0.6043
42.9,-0.0071,0.859,0.3896,0.7649,0.8811,0.823,0.4971,0.5155,0.5063,0.61,0.5934,0.6017
43,0.0011,0.8611,0.3851,0.755,0.8855,0.8202,0.5039,0.5041,0.504,0.6014,0.5935,0.5974
43.1,0.0132,0.8619,0.3795,0.7434,0.8838,0.8136,0.5095,0.491,0.5003,0.5912,0.5921,0.5916
43.2,0.0278,0.8615,0.3734,0.7302,0.8758,0.803,0.5143,0.4769,0.4956,0.5803,0.5892,0.5847
43.3,0.0421,0.8601,0.3679,0.7163,0.8623,0.7893,0.5187,0.4627,0.4907,0.5693,0.5852,0.5772
43.4,0.0538,0.8581,0.3635,0.7033,0.8443,0.7738,0.5231,0.4495,0.4863,0.5585,0.5803,0.5694
43.5,0.062,0.8557,0.3603,0.6929,0.8233,0.7581,0.5275,0.4379,0.4827,0.548,0.5747,0.5614
43.6,0.0674,0.8537,0.3582,0.6861,0.8008,0.7434,0.5318,0.428,0.4799,0.5372,0.5686,0.5529
43.7,0.0711,0.8526,0.3573,0.6827,0.7781,0.7304,0.5354,0.4197,0.4776,0.5258,0.562,0.5439
43.8,0.0734,0.8521,0.3583,0.6814,0.7571,0.7193,0.5383,0.4129,0.4756,0.5132,0.5546,0.5339
43.9,0.0741,0.852,0.3617,0.6808,0.7392,0.71,0.5404,0.4077,0.474,0.4994,0.5467,0.523
44,0.0726,0.8517,0.3682,0.68,0.7253,0.7026,0.542,0.4042,0.4731,0.4844,0.5382,0.5113
44.1,0.068,0.851,0.3778,0.6783,0.7159,0.6971,0.5434,0.4029,0.4731,0.4686,0.5294,0.499
44.2,0.0601,0.8496,0.3902,0.6758,0.711,0.6934,0.5446,0.4036,0.4741,0.4527,0.5205,0.4866
44.3,0.0492,0.8476,0.4052,0.6721,0.7104,0.6912,0.5455,0.4065,0.476,0.4378,0.512,0.4749
44.4,0.0359,0.8446,0.4227,0.6671,0.714,0.6905,0.5461,0.4117,0.4789,0.4248,0.5041,0.4644
44.5,0.0216,0.8404,0.4427,0.6604,0.7211,0.6908,0.5467,0.4199,0.4833,0.4142,0.497,0.4556
44.6,0.0081,0.8347,0.4653,0.6515,0.7309,0.6912,0.5471,0.4317,0.4894,0.4061,0.4909,0.4485
44.7,-0.0037,0.8278,0.4899,0.6407,0.7424,0.6916,0.5475,0.4477,0.4976,0.4011,0.4858,0.4435
44.8,-0.0135,0.8196,0.516,0.6283,0.755,0.6917,0.5479,0.4677,0.5078,0.3995,0.4818,0.4406
44.9,-0.0214,0.8101,0.5423,0.6151,0.7676,0.6913,0.5481,0.4907,0.5194,0.402,0.4786,0.4403
45,-0.0264,0.7987,0.5665,0.6017,0.7786,0.6901,0.5475,0.5155,0.5315,0.4082,0.4757,0.4419
45.1,-0.0272,0.7852,0.586,0.5885,0.7864,0.6875,0.5454,0.5404,0.5429,0.4167,0.472,0.4443
45.2,-0.0234,0.7693,0.5988,0.5763,0.7897,0.683,0.5411,0.5643,0.5527,0.4257,0.4667,0.4462
45.3,-0.0159,0.7511,0.6049,0.5651,0.788,0.6766,0.5344,0.5865,0.5605,0.4343,0.4602,0.4472
45.4,-0.0058,0.7309,0.6058,0.5546,0.7815,0.668,0.5255,0.6062,0.5659,0.4425,0.4533,0.4479
45.5,0.006,0.7094,0.6037,0.5441,0.7704,0.6573,0.5153,0.6229,0.5691,0.4509,0.4473,0.4491
45.6,0.0184,0.6873,0.6002,0.5332,0.7553,0.6442,0.5046,0.6365,0.5705,0.4594,0.4426,0.451
45.7,0.0302,0.6652,0.5969,0.5215,0.7368,0.6292,0.4945,0.6469,0.5707,0.4678,0.4395,0.4537
45.8,0.0392,0.6439,0.5946,0.5087,0.7163,0.6125,0.4856,0.6548,0.5702,0.4754,0.4379,0.4567
45.9,0.0431,0.6235,0.5933,0.4945,0.6953,0.5949,0.4785,0.6608,0.5696,0.4825,0.4378,0.4601
46,0.041,0.6044,0.5927,0.4791,0.6751,0.5771,0.4737,0.6655,0.5696,0.4893,0.4396,0.4645
46.1,0.0341,0.5869,0.5931,0.4636,0.6567,0.5602,0.4718,0.6695,0.5707,0.4965,0.4435,0.47
46.2,0.0243,0.5713,0.595,0.4489,0.6409,0.5449,0.4735,0.6732,0.5733,0.5045,0.4498,0.4771
46.3,0.0139,0.5579,0.5992,0.4353,0.6282,0.5317,0.4792,0.6769,0.578,0.5134,0.4586,0.486
46.4,0.0036,0.5466,0.6062,0.4219,0.6194,0.5206,0.4889,0.6811,0.585,0.5229,0.4698,0.4964
46.5,-0.0062,0.5374,0.6159,0.4075,0.6149,0.5112,0.5024,0.6863,0.5943,0.5328,0.4831,0.508
46.6,-0.0157,0.5303,0.6281,0.3913,0.6151,0.5032,0.5187,0.693,0.6058,0.5427,0.498,0.5203
46.7,-0.0226,0.5264,0.6422,0.3743,0.6196,0.497,0.5371,0.7012,0.6192,0.5521,0.5137,0.5329
46.8,-0.0243,0.5266,0.6576,0.3578,0.6281,0.493,0.5568,0.7105,0.6337,0.561,0.5292,0.5451
46.9,-0.0186,0.5313,0.674,0.3431,0.6398,0.4914,0.5769,0.7199,0.6484,0.569,0.5436,0.5563
47,-0.0058,0.5394,0.6916,0.3296,0.6533,0.4914,0.5959,0.7284,0.6622,0.5759,0.5562,0.566
47.1,0.0123,0.5492,0.7106,0.3165,0.6672,0.4919,0.6128,0.7358,0.6743,0.5815,0.5659,0.5737
47.2,0.0325,0.5595,0.7313,0.3037,0.6803,0.492,0.6266,0.7427,0.6846,0.5855,0.5722,0.5788
47.3,0.0521,0.5694,0.7533,0.2922,0.6916,0.4919,0.6368,0.7497,0.6932,0.5877,0.5744,0.581
47.4,0.0692,0.5782,0.7756,0.2831,0.7001,0.4916,0.6428,0.757,0.6999,0.5881,0.5726,0.5803
47.5,0.0836,0.5849,0.7971,0.2775,0.7046,0.491,0.6439,0.764,0.7039,0.5871,0.5666,0.5769
47.6,0.0957,0.5889,0.8164,0.2757,0.7042,0.4899,0.64,0.7703,0.7052,0.5851,0.5567,0.5709
47.7,0.1058,0.5897,0.8325,0.2776,0.6988,0.4882,0.6314,0.776,0.7037,0.5821,0.5429,0.5625
47.8,0.1138,0.5879,0.8445,0.2832,0.6888,0.486,0.6196,0.7814,0.7005,0.5783,0.5254,0.5518
47.9,0.119,0.5844,0.8521,0.2925,0.6756,0.4841,0.606,0.7867,0.6964,0.5731,0.5043,0.5387
48,0.1206,0.5804,0.8549,0.3055,0.6611,0.4833,0.5921,0.7915,0.6918,0.5665,0.4796,0.5231
48.1,0.1181,0.5768,0.8522,0.3227,0.6466,0.4846,0.5785,0.7952,0.6869,0.5587,0.4518,0.5053
48.2,0.1116,0.5743,0.8433,0.3441,0.6331,0.4886,0.5662,0.7976,0.6819,0.55,0.4217,0.4858
48.3,0.1013,0.5733,0.8278,0.3694,0.6212,0.4953,0.5561,0.7988,0.6775,0.5408,0.3906,0.4657
48.4,0.0887,0.5741,0.8065,0.3982,0.611,0.5046,0.5496,0.7993,0.6745,0.5315,0.3601,0.4458
48.5,0.0755,0.5769,0.7811,0.4297,0.6031,0.5164,0.5478,0.7997,0.6738,0.5231,0.3318,0.4275
48.6,0.0629,0.5818,0.7539,0.4635,0.5983,0.5309,0.5514,0.8003,0.6758,0.5167,0.3069,0.4118
48.7,0.0517,0.5886,0.7262,0.499,0.5971,0.548,0.5608,0.8012,0.681,0.5135,0.2862,0.3998
48.8,0.0422,0.5972,0.6987,0.5352,0.5997,0.5675,0.576,0.802,0.689,0.5137,0.27,0.3919
48.9,0.0339,0.6073,0.6712,0.5714,0.6055,0.5884,0.5967,0.8021,0.6994,0.5167,0.2586,0.3877
49,0.0272,0.6184,0.6435,0.6065,0.614,0.6102,0.6216,0.801,0.7113,0.5215,0.2516,0.3866
49.1,0.0227,0.6305,0.6159,0.6402,0.6249,0.6325,0.6491,0.7984,0.7237,0.5277,0.2485,0.3881
49.2,0.0219,0.6437,0.588,0.6727,0.638,0.6553,0.6775,0.7943,0.7359,0.5354,0.2489,0.3922
49.3,0.0267,0.658,0.5593,0.7039,0.6531,0.6785,0.7054,0.7886,0.747,0.5448,0.2527,0.3988
49.4,0.0381,0.6726,0.5294,0.7333,0.6692,0.7012,0.7311,0.7811,0.7561,0.5557,0.2602,0.4079
49.5,0.0552,0.6863,0.4986,0.7593,0.685,0.7222,0.753,0.7711,0.7621,0.5671,0.2712,0.4192
49.6,0.0753,0.6984,0.4679,0.7803,0.7,0.7401,0.77,0.7589,0.7645,0.5782,0.2853,0.4318
49.7,0.0951,0.7085,0.4383,0.7953,0.7139,0.7546,0.7819,0.745,0.7635,0.588,0.3016,0.4448
49.8,0.1123,0.717,0.4103,0.8047,0.727,0.7658,0.7894,0.7304,0.7599,0.5961,0.3189,0.4575
49.9,0.1255,0.7239,0.3845,0.809,0.739,0.774,0.7928,0.7154,0.7541,0.6027,0.3363,0.4695
50,0.1338,0.729,0.3619,0.8092,0.7492,0.7792,0.7923,0.7001,0.7462,0.608,0.3533,0.4807
50.1,0.1366,0.7314,0.3428,0.8057,0.7564,0.781,0.788,0.6841,0.7361,0.6121,0.3696,0.4908
50.2,0.133,0.7305,0.327,0.7984,0.7598,0.7791,0.7797,0.6667,0.7232,0.6149,0.3852,0.5001
50.3,0.122,0.7257,0.314,0.7869,0.7592,0.7731,0.7675,0.6477,0.7076,0.6165,0.4004,0.5084
50.4,0.1028,0.7165,0.3026,0.7702,0.7546,0.7624,0.752,0.6273,0.6896,0.6165,0.4148,0.5156
50.5,0.0755,0.7029,0.2923,0.7471,0.7461,0.7466,0.7341,0.6054,0.6698,0.6146,0.4279,0.5212
50.6,0.0402,0.6853,0.2829,0.7168,0.7345,0.7257,0.7154,0.5824,0.6489,0.6108,0.4393,0.5251
50.7,-0.0014,0.6643,0.275,0.6796,0.7205,0.7001,0.697,0.5585,0.6278,0.6059,0.4493,0.5276
50.8,-0.0476,0.6411,0.2694,0.6365,0.7055,0.671,0.6805,0.5342,0.6073,0.6008,0.4585,0.5296
50.9,-0.0966,0.6169,0.2669,0.5895,0.6908,0.6401,0.667,0.5106,0.5888,0.5965,0.4673,0.5319
51,-0.1476,0.593,0.2684,0.5405,0.6772,0.6089,0.6577,0.4886,0.5731,0.5937,0.4758,0.5347
51.1,-0.2004,0.5705,0.2751,0.4917,0.6654,0.5786,0.6531,0.4691,0.5611,0.5922,0.4842,0.5382
51.2,-0.2551,0.5497,0.2882,0.4447,0.6558,0.5503,0.6534,0.453,0.5532,0.5919,0.4928,0.5423
51.3,-0.3101,0.531,0.3085,0.4013,0.6483,0.5248,0.658,0.441,0.5495,0.5928,0.5024,0.5476
51.4,-0.3627,0.5142,0.3363,0.363,0.6425,0.5028,0.6665,0.4338,0.5502,0.5955,0.514,0.5548
51.5,-0.4098,0.499,0.3714,0.3311,0.6377,0.4844,0.6784,0.4323,0.5553,0.6008,0.5291,0.5649
51.6,-0.4492,0.4853,0.4137,0.3065,0.6334,0.47,0.6936,0.4368,0.5652,0.6088,0.5483,0.5785
51.7,-0.4792,0.4738,0.4622,0.2895,0.6296,0.4595,0.7117,0.4474,0.5796,0.6192,0.5717,0.5954
51.8,-0.4989,0.4652,0.5158,0.2807,0.6265,0.4536,0.7313,0.4632,0.5972,0.6308,0.5983,0.6145
51.9,-0.5081,0.4599,0.5724,0.2795,0.6242,0.4519,0.7499,0.4826,0.6162,0.6424,0.6263,0.6343
52,-0.5076,0.4578,0.6292,0.2847,0.6227,0.4537,0.7653,0.5039,0.6346,0.6526,0.6539,0.6532
52.1,-0.4995,0.4585,0.6837,0.2937,0.6212,0.4574,0.776,0.5255,0.6508,0.6607,0.6801,0.6704
52.2,-0.4856,0.4618,0.7338,0.3043,0.6194,0.4619,0.7812,0.5462,0.6637,0.6667,0.7041,0.6854
52.3,-0.4671,0.468,0.7784,0.315,0.6176,0.4663,0.7806,0.5656,0.6731,0.6704,0.7256,0.698
52.4,-0.4429,0.4775,0.8169,0.3254,0.616,0.4707,0.7743,0.5832,0.6787,0.6719,0.7443,0.7081
52.5,-0.4125,0.4897,0.8485,0.3352,0.6143,0.4748,0.7623,0.5986,0.6804,0.671,0.7598,0.7154
52.6,-0.3761,0.5037,0.8726,0.3438,0.6121,0.478,0.7449,0.6113,0.6781,0.6674,0.7723,0.7199
52.7,-0.3358,0.5179,0.8887,0.3509,0.6093,0.4801,0.7229,0.6212,0.6721,0.6613,0.7816,0.7214
52.8,-0.2945,0.5313,0.8969,0.3569,0.6067,0.4818,0.6975,0.6283,0.6629,0.6528,0.7877,0.7202
52.9,-0.2547,0.5438,0.8973,0.3627,0.6054,0.4841,0.6701,0.6329,0.6515,0.6424,0.7901,0.7162
53,-0.2177,0.5552,0.8901,0.3698,0.6058,0.4878,0.6427,0.6356,0.6392,0.6306,0.7885,0.7095
53.1,-0.1836,0.5652,0.8754,0.379,0.6082,0.4936,0.6173,0.6369,0.6271,0.6179,0.7827,0.7003
53.2,-0.1516,0.5731,0.8532,0.3906,0.6119,0.5013,0.5949,0.6375,0.6162,0.6048,0.7733,0.6891
53.3,-0.1217,0.5781,0.8245,0.4042,0.6166,0.5104,0.576,0.6379,0.607,0.5917,0.7612,0.6764
53.4,-0.0937,0.5797,0.7906,0.4191,0.6218,0.5204,0.5605,0.6384,0.5994,0.5789,0.7472,0.663
53.5,-0.0676,0.578,0.753,0.4344,0.6271,0.5308,0.5481,0.6391,0.5936,0.5669,0.7322,0.6495
53.6,-0.044,0.5734,0.7141,0.4495,0.6324,0.541,0.5391,0.6405,0.5898,0.5565,0.7168,0.6367
53.7,-0.0241,0.5662,0.6765,0.4638,0.6377,0.5507,0.5342,0.6431,0.5887,0.5484,0.7016,0.625
53.8,-0.0085,0.5569,0.6431,0.4766,0.6429,0.5598,0.5339,0.648,0.5909,0.5432,0.6868,0.615
53.9,0.0025,0.5459,0.6159,0.4877,0.6481,0.5679,0.5379,0.6557,0.5968,0.5404,0.6728,0.6066
54,0.0095,0.5332,0.5955,0.497,0.653,0.575,0.5449,0.6665,0.6057,0.5395,0.6599,0.5997
54.1,0.0134,0.5191,0.5817,0.5045,0.6568,0.5806,0.5536,0.6804,0.617,0.5398,0.6481,0.5939
54.2,0.0155,0.5039,0.5738,0.5098,0.6587,0.5842,0.5627,0.697,0.6298,0.5407,0.6372,0.589
54.3,0.0165,0.4878,0.5712,0.5124,0.6581,0.5852,0.5716,0.7158,0.6437,0.542,0.6272,0.5846
54.4,0.0167,0.4717,0.5731,0.5119,0.6546,0.5832,0.5798,0.736,0.6579,0.5432,0.6186,0.5809
54.5,0.0159,0.456,0.5782,0.5084,0.6481,0.5783,0.5867,0.7567,0.6717,0.544,0.6116,0.5778
54.6,0.0138,0.4415,0.5848,0.5024,0.6387,0.5705,0.5918,0.7765,0.6841,0.5442,0.6065,0.5754
54.7,0.0104,0.4281,0.5917,0.494,0.6263,0.5602,0.5948,0.7941,0.6945,0.5439,0.6028,0.5734
54.8,0.0054,0.4161,0.5979,0.4834,0.6114,0.5474,0.596,0.8085,0.7023,0.5433,0.6,0.5716
54.9,-0.0017,0.4059,0.6032,0.471,0.5945,0.5328,0.596,0.8194,0.7077,0.5425,0.5979,0.5702
55,-0.0109,0.3984,0.6073,0.458,0.5773,0.5176,0.5947,0.8267,0.7107,0.5413,0.596,0.5686
55.1,-0.0219,0.3944,0.6094,0.4454,0.5613,0.5033,0.5922,0.8302,0.7112,0.5391,0.5939,0.5665
55.2,-0.0341,0.394,0.6086,0.4343,0.5481,0.4912,0.5877,0.8295,0.7086,0.5352,0.5911,0.5631
55.3,-0.0471,0.3968,0.6043,0.4249,0.5385,0.4817,0.5814,0.8243,0.7028,0.5291,0.5871,0.5581
55.4,-0.061,0.4019,0.5961,0.417,0.5324,0.4747,0.5734,0.8147,0.694,0.5206,0.5815,0.551
55.5,-0.0761,0.4094,0.5841,0.4107,0.5302,0.4705,0.5641,0.8013,0.6827,0.5102,0.574,0.5421
55.6,-0.0922,0.4196,0.5686,0.4066,0.5323,0.4695,0.5538,0.7842,0.669,0.4984,0.5649,0.5316
55.7,-0.1086,0.4332,0.5502,0.4058,0.5393,0.4726,0.5431,0.7638,0.6534,0.4856,0.5545,0.52
55.8,-0.1239,0.4497,0.5297,0.4094,0.5514,0.4804,0.5321,0.7401,0.6361,0.4722,0.5436,0.5079
55.9,-0.137,0.4684,0.5081,0.4178,0.5683,0.493,0.5211,0.7137,0.6174,0.4588,0.5323,0.4956
56,-0.1473,0.488,0.486,0.4308,0.5894,0.5101,0.5101,0.6856,0.5978,0.4459,0.5208,0.4833
56.1,-0.1546,0.5074,0.4641,0.4478,0.6143,0.5311,0.4987,0.6568,0.5778,0.4341,0.5091,0.4716
56.2,-0.1583,0.5252,0.4424,0.4668,0.6412,0.554,0.4868,0.6283,0.5576,0.4239,0.4976,0.4607
56.3,-0.1579,0.5401,0.4208,0.4851,0.6673,0.5762,0.4744,0.6001,0.5372,0.416,0.4866,0.4513
56.4,-0.1529,0.5505,0.3994,0.4996,0.6892,0.5944,0.4612,0.5723,0.5168,0.4102,0.4762,0.4432
56.5,-0.1431,0.5557,0.3784,0.5078,0.7044,0.6061,0.4468,0.5451,0.4959,0.4065,0.4664,0.4364
56.6,-0.1293,0.5561,0.358,0.5078,0.7121,0.61,0.4305,0.5184,0.4745,0.4047,0.4571,0.4309
56.7,-0.1123,0.5522,0.3383,0.4994,0.7122,0.6058,0.4118,0.4921,0.452,0.4049,0.4483,0.4266
56.8,-0.0925,0.5445,0.3192,0.4828,0.7046,0.5937,0.3903,0.4659,0.4281,0.407,0.4399,0.4235
56.9,-0.0694,0.5329,0.3007,0.4588,0.6886,0.5737,0.3661,0.4394,0.4027,0.411,0.4317,0.4214
57,-0.0423,0.5176,0.2825,0.4285,0.6645,0.5465,0.3398,0.4128,0.3763,0.4163,0.4235,0.4199
57.1,-0.0105,0.499,0.2649,0.3936,0.6332,0.5134,0.3124,0.3871,0.3497,0.4226,0.4151,0.4188
57.2,0.0264,0.4779,0.2483,0.3564,0.5969,0.4767,0.285,0.3633,0.3241,0.4291,0.4065,0.4178
57.3,0.068,0.4552,0.2329,0.319,0.5579,0.4384,0.2582,0.3421,0.3002,0.4353,0.398,0.4166
57.4,0.1131,0.4315,0.2191,0.2833,0.5179,0.4006,0.2322,0.3241,0.2782,0.4409,0.39,0.4154
57.5,0.1598,0.4083,0.2075,0.2504,0.4783,0.3644,0.2078,0.3092,0.2585,0.4461,0.3832,0.4147
57.6,0.2052,0.3872,0.1992,0.2215,0.4402,0.3308,0.1857,0.2977,0.2417,0.4515,0.3785,0.415
57.7,0.2462,0.3696,0.1948,0.1974,0.4045,0.301,0.1673,0.2899,0.2286,0.4579,0.3766,0.4173
57.8,0.2813,0.3562,0.1938,0.1792,0.3718,0.2755,0.1526,0.2858,0.2192,0.4655,0.3775,0.4215
57.9,0.3106,0.3469,0.1957,0.167,0.3421,0.2546,0.1414,0.2851,0.2132,0.4739,0.3807,0.4273
58,0.3347,0.3416,0.1998,0.1607,0.3157,0.2382,0.1328,0.2871,0.2099,0.4824,0.3853,0.4338
58.1,0.3541,0.3402,0.2062,0.1598,0.2934,0.2266,0.1265,0.292,0.2092,0.4907,0.3909,0.4408
58.2,0.3683,0.3431,0.2152,0.1642,0.2767,0.2205,0.1226,0.3004,0.2115,0.4988,0.3974,0.4481
58.3,0.3771,0.3508,0.2265,0.1743,0.2672,0.2207,0.1216,0.3129,0.2173,0.5066,0.4049,0.4558
58.4,0.3815,0.3632,0.2394,0.1895,0.2655,0.2275,0.1231,0.329,0.226,0.5137,0.4126,0.4632
58.5,0.3821,0.38,0.253,0.2089,0.2712,0.24,0.1264,0.3475,0.237,0.5197,0.4199,0.4698
58.6,0.3791,0.4006,0.2667,0.2306,0.2827,0.2566,0.1309,0.3676,0.2492,0.5248,0.4266,0.4757
58.7,0.3724,0.4245,0.2804,0.2537,0.2986,0.2761,0.1365,0.3888,0.2626,0.5304,0.4331,0.4817
58.8,0.3628,0.451,0.294,0.2773,0.3179,0.2976,0.1432,0.4112,0.2772,0.5379,0.44,0.489
58.9,0.3524,0.4793,0.3077,0.3005,0.3399,0.3202,0.1508,0.4347,0.2928,0.5487,0.4481,0.4984
59,0.3434,0.5086,0.3217,0.3222,0.3642,0.3432,0.1589,0.4592,0.3091,0.5629,0.4574,0.5101
59.1,0.3371,0.5381,0.3361,0.3409,0.3904,0.3657,0.1673,0.4844,0.3259,0.5802,0.4676,0.5239
59.2,0.3336,0.5667,0.3512,0.3556,0.4174,0.3865,0.1763,0.51,0.3431,0.6005,0.4786,0.5396
59.3,0.3318,0.5936,0.3666,0.3653,0.4438,0.4046,0.1857,0.5358,0.3608,0.6239,0.49,0.557
59.4,0.3308,0.6185,0.382,0.3696,0.4687,0.4191,0.1953,0.5617,0.3785,0.6502,0.5017,0.576
59.5,0.3291,0.642,0.3968,0.3684,0.4917,0.4301,0.2048,0.5876,0.3962,0.6792,0.5132,0.5962
59.6,0.3259,0.6647,0.4109,0.3623,0.5131,0.4377,0.2143,0.6129,0.4136,0.7103,0.5243,0.6173
59.7,0.3204,0.6865,0.4245,0.3527,0.5328,0.4427,0.2243,0.6373,0.4308,0.7425,0.5349,0.6387
59.8,0.313,0.7071,0.438,0.3414,0.551,0.4462,0.2354,0.6605,0.448,0.7741,0.5446,0.6593
59.9,0.3037,0.7259,0.4522,0.3303,0.568,0.4492,0.2484,0.6826,0.4655,0.8034,0.553,0.6782
