Time,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC,ANZ Animatic Neon Sign - Spend Categorisation 30 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
26.5,-0.1307,0.4777,0.4408,0.3177,0.7201,0.5189,0.4381,0.6819,0.56,0.6127,0.5974,0.6051
26.6,-0.1379,0.4857,0.4356,0.3172,0.7088,0.513,0.4201,0.6834,0.5517,0.6001,0.5906,0.5954
26.7,-0.1411,0.4946,0.4308,0.317,0.6993,0.5082,0.403,0.6828,0.5429,0.5863,0.5829,0.5846
26.8,-0.142,0.5039,0.426,0.317,0.6916,0.5043,0.3872,0.6797,0.5335,0.5723,0.5747,0.5735
26.9,-0.1423,0.5131,0.4209,0.3172,0.6858,0.5015,0.3731,0.6737,0.5234,0.5585,0.5663,0.5624
27,-0.1438,0.522,0.4156,0.3175,0.6822,0.4998,0.3608,0.6652,0.513,0.5448,0.5578,0.5513
27.1,-0.1474,0.5312,0.4101,0.318,0.681,0.4995,0.3507,0.6548,0.5027,0.5311,0.5492,0.5401
27.2,-0.152,0.5408,0.4053,0.319,0.682,0.5005,0.3427,0.6435,0.4931,0.5171,0.5404,0.5288
27.3,-0.156,0.551,0.4021,0.3214,0.6844,0.5029,0.3371,0.6322,0.4846,0.5031,0.532,0.5176
27.4,-0.1574,0.5614,0.4017,0.3264,0.6873,0.5068,0.3342,0.6217,0.4779,0.4891,0.5244,0.5068
27.5,-0.1556,0.5718,0.4046,0.335,0.69,0.5125,0.3343,0.6118,0.4731,0.4751,0.5178,0.4964
27.6,-0.1501,0.582,0.4103,0.3475,0.6922,0.5198,0.337,0.6023,0.4696,0.4605,0.5119,0.4862
27.7,-0.14,0.5918,0.4177,0.3635,0.6937,0.5286,0.3416,0.5925,0.4671,0.445,0.5061,0.4756
27.8,-0.1246,0.6008,0.426,0.3826,0.6943,0.5384,0.3477,0.5825,0.4651,0.4286,0.4999,0.4642
27.9,-0.1032,0.6092,0.4348,0.4048,0.6937,0.5492,0.3548,0.5729,0.4639,0.4109,0.4928,0.4519
28,-0.0752,0.6175,0.4443,0.4308,0.6918,0.5613,0.3631,0.564,0.4636,0.3922,0.4845,0.4384
28.1,-0.041,0.6261,0.4541,0.4611,0.6886,0.5748,0.3722,0.5558,0.464,0.3724,0.4751,0.4238
28.2,-0.0017,0.6349,0.4632,0.4952,0.6838,0.5895,0.3812,0.5475,0.4644,0.3518,0.4642,0.408
28.3,0.041,0.6434,0.4714,0.5319,0.6773,0.6046,0.3893,0.539,0.4641,0.3308,0.452,0.3914
28.4,0.0859,0.6512,0.4786,0.5701,0.6691,0.6196,0.396,0.5302,0.4631,0.3105,0.4388,0.3746
28.5,0.1319,0.658,0.4854,0.6084,0.6596,0.634,0.4024,0.522,0.4622,0.2919,0.4256,0.3587
28.6,0.1783,0.664,0.4918,0.6459,0.6495,0.6477,0.4095,0.5149,0.4622,0.2756,0.4131,0.3443
28.7,0.2241,0.6692,0.4973,0.6815,0.6389,0.6602,0.4182,0.5091,0.4637,0.2615,0.4019,0.3317
28.8,0.2694,0.6735,0.5009,0.7142,0.6282,0.6712,0.4288,0.5043,0.4666,0.2496,0.3917,0.3207
28.9,0.3139,0.6771,0.5021,0.7433,0.6173,0.6803,0.4413,0.5004,0.4709,0.24,0.3823,0.3112
29,0.3571,0.68,0.5009,0.7678,0.6064,0.6871,0.4553,0.4976,0.4764,0.2331,0.3738,0.3034
29.1,0.3977,0.6821,0.4977,0.7869,0.5959,0.6914,0.4701,0.4962,0.4831,0.2291,0.3664,0.2978
29.2,0.4337,0.683,0.4928,0.8,0.5862,0.6931,0.4849,0.496,0.4904,0.2279,0.3606,0.2942
29.3,0.4634,0.6826,0.4865,0.8067,0.5773,0.692,0.4991,0.4964,0.4978,0.2289,0.3567,0.2928
29.4,0.4865,0.6805,0.479,0.8073,0.5691,0.6882,0.5124,0.4972,0.5048,0.2323,0.3549,0.2936
29.5,0.5035,0.6767,0.4708,0.8023,0.5608,0.6816,0.5252,0.498,0.5116,0.2385,0.3555,0.297
29.6,0.5153,0.6712,0.4623,0.7919,0.5521,0.672,0.5376,0.4989,0.5182,0.2475,0.3585,0.303
29.7,0.5222,0.6642,0.4539,0.7762,0.5425,0.6593,0.5494,0.4998,0.5246,0.259,0.3637,0.3114
29.8,0.5242,0.656,0.4458,0.7553,0.5321,0.6437,0.5593,0.5005,0.5299,0.2724,0.371,0.3217
29.9,0.5202,0.6469,0.4384,0.7297,0.5212,0.6255,0.5667,0.5005,0.5336,0.2867,0.3798,0.3333
30,0.5094,0.6369,0.4319,0.7002,0.5103,0.6052,0.5715,0.4996,0.5355,0.3012,0.3898,0.3455
30.1,0.4907,0.626,0.4263,0.6674,0.4995,0.5834,0.5733,0.4972,0.5353,0.3149,0.4002,0.3575
30.2,0.4636,0.6139,0.4213,0.6318,0.4888,0.5603,0.5716,0.4928,0.5322,0.3266,0.4099,0.3682
30.3,0.4275,0.6007,0.4165,0.5944,0.4781,0.5362,0.5656,0.4862,0.5259,0.3353,0.4182,0.3768
30.4,0.3825,0.5864,0.4119,0.5558,0.4673,0.5116,0.5553,0.4773,0.5163,0.3405,0.4246,0.3825
30.5,0.3296,0.5713,0.4075,0.5171,0.4567,0.4869,0.5407,0.4665,0.5036,0.3417,0.4286,0.3852
30.6,0.2709,0.5556,0.4031,0.4788,0.4463,0.4625,0.5225,0.4541,0.4883,0.3388,0.4301,0.3844
30.7,0.2089,0.5392,0.3985,0.4415,0.4361,0.4388,0.5014,0.44,0.4707,0.332,0.4289,0.3804
30.8,0.1455,0.522,0.3931,0.406,0.4264,0.4162,0.4782,0.4245,0.4513,0.3216,0.4249,0.3733
30.9,0.0823,0.5045,0.3865,0.3732,0.4177,0.3954,0.4535,0.4076,0.4306,0.3083,0.4183,0.3633
31,0.0207,0.4868,0.3785,0.344,0.4105,0.3773,0.4285,0.3898,0.4091,0.2924,0.4095,0.351
31.1,-0.0374,0.4692,0.3692,0.3193,0.4047,0.362,0.4042,0.3713,0.3878,0.2749,0.3992,0.3371
31.2,-0.09,0.4517,0.3587,0.2997,0.3995,0.3496,0.3818,0.3529,0.3673,0.2566,0.388,0.3223
31.3,-0.1353,0.4345,0.3469,0.2857,0.3937,0.3397,0.3617,0.335,0.3483,0.2382,0.3763,0.3073
31.4,-0.1716,0.4179,0.3336,0.2776,0.3864,0.332,0.3439,0.3177,0.3308,0.2205,0.3645,0.2925
31.5,-0.1975,0.4027,0.3183,0.275,0.3776,0.3263,0.3282,0.3013,0.3148,0.2038,0.3529,0.2783
31.6,-0.2122,0.3891,0.3011,0.2776,0.3673,0.3225,0.3148,0.2862,0.3005,0.1883,0.3422,0.2653
31.7,-0.215,0.3772,0.2831,0.2849,0.3556,0.3202,0.3046,0.2729,0.2887,0.1744,0.3332,0.2538
31.8,-0.2061,0.367,0.2656,0.2964,0.3425,0.3194,0.2982,0.2619,0.2801,0.1623,0.3267,0.2445
31.9,-0.1859,0.3582,0.2499,0.311,0.3282,0.3196,0.296,0.2536,0.2748,0.152,0.3235,0.2377
32,-0.1558,0.3507,0.2367,0.3276,0.3135,0.3205,0.2976,0.2481,0.2729,0.1439,0.3239,0.2339
32.1,-0.1175,0.3447,0.2263,0.3446,0.2991,0.3218,0.3028,0.2453,0.274,0.1387,0.3279,0.2333
32.2,-0.0734,0.3401,0.2188,0.3608,0.2853,0.323,0.3111,0.2452,0.2782,0.1374,0.335,0.2362
32.3,-0.0264,0.3363,0.2148,0.375,0.272,0.3235,0.3225,0.2483,0.2854,0.1409,0.3451,0.243
32.4,0.0205,0.333,0.2155,0.3868,0.2592,0.323,0.3368,0.2553,0.2961,0.1497,0.3583,0.254
32.5,0.0649,0.3299,0.2215,0.3961,0.2473,0.3217,0.3539,0.2663,0.3101,0.1634,0.3746,0.269
32.6,0.1054,0.3269,0.2333,0.4034,0.2371,0.3202,0.3737,0.2808,0.3272,0.1812,0.3936,0.2874
32.7,0.1418,0.3246,0.2505,0.4088,0.2291,0.319,0.3956,0.2984,0.347,0.2021,0.414,0.308
32.8,0.1743,0.3234,0.2724,0.4127,0.224,0.3183,0.4188,0.3186,0.3687,0.2256,0.4347,0.3301
32.9,0.2028,0.3237,0.2981,0.4151,0.2214,0.3182,0.4415,0.3413,0.3914,0.2511,0.4547,0.3529
33,0.2271,0.3255,0.3264,0.4163,0.2211,0.3187,0.4618,0.3655,0.4136,0.2775,0.4736,0.3756
33.1,0.2467,0.329,0.3557,0.4168,0.2232,0.32,0.478,0.3901,0.434,0.3043,0.491,0.3976
33.2,0.2614,0.3341,0.3848,0.4175,0.228,0.3227,0.4898,0.4138,0.4518,0.3309,0.5068,0.4189
33.3,0.2711,0.3407,0.4119,0.4191,0.2351,0.3271,0.4974,0.4356,0.4665,0.3571,0.5208,0.4389
33.4,0.2763,0.3486,0.4357,0.422,0.2438,0.3329,0.5003,0.4548,0.4775,0.382,0.5328,0.4574
33.5,0.2778,0.357,0.4547,0.4256,0.2529,0.3393,0.4982,0.4703,0.4842,0.405,0.5426,0.4738
33.6,0.2774,0.3649,0.4685,0.4291,0.2619,0.3455,0.491,0.4819,0.4865,0.4256,0.5508,0.4882
33.7,0.2769,0.3719,0.4777,0.4326,0.2706,0.3516,0.4802,0.4896,0.4849,0.4437,0.5578,0.5007
33.8,0.2771,0.3779,0.4833,0.4365,0.2797,0.3581,0.467,0.4938,0.4804,0.4596,0.5643,0.5119
33.9,0.2785,0.3834,0.4861,0.4413,0.2896,0.3654,0.4526,0.495,0.4738,0.4734,0.5705,0.522
34,0.2812,0.3886,0.4864,0.4474,0.2999,0.3737,0.4379,0.4938,0.4659,0.4848,0.5765,0.5307
34.1,0.2852,0.3932,0.4837,0.4548,0.3101,0.3825,0.4239,0.4902,0.4571,0.4936,0.5814,0.5375
34.2,0.2897,0.3971,0.4778,0.463,0.3198,0.3914,0.4113,0.4841,0.4477,0.4995,0.5841,0.5418
34.3,0.2938,0.3997,0.4687,0.4712,0.3288,0.4,0.4002,0.4756,0.4379,0.5023,0.5839,0.5431
34.4,0.2975,0.4004,0.4568,0.4781,0.337,0.4075,0.39,0.4647,0.4274,0.5021,0.5805,0.5413
34.5,0.3011,0.399,0.4421,0.4829,0.3443,0.4136,0.3801,0.4521,0.4161,0.4989,0.5739,0.5364
34.6,0.3045,0.3956,0.4246,0.4855,0.3505,0.418,0.3698,0.4386,0.4042,0.4927,0.5641,0.5284
34.7,0.3076,0.3906,0.4047,0.4859,0.3562,0.4211,0.3592,0.4251,0.3921,0.4836,0.5512,0.5174
34.8,0.3094,0.3847,0.3836,0.4844,0.3625,0.4234,0.3487,0.4123,0.3805,0.472,0.5357,0.5039
34.9,0.3084,0.3788,0.3622,0.481,0.3707,0.4259,0.339,0.4012,0.3701,0.4586,0.5184,0.4885
35,0.3031,0.3732,0.3416,0.4762,0.3823,0.4292,0.3306,0.3922,0.3614,0.4442,0.5001,0.4721
35.1,0.2928,0.3679,0.3228,0.47,0.398,0.434,0.3236,0.3861,0.3548,0.43,0.4818,0.4559
35.2,0.2771,0.3629,0.3065,0.4629,0.4177,0.4403,0.318,0.3834,0.3507,0.4171,0.4637,0.4404
35.3,0.2559,0.3579,0.2934,0.4548,0.441,0.4479,0.3143,0.3851,0.3497,0.4066,0.4465,0.4266
35.4,0.2292,0.3533,0.284,0.4462,0.4672,0.4567,0.313,0.3919,0.3524,0.3998,0.4304,0.4151
35.5,0.1973,0.3491,0.2788,0.4378,0.4949,0.4664,0.3144,0.4043,0.3593,0.3969,0.4159,0.4064
35.6,0.1614,0.3456,0.2781,0.4308,0.523,0.4769,0.3184,0.4221,0.3702,0.3979,0.4036,0.4008
