Time,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
25.7,-0.1632,0.3795,0.7467,0.1966,0.4806,0.3386,0.5342,0.6202,0.5772,0.7494,0.7282,0.7388
25.8,-0.1578,0.3828,0.7357,0.2074,0.4731,0.3402,0.5494,0.6139,0.5817,0.74,0.7247,0.7324
25.9,-0.1512,0.3871,0.7236,0.2207,0.4661,0.3434,0.5633,0.6065,0.5849,0.7303,0.7205,0.7254
26,-0.1436,0.3912,0.7096,0.2354,0.4592,0.3473,0.5756,0.5976,0.5866,0.7199,0.7149,0.7174
26.1,-0.1348,0.3944,0.6935,0.2502,0.4519,0.351,0.5868,0.5877,0.5872,0.7096,0.7079,0.7088
26.2,-0.1239,0.3965,0.6755,0.2645,0.4441,0.3543,0.5969,0.5777,0.5873,0.7008,0.7003,0.7005
26.3,-0.1098,0.3976,0.6561,0.2778,0.4361,0.357,0.6065,0.5681,0.5873,0.6944,0.693,0.6937
26.4,-0.0922,0.3975,0.6358,0.2899,0.4282,0.359,0.616,0.5596,0.5878,0.691,0.687,0.689
26.5,-0.0714,0.396,0.6152,0.3007,0.4204,0.3605,0.6258,0.5522,0.589,0.6904,0.6825,0.6865
26.6,-0.0483,0.3926,0.595,0.31,0.4131,0.3616,0.6356,0.5461,0.5909,0.6916,0.6793,0.6854
26.7,-0.0236,0.3877,0.5755,0.318,0.407,0.3625,0.6455,0.5414,0.5935,0.6933,0.6768,0.685
26.8,0.0021,0.382,0.5568,0.3249,0.4025,0.3637,0.6554,0.538,0.5967,0.6947,0.6745,0.6846
26.9,0.0286,0.3764,0.5392,0.331,0.4001,0.3656,0.6655,0.5359,0.6007,0.6954,0.6721,0.6837
27,0.0548,0.3717,0.5227,0.3366,0.3999,0.3682,0.6759,0.535,0.6054,0.695,0.6689,0.682
27.1,0.0793,0.3681,0.5079,0.3417,0.4019,0.3718,0.6862,0.5354,0.6108,0.693,0.665,0.679
27.2,0.101,0.3658,0.4955,0.3462,0.4061,0.3761,0.696,0.537,0.6165,0.6887,0.6603,0.6745
27.3,0.1191,0.3648,0.4863,0.3497,0.4121,0.3809,0.7047,0.5396,0.6222,0.6821,0.6552,0.6687
27.4,0.1331,0.3653,0.4812,0.3519,0.4198,0.3858,0.7119,0.5425,0.6272,0.6734,0.65,0.6617
27.5,0.1426,0.368,0.4806,0.3529,0.4288,0.3908,0.7172,0.5448,0.631,0.6631,0.6444,0.6537
27.6,0.147,0.3735,0.4839,0.3529,0.4387,0.3958,0.7201,0.5462,0.6332,0.6516,0.6377,0.6446
27.7,0.146,0.3818,0.4906,0.3521,0.4491,0.4006,0.7201,0.5462,0.6331,0.6389,0.6294,0.6341
27.8,0.1388,0.393,0.4997,0.3509,0.4596,0.4053,0.7165,0.5446,0.6305,0.6249,0.6195,0.6222
27.9,0.1253,0.4066,0.5106,0.3495,0.4702,0.4099,0.7093,0.5409,0.6251,0.6096,0.6086,0.6091
28,0.1055,0.4222,0.5231,0.3487,0.4811,0.4149,0.6986,0.5351,0.6169,0.5936,0.5973,0.5954
28.1,0.0808,0.4395,0.5373,0.3493,0.4927,0.421,0.6849,0.5274,0.6062,0.5776,0.5856,0.5816
28.2,0.0538,0.458,0.5533,0.3521,0.505,0.4285,0.6689,0.5187,0.5938,0.5623,0.5733,0.5678
28.3,0.0274,0.477,0.5709,0.3577,0.5178,0.4378,0.6515,0.5103,0.5809,0.5484,0.56,0.5542
28.4,0.0034,0.4958,0.5892,0.3661,0.5305,0.4483,0.6344,0.5031,0.5688,0.5366,0.5463,0.5414
28.5,-0.0176,0.5137,0.6071,0.3771,0.5424,0.4597,0.6191,0.4978,0.5584,0.5274,0.5327,0.53
28.6,-0.036,0.5307,0.6231,0.3902,0.5534,0.4718,0.6069,0.4945,0.5507,0.521,0.5199,0.5204
28.7,-0.0529,0.5469,0.6363,0.4055,0.5639,0.4847,0.5989,0.4937,0.5463,0.5172,0.5083,0.5128
28.8,-0.0682,0.5627,0.6465,0.4228,0.5738,0.4983,0.5955,0.4953,0.5454,0.5162,0.4984,0.5073
28.9,-0.0804,0.5781,0.6537,0.4421,0.5827,0.5124,0.5971,0.4996,0.5484,0.5179,0.4909,0.5044
29,-0.0874,0.593,0.6577,0.463,0.5901,0.5265,0.6039,0.5064,0.5552,0.5226,0.4866,0.5046
29.1,-0.0876,0.607,0.6583,0.4852,0.596,0.5406,0.616,0.5157,0.5658,0.5305,0.4859,0.5082
29.2,-0.0804,0.6197,0.6553,0.5087,0.6008,0.5547,0.6329,0.5271,0.58,0.5416,0.4885,0.515
29.3,-0.0665,0.6313,0.6487,0.5333,0.6052,0.5693,0.6534,0.5405,0.597,0.5554,0.4936,0.5245
29.4,-0.0467,0.642,0.6385,0.5592,0.6102,0.5847,0.6762,0.5558,0.616,0.5709,0.5003,0.5356
29.5,-0.0212,0.6524,0.6247,0.5861,0.6163,0.6012,0.6995,0.5728,0.6362,0.5869,0.5079,0.5474
29.6,0.0096,0.6631,0.6076,0.614,0.6238,0.6189,0.7224,0.591,0.6567,0.6024,0.5158,0.5591
29.7,0.045,0.6744,0.5878,0.6425,0.633,0.6378,0.7439,0.6092,0.6766,0.6162,0.523,0.5696
29.8,0.0832,0.6861,0.5657,0.671,0.6438,0.6574,0.7632,0.6261,0.6946,0.6271,0.5286,0.5779
29.9,0.1228,0.6978,0.5419,0.6982,0.6559,0.677,0.7791,0.6402,0.7097,0.6338,0.5312,0.5825
30,0.1619,0.7094,0.5165,0.7228,0.6691,0.696,0.791,0.651,0.721,0.6353,0.5299,0.5826
30.1,0.1993,0.7211,0.4904,0.7442,0.6836,0.7139,0.7986,0.6586,0.7286,0.6314,0.5245,0.5779
30.2,0.234,0.733,0.4646,0.7625,0.6996,0.7311,0.8024,0.6634,0.7329,0.623,0.5151,0.569
30.3,0.2649,0.745,0.4405,0.7783,0.7172,0.7477,0.8028,0.6658,0.7343,0.6109,0.5023,0.5566
30.4,0.2912,0.7562,0.4192,0.7915,0.7358,0.7636,0.8001,0.6657,0.7329,0.5959,0.4865,0.5412
30.5,0.3122,0.7654,0.4014,0.8017,0.7547,0.7782,0.7942,0.6631,0.7286,0.5788,0.4684,0.5236
30.6,0.3272,0.7712,0.3873,0.8079,0.7733,0.7906,0.7847,0.6582,0.7215,0.5606,0.4486,0.5046
30.7,0.3345,0.7733,0.3772,0.8098,0.7914,0.8006,0.7722,0.6518,0.712,0.5426,0.4281,0.4854
30.8,0.332,0.7721,0.3713,0.808,0.8085,0.8083,0.7571,0.6447,0.7009,0.5262,0.4079,0.4671
30.9,0.3179,0.7686,0.3699,0.8035,0.8243,0.8139,0.7402,0.6378,0.689,0.5123,0.3888,0.4506
31,0.2913,0.7632,0.3728,0.797,0.838,0.8175,0.7215,0.6315,0.6765,0.5008,0.3718,0.4363
31.1,0.2533,0.7561,0.38,0.7886,0.8489,0.8187,0.7009,0.6259,0.6634,0.4913,0.3577,0.4245
31.2,0.2065,0.7473,0.3917,0.7782,0.8565,0.8173,0.6781,0.6212,0.6497,0.4836,0.3472,0.4154
31.3,0.1543,0.7381,0.4089,0.766,0.8611,0.8135,0.6536,0.6175,0.6355,0.4775,0.3405,0.409
31.4,0.1007,0.7299,0.4324,0.7528,0.8629,0.8078,0.6279,0.6152,0.6215,0.4732,0.3382,0.4057
31.5,0.049,0.7238,0.4622,0.7393,0.8618,0.8006,0.602,0.6149,0.6084,0.4709,0.3405,0.4057
31.6,0.0023,0.7198,0.4968,0.7253,0.8575,0.7914,0.5771,0.6166,0.5969,0.4711,0.3483,0.4097
31.7,-0.0376,0.717,0.534,0.7104,0.8494,0.7799,0.5545,0.6199,0.5872,0.4741,0.3621,0.4181
31.8,-0.0708,0.7144,0.5714,0.6942,0.8378,0.766,0.5354,0.6235,0.5794,0.4798,0.3824,0.4311
31.9,-0.0987,0.7116,0.6069,0.6768,0.8234,0.7501,0.5196,0.626,0.5728,0.4877,0.4079,0.4478
32,-0.1225,0.7081,0.6384,0.6581,0.8069,0.7325,0.5063,0.6264,0.5663,0.4971,0.4368,0.4669
32.1,-0.1425,0.7037,0.6645,0.6379,0.788,0.7129,0.4945,0.6238,0.5591,0.5073,0.4667,0.487
32.2,-0.1581,0.6983,0.6842,0.616,0.7662,0.6911,0.4835,0.6179,0.5507,0.5181,0.4956,0.5069
32.3,-0.1684,0.6918,0.6969,0.5928,0.7416,0.6672,0.4734,0.6088,0.5411,0.5291,0.5219,0.5255
32.4,-0.174,0.6845,0.7033,0.5687,0.7155,0.6421,0.464,0.5971,0.5306,0.5396,0.5441,0.5418
32.5,-0.1765,0.6766,0.7041,0.5446,0.6892,0.6169,0.4551,0.5836,0.5194,0.5485,0.5606,0.5545
32.6,-0.1779,0.6683,0.7003,0.5208,0.6637,0.5923,0.4459,0.5689,0.5074,0.5544,0.57,0.5622
32.7,-0.1794,0.6589,0.6923,0.4973,0.6391,0.5682,0.4354,0.5536,0.4945,0.5561,0.5714,0.5637
32.8,-0.1815,0.6476,0.681,0.4734,0.6149,0.5441,0.4229,0.5382,0.4805,0.553,0.5647,0.5589
32.9,-0.1841,0.6336,0.6676,0.4486,0.5904,0.5195,0.4087,0.5236,0.4662,0.5459,0.551,0.5485
33,-0.1876,0.6163,0.654,0.4226,0.5656,0.4941,0.3938,0.5105,0.4522,0.5354,0.5318,0.5336
33.1,-0.1917,0.5958,0.6419,0.3954,0.5412,0.4683,0.3789,0.4996,0.4392,0.5219,0.5086,0.5152
33.2,-0.1959,0.5727,0.6322,0.3677,0.5179,0.4428,0.3647,0.4912,0.428,0.5056,0.4828,0.4942
33.3,-0.1994,0.5476,0.6255,0.3405,0.4967,0.4186,0.3518,0.4859,0.4189,0.4868,0.456,0.4714
33.4,-0.2008,0.5214,0.6219,0.315,0.4781,0.3965,0.3407,0.4842,0.4125,0.4661,0.4299,0.448
33.5,-0.199,0.4951,0.6216,0.2923,0.4621,0.3772,0.3321,0.4862,0.4092,0.4449,0.4064,0.4256
33.6,-0.1938,0.4695,0.6241,0.2734,0.4484,0.3609,0.3264,0.4914,0.4089,0.4242,0.3867,0.4055
33.7,-0.1854,0.4451,0.6285,0.2585,0.4365,0.3475,0.3238,0.4991,0.4115,0.405,0.3718,0.3884
33.8,-0.1748,0.4224,0.6336,0.2469,0.4261,0.3365,0.3242,0.5085,0.4163,0.3882,0.3621,0.3751
33.9,-0.1629,0.4021,0.6387,0.2383,0.4174,0.3278,0.327,0.5193,0.4232,0.3744,0.3576,0.366
34,-0.1504,0.3854,0.6434,0.2328,0.4108,0.3218,0.3322,0.5315,0.4318,0.3644,0.3581,0.3613
34.1,-0.1377,0.3736,0.6482,0.2316,0.407,0.3193,0.3396,0.5457,0.4427,0.3581,0.3633,0.3607
34.2,-0.1248,0.3678,0.6538,0.2354,0.4064,0.3209,0.3495,0.5622,0.4559,0.355,0.3722,0.3636
34.3,-0.1112,0.3684,0.6608,0.2446,0.4087,0.3267,0.3618,0.5807,0.4712,0.3546,0.3836,0.3691
34.4,-0.0976,0.3746,0.6689,0.2586,0.4139,0.3362,0.3759,0.6005,0.4882,0.3566,0.396,0.3763
34.5,-0.085,0.3856,0.6779,0.2762,0.4215,0.3489,0.3909,0.6213,0.5061,0.3607,0.4084,0.3846
34.6,-0.0748,0.4005,0.6875,0.2967,0.4311,0.3639,0.4062,0.6425,0.5243,0.3671,0.4201,0.3936
34.7,-0.0682,0.4185,0.6976,0.3195,0.4425,0.381,0.4216,0.664,0.5428,0.3756,0.431,0.4033
34.8,-0.066,0.4387,0.7079,0.3441,0.4555,0.3998,0.4374,0.6852,0.5613,0.3864,0.4412,0.4138
34.9,-0.0687,0.46,0.7179,0.3691,0.4698,0.4194,0.4532,0.7056,0.5794,0.3997,0.4507,0.4252
35,-0.0762,0.4812,0.7275,0.3923,0.4848,0.4386,0.4678,0.724,0.5959,0.4152,0.4593,0.4373
35.1,-0.0884,0.5014,0.7366,0.4127,0.4999,0.4563,0.48,0.7399,0.6099,0.4324,0.4668,0.4496
35.2,-0.1049,0.5201,0.7452,0.4302,0.5147,0.4725,0.489,0.753,0.621,0.4503,0.4729,0.4616
35.3,-0.1252,0.5375,0.7534,0.4455,0.5292,0.4873,0.4947,0.7638,0.6293,0.4688,0.4776,0.4732
35.4,-0.1486,0.5534,0.7613,0.4593,0.5439,0.5016,0.4972,0.7724,0.6348,0.4879,0.4812,0.4846
35.5,-0.1736,0.5681,0.769,0.4723,0.5596,0.5159,0.4965,0.779,0.6378,0.5079,0.4843,0.4961
35.6,-0.1985,0.5812,0.7765,0.4851,0.577,0.531,0.4924,0.7837,0.638,0.5282,0.4872,0.5077
35.7,-0.2216,0.5926,0.7833,0.4984,0.5965,0.5475,0.4849,0.7868,0.6358,0.5482,0.4904,0.5193
35.8,-0.2419,0.6021,0.7894,0.5124,0.6186,0.5655,0.4745,0.7887,0.6316,0.5669,0.4942,0.5305
35.9,-0.2591,0.6094,0.7944,0.5266,0.6432,0.5849,0.4619,0.7897,0.6258,0.5842,0.4988,0.5415
36,-0.2734,0.6142,0.7979,0.5405,0.6698,0.6051,0.4475,0.7898,0.6187,0.6001,0.5045,0.5523
36.1,-0.2845,0.6162,0.7997,0.5535,0.6978,0.6256,0.4316,0.7887,0.6102,0.6149,0.5118,0.5633
36.2,-0.2912,0.6151,0.7992,0.5653,0.7262,0.6458,0.4145,0.786,0.6003,0.6283,0.5209,0.5746
36.3,-0.2917,0.6111,0.7964,0.5762,0.7539,0.6651,0.3972,0.7815,0.5894,0.6401,0.532,0.5861
36.4,-0.2847,0.6046,0.7909,0.5866,0.7802,0.6834,0.3805,0.7753,0.5779,0.6492,0.545,0.5971
36.5,-0.2699,0.5966,0.7826,0.5973,0.8045,0.7009,0.3651,0.7674,0.5663,0.6551,0.5596,0.6074
36.6,-0.248,0.5879,0.7717,0.6086,0.8262,0.7174,0.3516,0.7579,0.5547,0.658,0.5755,0.6168
36.7,-0.2214,0.5782,0.758,0.6198,0.8441,0.7319,0.3405,0.7468,0.5436,0.6587,0.5927,0.6257
36.8,-0.1932,0.5672,0.7421,0.6299,0.8567,0.7433,0.3328,0.7343,0.5335,0.6577,0.6103,0.634
36.9,-0.1674,0.5549,0.7247,0.6379,0.8632,0.7505,0.3288,0.7212,0.525,0.6553,0.6275,0.6414
37,-0.1474,0.5424,0.7066,0.6433,0.8636,0.7534,0.3285,0.7082,0.5183,0.6514,0.6429,0.6472
37.1,-0.1347,0.5309,0.6882,0.6463,0.8585,0.7524,0.3311,0.6956,0.5133,0.6457,0.6559,0.6508
37.2,-0.1285,0.5214,0.67,0.647,0.8485,0.7477,0.336,0.6836,0.5098,0.6383,0.666,0.6521
37.3,-0.1269,0.5142,0.6524,0.6457,0.8343,0.74,0.3435,0.6728,0.5081,0.6294,0.6733,0.6514
37.4,-0.1277,0.5095,0.6362,0.6428,0.8167,0.7298,0.3539,0.6635,0.5087,0.6194,0.6781,0.6488
37.5,-0.1297,0.5068,0.6222,0.6386,0.7965,0.7176,0.3679,0.6564,0.5121,0.6085,0.6808,0.6446
37.6,-0.1315,0.506,0.6108,0.6337,0.7746,0.7041,0.3852,0.6514,0.5183,0.5969,0.6824,0.6397
37.7,-0.1319,0.5067,0.6023,0.6286,0.7517,0.6902,0.4048,0.6482,0.5265,0.5849,0.6843,0.6346
37.8,-0.1305,0.5083,0.5964,0.6235,0.7289,0.6762,0.4249,0.6461,0.5355,0.5726,0.6872,0.6299
37.9,-0.1277,0.5103,0.5931,0.6182,0.7072,0.6627,0.4441,0.6446,0.5443,0.5599,0.6916,0.6257
38,-0.1242,0.5124,0.5924,0.6127,0.6878,0.6503,0.4612,0.643,0.5521,0.5465,0.6973,0.6219
38.1,-0.1208,0.5146,0.5944,0.6069,0.6716,0.6392,0.4753,0.6406,0.558,0.5327,0.704,0.6183
38.2,-0.1179,0.5169,0.5987,0.6009,0.6595,0.6302,0.4858,0.6371,0.5615,0.5184,0.7112,0.6148
38.3,-0.1154,0.5197,0.605,0.5951,0.6521,0.6236,0.492,0.6327,0.5624,0.5038,0.7185,0.6112
38.4,-0.1136,0.523,0.6132,0.59,0.6495,0.6197,0.4942,0.628,0.5611,0.4894,0.7259,0.6076
38.5,-0.1126,0.5273,0.6237,0.5862,0.6518,0.619,0.4928,0.6236,0.5582,0.4758,0.7332,0.6045
38.6,-0.1127,0.5329,0.6366,0.5843,0.6589,0.6216,0.489,0.6198,0.5544,0.4638,0.7405,0.6021
38.7,-0.1137,0.5409,0.6515,0.5849,0.6712,0.6281,0.4832,0.6162,0.5497,0.4537,0.7476,0.6006
38.8,-0.1152,0.5515,0.6674,0.5882,0.6886,0.6384,0.4755,0.6124,0.544,0.4459,0.7543,0.6001
38.9,-0.1164,0.5649,0.6833,0.5939,0.71,0.652,0.4658,0.6081,0.5369,0.4402,0.7603,0.6002
39,-0.1169,0.5805,0.6986,0.6016,0.7342,0.6679,0.4546,0.603,0.5288,0.4367,0.765,0.6009
39.1,-0.1173,0.5977,0.713,0.6107,0.7597,0.6852,0.4429,0.5973,0.5201,0.4355,0.768,0.6018
39.2,-0.1188,0.6156,0.7261,0.6202,0.7853,0.7028,0.4315,0.5911,0.5113,0.4367,0.7692,0.603
39.3,-0.1223,0.6332,0.7381,0.6293,0.8098,0.7196,0.4203,0.5844,0.5024,0.4402,0.7687,0.6044
39.4,-0.1279,0.6497,0.749,0.6372,0.8321,0.7346,0.4093,0.5775,0.4934,0.4453,0.7664,0.6058
39.5,-0.1347,0.6641,0.7591,0.6435,0.8514,0.7475,0.3983,0.5703,0.4843,0.4508,0.7627,0.6067
39.6,-0.1419,0.6758,0.7682,0.6487,0.8671,0.7579,0.3877,0.5631,0.4754,0.4556,0.7578,0.6067
39.7,-0.1492,0.6845,0.7757,0.6532,0.8793,0.7662,0.378,0.5563,0.4671,0.4589,0.7518,0.6054
39.8,-0.1573,0.6907,0.7815,0.6575,0.8884,0.773,0.3703,0.5502,0.4602,0.4608,0.7453,0.603
39.9,-0.1668,0.6945,0.7856,0.6618,0.8949,0.7783,0.3652,0.5452,0.4552,0.4617,0.7389,0.6003
40,-0.1778,0.6967,0.7882,0.6657,0.8992,0.7825,0.3634,0.5412,0.4523,0.4626,0.7331,0.5979
40.1,-0.1886,0.6976,0.7898,0.6693,0.9014,0.7853,0.3649,0.5382,0.4515,0.464,0.7283,0.5962
40.2,-0.1975,0.698,0.7905,0.6731,0.9016,0.7873,0.3696,0.5361,0.4529,0.4658,0.7243,0.5951
40.3,-0.2028,0.6984,0.7902,0.6775,0.9002,0.7889,0.3772,0.5349,0.456,0.4676,0.7209,0.5943
40.4,-0.2037,0.6994,0.7886,0.683,0.8976,0.7903,0.3873,0.5343,0.4608,0.4693,0.7183,0.5938
40.5,-0.2003,0.7008,0.7854,0.6893,0.8942,0.7917,0.4,0.5338,0.4669,0.4713,0.7167,0.594
40.6,-0.1929,0.7024,0.7803,0.6959,0.8901,0.793,0.4151,0.5332,0.4742,0.4744,0.7167,0.5955
40.7,-0.1824,0.7038,0.7733,0.7025,0.8854,0.7939,0.4326,0.5323,0.4825,0.4794,0.7185,0.5989
40.8,-0.1699,0.7048,0.7643,0.709,0.8802,0.7946,0.4518,0.5312,0.4915,0.4862,0.7221,0.6041
40.9,-0.156,0.7058,0.7533,0.7159,0.8746,0.7953,0.4717,0.5297,0.5007,0.4943,0.7272,0.6107
41,-0.1417,0.7069,0.7403,0.7231,0.8688,0.7959,0.4913,0.5276,0.5094,0.5027,0.7334,0.618
41.1,-0.1281,0.7081,0.7248,0.7301,0.8632,0.7966,0.5093,0.5242,0.5167,0.5106,0.7398,0.6252
41.2,-0.1167,0.7093,0.7065,0.7362,0.8581,0.7971,0.5247,0.5189,0.5218,0.5173,0.7453,0.6313
41.3,-0.1096,0.7099,0.6847,0.7406,0.8539,0.7973,0.5361,0.5117,0.5239,0.5224,0.7491,0.6357
41.4,-0.1085,0.7093,0.6591,0.7428,0.8509,0.7968,0.5427,0.5027,0.5227,0.5259,0.7508,0.6383
41.5,-0.1146,0.7073,0.6299,0.7429,0.8488,0.7959,0.5439,0.4918,0.5179,0.5287,0.7509,0.6398
41.6,-0.1277,0.7037,0.598,0.7412,0.8473,0.7942,0.54,0.4797,0.5099,0.5311,0.7501,0.6406
41.7,-0.1467,0.6991,0.5645,0.7377,0.8461,0.7919,0.5316,0.4666,0.4991,0.5337,0.7487,0.6412
41.8,-0.1706,0.6941,0.5305,0.7325,0.8449,0.7887,0.5189,0.4532,0.4861,0.5363,0.7463,0.6413
41.9,-0.1992,0.689,0.4969,0.7254,0.8432,0.7843,0.5019,0.4397,0.4708,0.5384,0.7425,0.6404
42,-0.2321,0.684,0.4645,0.716,0.8405,0.7783,0.4805,0.4261,0.4533,0.5394,0.7367,0.6381
42.1,-0.2688,0.6784,0.4336,0.7037,0.836,0.7698,0.4547,0.4126,0.4336,0.5387,0.7295,0.6341
42.2,-0.3082,0.6716,0.4054,0.6877,0.8283,0.758,0.4253,0.3992,0.4122,0.5361,0.7215,0.6288
42.3,-0.3497,0.6628,0.3809,0.6676,0.8164,0.742,0.3932,0.3862,0.3897,0.5318,0.7133,0.6226
42.4,-0.3929,0.652,0.3616,0.6432,0.7998,0.7215,0.36,0.3742,0.3671,0.5259,0.7056,0.6157
42.5,-0.4373,0.6396,0.3486,0.6145,0.7785,0.6965,0.3269,0.3641,0.3455,0.5186,0.6987,0.6086
42.6,-0.4815,0.6261,0.3425,0.5823,0.7532,0.6678,0.2955,0.3565,0.326,0.5103,0.6934,0.6019
42.7,-0.5231,0.6123,0.344,0.5478,0.7248,0.6363,0.267,0.3518,0.3094,0.5016,0.6903,0.596
42.8,-0.5594,0.5992,0.3529,0.5124,0.6941,0.6032,0.2422,0.3502,0.2962,0.4928,0.6902,0.5915
42.9,-0.5886,0.5874,0.3685,0.4776,0.6619,0.5697,0.222,0.3518,0.2869,0.4847,0.6931,0.5889
43,-0.6099,0.5777,0.3892,0.4442,0.6288,0.5365,0.2067,0.3563,0.2815,0.4779,0.6992,0.5886
43.1,-0.6223,0.5708,0.4135,0.413,0.5951,0.5041,0.1964,0.3629,0.2797,0.4736,0.7083,0.5909
43.2,-0.6238,0.5673,0.4407,0.3846,0.5608,0.4727,0.1913,0.3706,0.281,0.4727,0.7197,0.5962
43.3,-0.6119,0.5671,0.4701,0.3589,0.5257,0.4423,0.1908,0.3785,0.2847,0.4756,0.733,0.6043
43.4,-0.5849,0.5702,0.5011,0.3358,0.4899,0.4129,0.1939,0.3861,0.29,0.4821,0.7473,0.6147
43.5,-0.542,0.5762,0.5326,0.3155,0.4537,0.3846,0.1998,0.3931,0.2965,0.4914,0.762,0.6267
43.6,-0.4853,0.5849,0.5632,0.2987,0.4183,0.3585,0.2084,0.3996,0.304,0.5034,0.7766,0.64
43.7,-0.4186,0.5957,0.5915,0.2872,0.3851,0.3362,0.22,0.4053,0.3126,0.518,0.7911,0.6546
43.8,-0.3465,0.6083,0.6168,0.2836,0.3558,0.3197,0.2355,0.4101,0.3228,0.5357,0.8057,0.6707
43.9,-0.2727,0.6218,0.6386,0.2898,0.3312,0.3105,0.2551,0.4138,0.3344,0.5566,0.8202,0.6884
44,-0.2003,0.6353,0.6564,0.3066,0.3113,0.309,0.2787,0.4164,0.3475,0.5802,0.8344,0.7073
44.1,-0.1324,0.6475,0.6693,0.3326,0.2959,0.3143,0.3056,0.418,0.3618,0.6057,0.8475,0.7266
44.2,-0.0732,0.657,0.6768,0.3651,0.2847,0.3249,0.3353,0.4191,0.3772,0.6323,0.8588,0.7456
44.3,-0.0271,0.663,0.6791,0.4007,0.278,0.3394,0.3673,0.4205,0.3939,0.6593,0.8676,0.7635
44.4,0.0029,0.665,0.6769,0.4366,0.2767,0.3567,0.4005,0.4233,0.4119,0.686,0.8736,0.7798
44.5,0.0169,0.6634,0.6712,0.4712,0.2811,0.3762,0.4339,0.4287,0.4313,0.7121,0.8766,0.7943
44.6,0.017,0.6589,0.6626,0.5034,0.2912,0.3973,0.4661,0.4374,0.4518,0.7372,0.877,0.8071
44.7,0.0061,0.6529,0.6518,0.5328,0.3066,0.4197,0.4958,0.4502,0.473,0.7611,0.8749,0.818
44.8,-0.0135,0.647,0.6396,0.5594,0.3269,0.4431,0.5221,0.4673,0.4947,0.7837,0.8707,0.8272
44.9,-0.04,0.6433,0.6274,0.5835,0.3523,0.4679,0.5444,0.4883,0.5164,0.8042,0.8643,0.8343
45,-0.0713,0.643,0.6156,0.6056,0.3834,0.4945,0.5624,0.5131,0.5377,0.8217,0.8556,0.8387
45.1,-0.1065,0.6466,0.6042,0.6257,0.4204,0.523,0.5755,0.5406,0.558,0.8353,0.8446,0.8399
45.2,-0.1453,0.6532,0.5924,0.6432,0.4625,0.5529,0.5828,0.5694,0.5761,0.8444,0.8314,0.8379
45.3,-0.1869,0.661,0.5802,0.6575,0.5078,0.5827,0.5843,0.5977,0.591,0.8491,0.8163,0.8327
45.4,-0.2297,0.6687,0.5678,0.6682,0.5534,0.6108,0.5804,0.6236,0.602,0.8498,0.8,0.8249
45.5,-0.2708,0.6749,0.5555,0.6755,0.5961,0.6358,0.5724,0.6458,0.6091,0.8471,0.7834,0.8153
45.6,-0.3086,0.6792,0.5432,0.6796,0.6344,0.657,0.5613,0.6635,0.6124,0.8414,0.767,0.8042
45.7,-0.3423,0.6814,0.5308,0.681,0.6681,0.6746,0.5479,0.6765,0.6122,0.8331,0.7509,0.792
45.8,-0.372,0.6816,0.5182,0.6796,0.6982,0.6889,0.5328,0.685,0.6089,0.8224,0.7352,0.7788
45.9,-0.3975,0.6797,0.5056,0.6751,0.7251,0.7001,0.5165,0.6892,0.6028,0.8099,0.7205,0.7652
46,-0.4179,0.6757,0.4929,0.6675,0.7486,0.7081,0.4992,0.6892,0.5942,0.7964,0.7075,0.752
46.1,-0.4323,0.6697,0.4806,0.6572,0.7677,0.7125,0.4812,0.6847,0.5829,0.7826,0.6971,0.7399
46.2,-0.4406,0.6619,0.4689,0.6446,0.7817,0.7132,0.4623,0.6758,0.569,0.7689,0.6897,0.7293
46.3,-0.4436,0.6528,0.4581,0.6301,0.7909,0.7105,0.4423,0.6628,0.5525,0.7552,0.6853,0.7203
46.4,-0.4422,0.6424,0.4489,0.6137,0.7952,0.7045,0.4212,0.6457,0.5334,0.7418,0.6838,0.7128
46.5,-0.4359,0.6305,0.4418,0.5954,0.7946,0.695,0.3991,0.6252,0.5122,0.7289,0.6851,0.707
46.6,-0.4238,0.6168,0.4374,0.5752,0.7885,0.6819,0.3763,0.6027,0.4895,0.7168,0.689,0.7029
46.7,-0.4056,0.6011,0.4362,0.5533,0.7765,0.6649,0.3532,0.5794,0.4663,0.7057,0.6953,0.7005
46.8,-0.3822,0.584,0.4382,0.5302,0.7592,0.6447,0.3306,0.5565,0.4436,0.6954,0.7033,0.6993
46.9,-0.3548,0.5665,0.4435,0.5067,0.738,0.6224,0.3099,0.5351,0.4225,0.6858,0.7121,0.6989
